m1 TID @ 17:35:29,m2 TID @ 17:35:29,m3 TID @ 17:35:29,m1 TID @ 17:35:30,m2 TID @ 17:35:30,m3 TID @ 17:35:30,m3 TID @ 17:35:31,m1 TID @ 17:35:31,m2 TID @ 17:35:31,m1 TID @ 17:35:32,m2 TID @ 17:35:32,m3 TID @ 17:35:32,m1 TID @ 17:35:33,m2 TID @ 17:35:33,m3 TID @ 17:35:33,m1 TID @ 17:35:34,m2 TID @ 17:35:34,m3 TID @ 17:35:34,m1 TID @ 17:35:35,m2 TID @ 17:35:35,m3 TID @ 17:35:35,m2 TID @ 17:35:36,m3 TID @ 17:35:36,m1 TID @ 17:35:36,m2 TID @ 17:35:37,m3 TID @ 17:35:37,m1 TID @ 17:35:37,m1 TID @ 17:35:38,m2 TID @ 17:35:38,m3 TID @ 17:35:38,m1 TID @ 17:35:39,m2 TID @ 17:35:39,m3 TID @ 17:35:39,m1 TID @ 17:35:40,m2 TID @ 17:35:40,m3 TID @ 17:35:40,m1 TID @ 17:35:41,m2 TID @ 17:35:41,m3 TID @ 17:35:41,m1 TID @ 17:35:42,m2 TID @ 17:35:42,m3 TID @ 17:35:42,m1 TID @ 17:35:43,m2 TID @ 17:35:43,m3 TID @ 17:35:43,m1 TID @ 17:35:44,m2 TID @ 17:35:44,m3 TID @ 17:35:44,m1 TID @ 17:35:46,m2 TID @ 17:35:46,m3 TID @ 17:35:46,m1 TID @ 17:35:47,m2 TID @ 17:35:47,m3 TID @ 17:35:47,m1 TID @ 17:35:48,m2 TID @ 17:35:48,m3 TID @ 17:35:48,m1 TID @ 17:35:49,m2 TID @ 17:35:49,m3 TID @ 17:35:49,m1 TID @ 17:35:50,m2 TID @ 17:35:50,m3 TID @ 17:35:50,m1 TID @ 17:35:51,m2 TID @ 17:35:51,m3 TID @ 17:35:51,m1 TID @ 17:35:52,m2 TID @ 17:35:52,m3 TID @ 17:35:52,m1 TID @ 17:35:53,m2 TID @ 17:35:53,m3 TID @ 17:35:53,m1 TID @ 17:35:54,m2 TID @ 17:35:54,m3 TID @ 17:35:54,m3 TID @ 17:35:55,m1 TID @ 17:35:55,m2 TID @ 17:35:55,m1 TID @ 17:35:56,m2 TID @ 17:35:56,m3 TID @ 17:35:56,m1 TID @ 17:35:57,m2 TID @ 17:35:57,m3 TID @ 17:35:57,m3 TID @ 17:35:58,m1 TID @ 17:35:58,m2 TID @ 17:35:58,m1 TID @ 17:35:59,m2 TID @ 17:35:59,m3 TID @ 17:35:59,m1 TID @ 17:36:00,m2 TID @ 17:36:00,m3 TID @ 17:36:00,m1 TID @ 17:36:01,m2 TID @ 17:36:01,m3 TID @ 17:36:01,m1 TID @ 17:36:02,m2 TID @ 17:36:02,m3 TID @ 17:36:02,m1 TID @ 17:36:03,m2 TID @ 17:36:03,m3 TID @ 17:36:03,m1 TID @ 17:36:04,m2 TID @ 17:36:04,m3 TID @ 17:36:04,m1 TID @ 17:36:05,m2 TID @ 17:36:05,m3 TID @ 17:36:05,m1 TID @ 17:36:06,m2 TID @ 17:36:06,m3 TID @ 17:36:06,m1 TID @ 17:36:07,m2 TID @ 17:36:07,m3 TID @ 17:36:07,m1 TID @ 17:36:08,m2 TID @ 17:36:08,m3 TID @ 17:36:08,m1 TID @ 17:36:09,m2 TID @ 17:36:09,m3 TID @ 17:36:09,m1 TID @ 17:36:10,m2 TID @ 17:36:10,m3 TID @ 17:36:10,m1 TID @ 17:36:11,m2 TID @ 17:36:11,m3 TID @ 17:36:11,m1 TID @ 17:36:12,m2 TID @ 17:36:12,m3 TID @ 17:36:12,m1 TID @ 17:36:13,m2 TID @ 17:36:13,m3 TID @ 17:36:13,m2 TID @ 17:36:14,m3 TID @ 17:36:14,m1 TID @ 17:36:14,m1 TID @ 17:36:15,m2 TID @ 17:36:15,m3 TID @ 17:36:15,m1 TID @ 17:36:16,m2 TID @ 17:36:16,m3 TID @ 17:36:16,m2 TID @ 17:36:17,m3 TID @ 17:36:17,m1 TID @ 17:36:17,m1 TID @ 17:36:18,m2 TID @ 17:36:18,m3 TID @ 17:36:18,m1 TID @ 17:36:19,m2 TID @ 17:36:19,m3 TID @ 17:36:19,m1 TID @ 17:36:20,m2 TID @ 17:36:20,m3 TID @ 17:36:20,m2 TID @ 17:36:21,m3 TID @ 17:36:21,m1 TID @ 17:36:21,m1 TID @ 17:36:22,m2 TID @ 17:36:22,m3 TID @ 17:36:22,m1 TID @ 17:36:23,m2 TID @ 17:36:23,m3 TID @ 17:36:23,m1 TID @ 17:36:24,m2 TID @ 17:36:24,m3 TID @ 17:36:24,m1 TID @ 17:36:25,m2 TID @ 17:36:25,m3 TID @ 17:36:25,m1 TID @ 17:36:26,m2 TID @ 17:36:26,m3 TID @ 17:36:26,m1 TID @ 17:36:27,m2 TID @ 17:36:27,m3 TID @ 17:36:27,m1 TID @ 17:36:28,m2 TID @ 17:36:28,m3 TID @ 17:36:28,m1 TID @ 17:36:29,m2 TID @ 17:36:29,m3 TID @ 17:36:29,m3 TID @ 17:36:30,m1 TID @ 17:36:30,m2 TID @ 17:36:30,m1 TID @ 17:36:31,m2 TID @ 17:36:31,m3 TID @ 17:36:31,m1 TID @ 17:36:32,m2 TID @ 17:36:32,m3 TID @ 17:36:32,m1 TID @ 17:36:33,m2 TID @ 17:36:33,m3 TID @ 17:36:33,m1 TID @ 17:36:34,m2 TID @ 17:36:34,m3 TID @ 17:36:34,m1 TID @ 17:36:35,m2 TID @ 17:36:35,m3 TID @ 17:36:35,m1 TID @ 17:36:36,m2 TID @ 17:36:36,m3 TID @ 17:36:36,m1 TID @ 17:36:37,m2 TID @ 17:36:37,m3 TID @ 17:36:37,m1 TID @ 17:36:38,m2 TID @ 17:36:38,m3 TID @ 17:36:38,m1 TID @ 17:36:39,m2 TID @ 17:36:39,m3 TID @ 17:36:39,m1 TID @ 17:36:40,m2 TID @ 17:36:40,m3 TID @ 17:36:40,m1 TID @ 17:36:41,m2 TID @ 17:36:41,m3 TID @ 17:36:41,m1 TID @ 17:36:42,m2 TID @ 17:36:42,m3 TID @ 17:36:42,m1 TID @ 17:36:43,m2 TID @ 17:36:43,m3 TID @ 17:36:43,m1 TID @ 17:36:44,m2 TID @ 17:36:44,m3 TID @ 17:36:44,m1 TID @ 17:36:45,m2 TID @ 17:36:45,m3 TID @ 17:36:45,m1 TID @ 17:36:46,m2 TID @ 17:36:46,m3 TID @ 17:36:46,m1 TID @ 17:36:47,m2 TID @ 17:36:47,m3 TID @ 17:36:47
254,251,253,254,251,253,253,254,251,254,251,253,254,251,253,254,251,253,254,251,253,251,253,254,251,253,254,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,219,253,253,254,219,254,219,253,254,219,253,253,254,219,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,219,253,254,254,219,253,254,219,253,219,253,254,254,219,253,254,219,253,254,219,253,219,253,254,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,254,219,253,253,254,219,254,219,253,254,219,253,254,219,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253,254,251,253
198,197,197,198,229,197,197,198,229,198,229,197,198,229,197,198,229,197,198,229,197,229,197,198,229,197,198,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,197,198,229,229,229,198,229,198,229,229,198,229,229,229,198,197,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,197,229,198,229,229,229,229,198,198,229,229,198,229,229,229,229,198,198,229,229,198,229,229,198,229,229,229,229,198,198,229,229,198,229,229,198,229,229,198,229,229,198,197,229,198,229,229,198,229,229,198,229,229,229,198,229,198,229,229,198,229,229,198,229,229,194,197,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229,198,229,229
255,202,238,255,202,238,238,255,202,255,74,238,255,74,238,255,74,238,255,74,238,202,238,255,74,238,255,255,202,238,255,74,238,255,74,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,74,238,255,74,238,255,74,238,255,202,238,255,202,238,255,202,238,255,74,238,238,255,74,255,202,238,255,202,238,238,255,74,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,74,238,255,74,238,255,202,238,255,202,238,255,202,238,202,238,255,255,202,238,255,74,238,202,238,255,255,202,238,255,202,238,255,202,238,74,238,255,255,74,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,255,202,238,238,255,74,255,74,238,255,202,238,255,202,238,255,202,238,255,74,238,255,202,238,255,74,238,255,202,238,255,202,238,255,202,238,255,74,238,255,74,238,255,74,238,255,74,238,255,74,238,255,202,238,255,202,238
170,151,238,170,151,238,238,170,151,170,151,238,170,183,238,170,151,238,170,151,238,183,238,170,151,238,170,170,151,238,170,151,238,170,151,238,170,183,238,170,151,238,170,151,238,170,151,238,170,151,238,170,151,238,170,151,238,170,151,238,170,151,238,170,151,238,170,151,238,170,151,238,174,183,238,238,174,151,174,151,238,174,151,238,238,174,151,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,183,238,174,151,238,174,151,238,151,238,174,174,151,238,174,183,238,151,238,174,174,151,238,174,183,238,174,183,238,183,238,174,174,151,238,174,151,238,174,183,238,174,151,238,174,151,238,174,151,238,174,151,238,174,183,238,238,174,151,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,183,238,174,151,238,174,151,238,174,151,238,174,151,238,174,151,238,174,183,238
127,149,247,127,213,247,247,127,213,127,213,247,127,213,247,127,213,247,127,213,247,213,247,127,213,247,127,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,247,127,213,127,213,247,127,213,247,247,127,213,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,213,247,127,127,213,247,127,213,247,213,247,127,127,213,247,127,213,247,127,213,247,213,247,127,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,247,127,213,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247,127,213,247
33,143,232,33,143,232,232,33,143,33,143,232,33,143,232,33,143,232,33,143,232,143,232,33,143,232,33,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,135,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,232,33,143,33,143,232,33,143,232,232,33,143,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,135,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,143,232,33,33,143,232,33,143,232,143,232,33,33,143,232,33,143,232,33,143,232,143,232,33,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,33,143,232,232,33,143,33,143,232,33,143,232,33,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232,97,143,232
51,165,183,51,165,183,183,51,165,51,165,183,51,165,183,51,165,183,51,165,183,165,183,51,165,183,51,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,183,51,165,51,165,183,51,165,183,183,51,165,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,181,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,165,183,51,51,165,183,51,165,183,165,183,51,51,165,183,51,165,183,51,165,183,165,183,51,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,51,165,183,183,51,165,51,165,183,51,165,183,51,165,183,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55,51,165,55
82,207,113,82,206,113,113,82,206,82,206,113,82,206,113,82,206,113,82,206,113,206,113,82,206,113,82,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,113,82,206,81,81,82,206,82,206,81,82,206,81,81,82,206,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,206,81,82,82,206,81,82,206,81,206,81,82,82,206,81,82,206,81,82,206,81,206,81,82,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,81,82,206,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81,82,206,81
223,95,179,223,95,179,179,223,95,223,95,179,223,95,179,223,95,179,223,95,179,95,179,223,95,179,223,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,243,223,95,223,95,179,223,95,179,179,223,95,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,243,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,95,179,223,223,95,179,223,95,179,95,179,223,223,95,179,223,95,243,223,95,179,95,179,223,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,179,223,95,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179,223,95,179
10,251,177,10,251,177,177,10,251,10,251,177,10,251,177,10,251,177,10,251,177,251,177,10,251,177,10,10,251,177,10,251,177,10,251,177,10,235,177,10,251,177,10,251,177,10,251,177,10,235,177,10,235,177,10,235,177,10,235,177,10,235,177,10,235,177,10,235,177,10,235,177,10,123,185,185,10,123,10,123,185,10,123,185,185,10,123,10,123,185,10,123,185,10,123,185,10,123,185,10,123,185,10,123,185,10,123,185,10,123,185,10,107,185,10,107,185,10,107,185,10,107,185,10,107,185,10,107,185,10,107,185,107,185,10,10,107,185,10,107,185,123,185,10,10,123,185,10,107,185,10,107,185,107,185,10,10,107,185,10,107,185,10,107,185,10,107,185,10,107,185,10,107,185,10,107,185,10,107,185,185,10,107,10,107,185,10,107,185,10,107,185,10,123,185,10,123,185,10,123,185,10,123,185,10,123,185,10,123,185,10,107,185,10,107,185,10,123,185,10,123,185,10,123,185,10,107,185,10,107,185,10,107,185
255,127,254,255,63,254,254,255,63,255,63,254,255,63,254,255,63,254,255,63,254,63,254,255,63,254,255,255,63,254,255,63,254,255,127,254,255,127,254,255,127,254,255,127,254,255,63,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,254,255,127,255,127,254,255,127,254,254,255,127,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,127,254,255,255,127,254,255,127,254,127,254,255,255,127,254,255,63,254,255,63,254,63,254,255,255,63,254,255,63,254,255,63,254,255,63,254,255,63,254,255,63,254,255,63,254,255,127,254,254,255,127,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254,255,127,254
247,255,167,247,255,167,167,247,255,247,255,167,247,255,167,247,255,167,247,255,167,255,167,247,255,167,247,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,255,167,167,247,255,247,255,167,247,255,167,167,247,255,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,247,255,167,254,167,247,247,254,167,247,254,167,254,167,247,247,254,167,247,254,167,247,254,167,254,167,247,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,167,247,254,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167,247,254,167
59,63,163,59,63,163,163,59,63,59,63,163,59,63,163,59,63,163,59,63,163,63,163,59,63,163,59,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,163,59,63,59,63,163,59,63,163,163,59,63,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,63,163,59,59,63,163,59,63,163,63,163,59,59,63,163,59,63,163,59,63,163,63,163,59,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,163,59,63,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163,59,63,163
233,249,246,233,249,246,246,233,249,233,249,246,233,249,246,233,249,246,233,121,246,121,246,233,121,246,233,233,121,246,233,121,246,233,121,246,233,121,246,233,249,246,233,249,246,233,249,246,233,249,246,233,249,246,233,249,246,233,249,246,233,249,246,233,249,246,233,249,246,233,249,246,233,249,246,246,233,249,233,249,246,233,249,246,246,233,249,233,249,246,233,249,246,233,249,246,233,249,246,249,249,246,233,249,246,233,121,246,233,121,246,233,121,246,233,121,246,233,121,246,233,121,246,233,121,246,233,121,246,233,121,246,121,246,233,233,121,246,233,121,246,121,246,233,233,249,246,233,249,246,233,249,246,249,246,233,233,249,246,233,249,246,233,249,246,233,249,246,233,121,246,233,121,246,233,121,246,233,249,246,246,233,249,233,249,246,233,249,246,233,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246,237,249,246
255,255,249,221,255,121,121,221,255,221,255,121,221,255,120,221,255,121,221,255,121,255,121,221,255,121,221,221,255,121,221,255,121,221,255,121,221,255,121,221,255,121,221,255,121,221,255,121,221,255,248,221,255,249,221,255,249,221,255,121,221,255,121,221,255,121,221,255,121,221,255,121,221,255,249,249,221,255,221,255,248,221,255,249,249,221,255,221,255,249,221,255,249,221,255,249,221,255,249,221,255,249,221,255,248,221,255,249,221,255,249,221,255,249,221,255,249,221,255,249,221,255,249,221,255,249,221,255,249,221,255,249,255,249,221,221,255,249,221,255,249,255,249,221,221,255,249,221,255,121,221,223,121,223,121,221,221,223,120,221,223,121,221,223,121,221,223,121,221,223,121,221,223,121,221,223,121,221,223,121,121,221,223,221,223,121,221,223,121,221,223,120,255,223,249,221,223,249,221,223,248,221,223,249,221,223,249,221,223,249,221,223,249,221,223,249,221,223,249,221,223,249,221,223,249,221,223,248,221,223,249,221,223,249
248,67,15,252,3,15,15,124,3,124,3,15,252,3,15,252,3,15,252,3,15,3,15,124,3,15,252,252,3,15,124,3,15,124,3,15,252,3,15,252,3,15,252,3,15,252,3,15,252,3,15,252,3,15,124,3,15,252,3,15,252,3,15,252,3,15,252,3,15,124,3,15,252,2,15,15,252,2,124,2,15,124,2,15,15,124,2,124,2,15,252,2,15,252,2,15,252,2,15,124,2,15,252,2,15,124,2,15,252,2,15,124,2,15,252,2,15,252,2,15,124,2,15,252,2,15,252,2,15,252,2,15,2,15,252,252,2,15,252,2,15,2,15,252,252,2,15,252,2,15,124,2,15,2,15,252,252,2,15,124,2,15,124,2,15,252,2,15,124,2,15,252,2,15,252,2,15,252,2,15,15,252,2,252,2,15,252,2,15,124,2,15,252,2,15,252,2,15,252,2,15,252,2,15,252,2,15,252,2,15,252,2,15,252,2,15,252,2,15,124,2,15,124,2,15,252,2,15,252,2,15,252,2,15
255,49,253,255,49,253,253,255,49,255,49,253,255,49,253,255,49,253,255,49,253,49,253,255,49,253,255,255,49,253,255,49,253,255,49,253,255,49,253,255,49,253,255,49,253,255,49,253,255,49,253,255,49,253,255,49,253,255,49,253,255,49,253,223,49,253,223,49,253,223,49,253,223,49,253,253,223,49,223,49,253,223,49,253,253,223,49,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,49,253,223,223,49,253,223,49,253,49,253,223,223,49,253,223,49,253,223,49,253,49,253,223,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,253,223,49,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253,223,49,253
202,47,141,202,47,141,141,202,47,202,47,141,202,47,141,202,47,141,202,47,141,47,141,202,47,141,202,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,141,202,47,202,47,141,202,47,141,141,202,47,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,47,141,202,202,47,141,202,47,141,47,141,202,202,47,141,202,47,141,202,47,141,47,141,202,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,202,47,141,141,202,47,202,47,141,202,47,141,202,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141,218,47,141
255,255,215,255,223,215,215,255,223,255,223,215,255,223,215,255,223,215,255,223,215,223,215,255,223,215,255,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,215,255,223,255,223,215,255,223,215,215,255,223,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,223,215,255,255,223,215,255,223,215,223,215,255,255,223,215,255,223,215,255,223,215,223,215,255,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,215,255,223,255,223,215,255,223,215,255,223,215,255,255,215,255,255,215,255,255,215,255,255,215,255,255,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215,255,223,215
99,155,124,99,155,124,124,99,155,99,155,124,99,155,124,99,155,124,99,155,124,155,124,99,155,124,99,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,124,99,155,99,155,124,99,155,124,124,99,155,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,155,124,99,99,155,124,99,155,124,155,124,99,99,155,124,99,155,124,99,155,124,155,124,99,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,99,155,124,124,99,155,99,155,124,99,155,124,99,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124,227,155,124
125,238,151,125,238,151,151,125,238,125,238,151,125,238,151,125,238,151,125,238,151,238,151,125,238,151,125,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,151,125,238,125,238,151,125,238,151,151,125,238,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,238,151,125,125,238,151,125,238,151,238,151,125,125,238,151,125,238,151,125,238,151,238,151,125,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,151,125,238,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151,125,238,151
201,159,127,201,159,127,127,201,159,201,159,127,201,159,127,201,159,127,201,159,127,159,127,201,159,127,201,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,127,201,159,201,159,127,201,159,127,127,201,159,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,159,127,201,201,159,127,201,159,127,159,127,201,201,159,127,201,159,127,201,159,127,159,127,201,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,127,201,159,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127,201,159,127
