,I09,I10,I11
998,0.255,0.235,0.235
999,0.255,0.23,0.24
1000,0.255,0.23,0.235
1001,0.255,0.23,0.225
1002,0.255,0.245,0.23
1003,0.255,0.235,0.23
1004,0.255,0.24,0.24
1005,0.255,0.235,0.235
1006,0.255,0.23,0.235
1007,0.255,0.235,0.24
1008,0.255,0.25,0.235
1009,0.255,0.235,0.25
1010,0.255,0.24,0.245
1011,0.255,0.235,0.235
1012,0.255,0.225,0.24
1013,0.255,0.24,0.235
1014,0.255,0.24,0.235
1015,0.255,0.25,0.235
1016,0.255,0.23,0.23
1017,0.255,0.235,0.23
1018,0.255,0.235,0.235
1019,0.255,0.23,0.235
1020,0.255,0.23,0.235
1021,0.255,0.225,0.23
1022,0.255,0.24,0.235
1023,0.255,0.23,0.25
1024,0.255,0.23,0.225
1025,0.255,0.24,0.235
1026,0.255,0.24,0.245
1027,0.255,0.235,0.25
1028,0.255,0.235,0.24
1029,0.255,0.24,0.235
1030,0.255,0.235,0.23
1031,0.255,0.24,0.235
1032,0.255,0.25,0.23
1033,0.255,0.24,0.235
1034,0.255,0.24,0.235
1035,0.255,0.24,0.24
1036,0.255,0.23,0.235
1037,0.26,0.23,0.235
1038,0.255,0.24,0.245
1039,0.255,0.245,0.23
1040,0.255,0.235,0.23
1041,0.255,0.235,0.235
1042,0.255,0.235,0.235
1043,0.255,0.245,0.235
1044,0.255,0.23,0.23
1045,0.255,0.235,0.25
1046,0.255,0.225,0.23
1047,0.255,0.28,0.24
1048,0.255,0.245,0.235
1049,0.255,0.24,0.225
1050,0.255,0.235,0.235
1051,0.255,0.23,0.225
1052,0.255,0.23,0.235
1053,0.255,0.235,0.23
1054,0.255,0.23,0.23
1055,0.255,0.235,0.235
1056,0.255,0.235,0.235
1057,0.255,0.23,0.235
1058,0.255,0.235,0.235
1059,0.255,0.225,0.23
1060,0.255,0.23,0.23
1061,0.255,0.235,0.23
1062,0.255,0.245,0.22
1063,0.255,0.235,0.235
1064,0.255,0.25,0.23
1065,0.255,0.23,0.235
1066,0.26,0.235,0.235
1067,0.255,0.235,0.23
1068,0.255,0.235,0.23
1069,0.255,0.225,0.245
1070,0.255,0.23,0.235
1071,0.255,0.235,0.245
1072,0.255,0.235,0.25
1073,0.255,0.235,0.235
1074,0.255,0.23,0.225
1075,0.255,0.245,0.225
1076,0.255,0.235,0.235
1077,0.255,0.235,0.23
1078,0.255,0.245,0.23
1079,0.26,0.23,0.23
1080,0.255,0.24,0.235
1081,0.255,0.235,0.225
1082,0.255,0.23,0.225
1083,0.255,0.235,0.245
1084,0.255,0.24,0.225
1085,0.255,0.245,0.235
1086,0.255,0.245,0.235
1087,0.255,0.225,0.235
1088,0.255,0.24,0.235
1089,0.255,0.23,0.235
1090,0.26,0.25,0.25
1091,0.255,0.235,0.235
1092,0.255,0.22,0.22
1093,0.255,0.24,0.24
1094,0.255,0.235,0.23
1095,0.255,0.225,0.235
1096,0.255,0.225,0.23
1097,0.255,0.245,0.23
1098,0.255,0.235,0.23
1099,0.255,0.225,0.235
1100,0.255,0.235,0.23
1101,0.255,0.23,0.23
1102,0.255,0.24,0.25
1103,0.255,0.235,0.23
1104,0.255,0.245,0.235
1105,0.255,0.235,0.265
1106,0.255,0.25,0.235
1107,0.255,0.235,0.23
1108,0.255,0.235,0.25
1109,0.255,0.24,0.235
1110,0.255,0.24,0.23
1111,0.255,0.23,0.225
1112,0.255,0.23,0.23
1113,0.255,0.24,0.23
1114,0.255,0.23,0.23
1115,0.255,0.225,0.24
1116,0.26,0.235,0.25
1117,0.255,0.23,0.235
1118,0.255,0.24,0.235
1119,0.255,0.235,0.23
1120,0.255,0.245,0.235
1121,0.255,0.23,0.24
1122,0.255,0.25,0.225
1123,0.255,0.235,0.23
1124,0.255,0.235,0.23
1125,0.255,0.24,0.235
1126,0.255,0.235,0.24
1127,0.255,0.25,0.245
1128,0.255,0.24,0.235
1129,0.255,0.235,0.235
1130,0.255,0.235,0.25
1131,0.255,0.24,0.23
1132,0.255,0.255,0.23
1133,0.255,0.225,0.245
1134,0.255,0.24,0.235
1135,0.255,0.235,0.245
1136,0.255,0.23,0.225
1137,0.255,0.235,0.235
1138,0.255,0.235,0.24
1139,0.255,0.235,0.23
1140,0.255,0.235,0.225
1141,0.255,0.24,0.23
1142,0.255,0.235,0.245
1143,0.255,0.22,0.225
1144,0.255,0.225,0.235
1145,0.255,0.235,0.235
1146,0.255,0.245,0.23
1147,0.255,0.235,0.225
1148,0.255,0.255,0.25
1149,0.255,0.235,0.245
1150,0.255,0.225,0.235
1151,0.255,0.23,0.23
1152,0.255,0.23,0.245
1153,0.255,0.23,0.235
1154,0.255,0.23,0.235
1155,0.255,0.235,0.235
1156,0.255,0.23,0.23
1157,0.255,0.24,0.235
1158,0.255,0.235,0.235
1159,0.255,0.235,0.235
1160,0.255,0.235,0.235
1161,0.255,0.235,0.23
1162,0.255,0.24,0.235
1163,0.255,0.23,0.245
1164,0.255,0.225,0.235
1165,0.255,0.245,0.235
1166,0.26,0.23,0.235
1167,0.255,0.24,0.245
1168,0.255,0.235,0.235
1169,0.255,0.23,0.235
1170,0.255,0.235,0.23
1171,0.255,0.235,0.23
1172,0.255,0.23,0.235
1173,0.255,0.25,0.23
1174,0.255,0.24,0.235
1175,0.255,0.23,0.25
1176,0.255,0.24,0.235
1177,0.255,0.23,0.235
1178,0.255,0.235,0.23
1179,0.26,0.24,0.24
1180,0.255,0.22,0.225
1181,0.255,0.23,0.225
1182,0.255,0.245,0.24
1183,0.255,0.235,0.23
1184,0.255,0.235,0.23
1185,0.255,0.225,0.23
1186,0.255,0.24,0.23
1187,0.255,0.235,0.23
1188,0.255,0.235,0.235
1189,0.255,0.23,0.23
1190,0.255,0.24,0.245
1191,0.255,0.225,0.23
1192,0.255,0.235,0.23
1193,0.255,0.25,0.225
1194,0.255,0.25,0.235
1195,0.255,0.24,0.235
1196,0.255,0.23,0.23
1197,0.255,0.245,0.23
1198,0.255,0.235,0.235
1199,0.255,0.225,0.235
1200,0.255,0.235,0.225
1201,0.255,0.24,0.245
1202,0.255,0.235,0.23
1203,0.255,0.23,0.235
1204,0.255,0.24,0.235
1205,0.255,0.235,0.235
1206,0.255,0.23,0.23
1207,0.255,0.24,0.235
1208,0.255,0.235,0.245
1209,0.255,0.24,0.235
1210,0.255,0.245,0.235
1211,0.255,0.24,0.24
1212,0.255,0.235,0.23
1213,0.255,0.23,0.245
1214,0.255,0.235,0.23
1215,0.255,0.24,0.24
1216,0.255,0.235,0.24
1217,0.255,0.225,0.23
1218,0.255,0.235,0.235
1219,0.255,0.235,0.225
1220,0.255,0.235,0.24
1221,0.255,0.23,0.235
1222,0.255,0.245,0.23
1223,0.255,0.24,0.235
1224,0.255,0.235,0.235
1225,0.255,0.23,0.23
1226,0.255,0.235,0.235
1227,0.255,0.24,0.235
1228,0.255,0.235,0.24
1229,0.255,0.235,0.23
1230,0.255,0.235,0.24
1231,0.255,0.235,0.23
1232,0.255,0.235,0.23
1233,0.255,0.23,0.235
1234,0.255,0.255,0.235
1235,0.255,0.24,0.235
1236,0.255,0.235,0.23
1237,0.255,0.23,0.245
1238,0.255,0.235,0.235
1239,0.255,0.24,0.235
1240,0.255,0.23,0.235
1241,0.255,0.26,0.235
1242,0.285,0.235,0.235
1243,0.255,0.235,0.235
1244,0.255,0.215,0.235
1245,0.255,0.23,0.235
1246,0.255,0.225,0.24
1247,0.255,0.26,0.26
1248,0.255,0.24,0.235
1249,0.255,0.225,0.235
1250,0.255,0.24,0.24
1251,0.255,0.225,0.23
1252,0.255,0.24,0.235
1253,0.255,0.235,0.24
1254,0.255,0.24,0.235
1255,0.255,0.235,0.235
1256,0.255,0.235,0.23
1257,0.255,0.23,0.23
1258,0.255,0.23,0.235
1259,0.255,0.235,0.235
1260,0.255,0.225,0.25
1261,0.255,0.235,0.23
1262,0.255,0.235,0.23
1263,0.255,0.23,0.235
1264,0.255,0.23,0.235
1265,0.255,0.25,0.23
1266,0.255,0.24,0.23
1267,0.255,0.23,0.29
1268,0.255,0.235,0.22
1269,0.255,0.235,0.235
1270,0.255,0.23,0.23
1271,0.255,0.235,0.23
1272,0.255,0.24,0.235
1273,0.255,0.23,0.23
1274,0.255,0.245,0.23
1275,0.255,0.245,0.235
1276,0.255,0.23,0.225
1277,0.255,0.235,0.235
1278,0.255,0.23,0.235
1279,0.255,0.24,0.235
1280,0.255,0.24,0.235
1281,0.255,0.235,0.23
1282,0.255,0.23,0.235
1283,0.255,0.235,0.235
1284,0.255,0.235,0.23
1285,0.255,0.23,0.24
1286,0.255,0.23,0.23
1287,0.255,0.225,0.24
1288,0.255,0.235,0.235
1289,0.255,0.245,0.23
1290,0.255,0.23,0.24
1291,0.255,0.23,0.24
1292,0.255,0.225,0.23
1293,0.255,0.235,0.235
1294,0.255,0.235,0.245
1295,0.255,0.23,0.25
1296,0.255,0.24,0.235
1297,0.255,0.235,0.23
1298,0.255,0.225,0.235
1299,0.255,0.235,0.23
1300,0.255,0.24,0.245
1301,0.255,0.235,0.235
1302,0.255,0.235,0.225
1303,0.255,0.245,0.225
1304,0.255,0.23,0.225
1305,0.255,0.23,0.235
1306,0.255,0.23,0.23
1307,0.255,0.23,0.23
1308,0.255,0.235,0.235
1309,0.255,0.235,0.235
1310,0.255,0.225,0.26
1311,0.255,0.235,0.235
1312,0.255,0.24,0.225
1313,0.255,0.235,0.235
1314,0.255,0.235,0.23
1315,0.255,0.235,0.235
1316,0.255,0.23,0.24
1317,0.255,0.24,0.23
1318,0.255,0.225,0.235
1319,0.255,0.225,0.245
1320,0.255,0.235,0.23
1321,0.255,0.23,0.23
1322,0.255,0.22,0.23
1323,0.255,0.225,0.23
1324,0.255,0.235,0.23
1325,0.255,0.235,0.25
1326,0.255,0.215,0.235
1327,0.255,0.235,0.265
1328,0.255,0.25,0.225
1329,0.255,0.235,0.24
1330,0.255,0.23,0.23
1331,0.255,0.235,0.235
1332,0.255,0.225,0.225
1333,0.255,0.24,0.23
1334,0.255,0.225,0.235
1335,0.255,0.235,0.25
1336,0.255,0.23,0.235
1337,0.255,0.225,0.235
1338,0.255,0.235,0.23
1339,0.255,0.23,0.235
1340,0.255,0.23,0.23
1341,0.255,0.23,0.235
1342,0.255,0.235,0.23
1343,0.255,0.24,0.235
1344,0.255,0.245,0.23
1345,0.255,0.235,0.235
1346,0.255,0.24,0.275
1347,0.255,0.23,0.235
1348,0.255,0.23,0.23
1349,0.26,0.225,0.255
1350,0.255,0.225,0.235
1351,0.255,0.235,0.235
1352,0.255,0.24,0.225
1353,0.255,0.235,0.23
1354,0.255,0.23,0.245
1355,0.255,0.235,0.23
1356,0.255,0.23,0.23
1357,0.255,0.235,0.235
1358,0.255,0.235,0.24
1359,0.255,0.235,0.24
1360,0.255,0.225,0.235
1361,0.255,0.225,0.225
1362,0.255,0.23,0.23
1363,0.255,0.23,0.23
1364,0.255,0.235,0.235
1365,0.255,0.23,0.23
1366,0.255,0.235,0.235
1367,0.255,0.235,0.245
1368,0.255,0.23,0.23
1369,0.255,0.245,0.235
1370,0.255,0.225,0.225
1371,0.255,0.23,0.23
1372,0.255,0.24,0.235
1373,0.255,0.23,0.24
1374,0.255,0.235,0.24
1375,0.255,0.25,0.235
1376,0.255,0.23,0.225
1377,0.255,0.23,0.245
1378,0.255,0.23,0.24
1379,0.255,0.235,0.235
1380,0.255,0.225,0.235
1381,0.255,0.23,0.23
1382,0.255,0.225,0.235
1383,0.255,0.235,0.235
1384,0.255,0.23,0.235
1385,0.255,0.23,0.235
1386,0.255,0.23,0.23
1387,0.255,0.23,0.235
1388,0.255,0.235,0.235
1389,0.255,0.225,0.235
1390,0.255,0.23,0.235
1391,0.255,0.235,0.24
1392,0.255,0.23,0.25
1393,0.255,0.235,0.23
1394,0.255,0.23,0.23
1395,0.255,0.23,0.225
1396,0.255,0.23,0.225
1397,0.26,0.235,0.23
1398,0.255,0.245,0.235
1399,0.255,0.23,0.235
1400,0.255,0.28,0.23
1401,0.255,0.225,0.235
1402,0.255,0.24,0.23
1403,0.255,0.24,0.23
1404,0.255,0.23,0.22
1405,0.255,0.24,0.245
1406,0.255,0.24,0.235
1407,0.255,0.235,0.225
1408,0.255,0.23,0.235
1409,0.255,0.23,0.235
1410,0.255,0.23,0.24
1411,0.255,0.235,0.235
1412,0.255,0.23,0.23
1413,0.255,0.235,0.23
1414,0.255,0.23,0.235
1415,0.255,0.245,0.23
1416,0.255,0.245,0.225
1417,0.255,0.225,0.23
1418,0.255,0.235,0.235
1419,0.255,0.235,0.28
1420,0.255,0.225,0.235
1421,0.255,0.23,0.235
1422,0.255,0.23,0.235
1423,0.255,0.24,0.25
1424,0.255,0.235,0.245
1425,0.255,0.23,0.235
1426,0.255,0.23,0.235
1427,0.265,0.23,0.235
1428,0.255,0.235,0.23
1429,0.255,0.225,0.23
1430,0.255,0.24,0.235
1431,0.255,0.23,0.24
1432,0.255,0.235,0.235
1433,0.255,0.24,0.23
1434,0.255,0.235,0.235
1435,0.255,0.215,0.23
1436,0.255,0.235,0.23
1437,0.255,0.235,0.235
1438,0.255,0.23,0.24
1439,0.255,0.225,0.26
1440,0.255,0.235,0.235
1441,0.255,0.23,0.235
1442,0.255,0.225,0.235
1443,0.255,0.23,0.22
1444,0.255,0.23,0.245
1445,0.255,0.235,0.23
1446,0.255,0.235,0.235
1447,0.255,0.235,0.23
1448,0.255,0.23,0.235
1449,0.255,0.235,0.235
1450,0.255,0.24,0.225
1451,0.255,0.23,0.24
1452,0.255,0.235,0.225
1453,0.255,0.23,0.235
1454,0.255,0.225,0.225
1455,0.255,0.235,0.235
1456,0.255,0.235,0.225
1457,0.255,0.235,0.24
1458,0.265,0.24,0.235
1459,0.255,0.23,0.235
1460,0.265,0.25,0.23
1461,0.255,0.23,0.23
1462,0.255,0.22,0.25
1463,0.255,0.23,0.235
1464,0.255,0.23,0.235
1465,0.255,0.25,0.235
1466,0.255,0.225,0.23
1467,0.255,0.23,0.225
1468,0.255,0.235,0.235
1469,0.255,0.225,0.23
1470,0.255,0.235,0.25
1471,0.255,0.23,0.25
1472,0.255,0.235,0.23
1473,0.255,0.23,0.235
1474,0.255,0.24,0.235
1475,0.255,0.23,0.235
1476,0.255,0.23,0.23
1477,0.255,0.24,0.23
1478,0.255,0.22,0.245
1479,0.255,0.23,0.23
1480,0.255,0.22,0.235
1481,0.255,0.235,0.23
1482,0.255,0.255,0.24
1483,0.255,0.24,0.235
1484,0.255,0.225,0.235
1485,0.255,0.235,0.23
1486,0.255,0.225,0.23
1487,0.255,0.24,0.235
1488,0.255,0.23,0.23
1489,0.255,0.23,0.245
1490,0.255,0.24,0.265
1491,0.255,0.23,0.23
1492,0.255,0.23,0.235
1493,0.255,0.235,0.24
1494,0.255,0.23,0.23
1495,0.255,0.23,0.235
1496,0.255,0.23,0.235
1497,0.255,0.245,0.23
1498,0.255,0.225,0.24
1499,0.255,0.225,0.225
1500,0.255,0.22,0.23
1501,0.255,0.235,0.23
1502,0.255,0.23,0.235
1503,0.255,0.235,0.24
1504,0.255,0.225,0.235
1505,0.255,0.225,0.23
1506,0.255,0.23,0.235
1507,0.255,0.225,0.225
1508,0.255,0.225,0.25
1509,0.255,0.23,0.245
1510,0.255,0.235,0.23
1511,0.255,0.225,0.23
1512,0.255,0.235,0.24
1513,0.255,0.215,0.235
1514,0.255,0.235,0.23
1515,0.255,0.235,0.235
1516,0.255,0.23,0.23
1517,0.255,0.235,0.23
1518,0.255,0.22,0.25
1519,0.255,0.23,0.235
1520,0.255,0.245,0.23
1521,0.255,0.24,0.235
1522,0.255,0.23,0.23
1523,0.255,0.24,0.23
1524,0.255,0.245,0.235
1525,0.255,0.225,0.23
1526,0.255,0.23,0.24
1527,0.255,0.235,0.26
1528,0.255,0.22,0.23
1529,0.255,0.245,0.23
1530,0.255,0.235,0.235
1531,0.255,0.23,0.235
1532,0.255,0.235,0.24
1533,0.255,0.235,0.27
1534,0.255,0.23,0.235
1535,0.255,0.245,0.23
1536,0.255,0.235,0.235
1537,0.26,0.235,0.235
1538,0.255,0.225,0.23
1539,0.255,0.225,0.245
1540,0.27,0.245,0.235
1541,0.255,0.235,0.24
1542,0.255,0.24,0.24
1543,0.255,0.23,0.245
1544,0.255,0.245,0.25
1545,0.255,0.235,0.245
1546,0.255,0.23,0.235
1547,0.255,0.24,0.235
1548,0.255,0.255,0.245
1549,0.255,0.23,0.235
1550,0.265,0.23,0.23
1551,0.255,0.235,0.24
1552,0.255,0.24,0.245
1553,0.255,0.23,0.235
1554,0.255,0.25,0.245
1555,0.255,0.23,0.225
1556,0.255,0.24,0.235
1557,0.255,0.245,0.23
1558,0.255,0.235,0.23
1559,0.255,0.23,0.23
1560,0.255,0.245,0.25
1561,0.255,0.24,0.235
1562,0.255,0.235,0.235
1563,0.255,0.24,0.275
1564,0.255,0.24,0.23
1565,0.255,0.235,0.23
1566,0.255,0.24,0.25
1567,0.255,0.235,0.235
1568,0.255,0.255,0.23
1569,0.255,0.23,0.235
1570,0.255,0.24,0.23
1571,0.255,0.235,0.255
1572,0.255,0.24,0.24
1573,0.255,0.235,0.23
1574,0.255,0.235,0.23
1575,0.255,0.235,0.235
1576,0.255,0.235,0.235
1577,0.255,0.225,0.23
1578,0.255,0.235,0.26
1579,0.255,0.23,0.235
1580,0.255,0.245,0.235
1581,0.255,0.235,0.23
1582,0.255,0.235,0.235
1583,0.255,0.23,0.245
1584,0.255,0.235,0.235
1585,0.255,0.235,0.235
1586,0.255,0.225,0.23
1587,0.255,0.235,0.23
1588,0.255,0.235,0.225
1589,0.255,0.23,0.225
1590,0.255,0.24,0.235
1591,0.255,0.25,0.23
1592,0.255,0.235,0.235
1593,0.255,0.225,0.235
1594,0.255,0.235,0.235
1595,0.255,0.24,0.245
1596,0.255,0.23,0.23
1597,0.265,0.235,0.245
1598,0.255,0.235,0.24
1599,0.255,0.245,0.24
1600,0.255,0.245,0.235
1601,0.255,0.24,0.225
1602,0.255,0.23,0.23
1603,0.255,0.225,0.235
1604,0.255,0.235,0.235
1605,0.255,0.235,0.24
1606,0.255,0.24,0.24
1607,0.255,0.235,0.235
1608,0.255,0.24,0.23
1609,0.26,0.235,0.24
1610,0.255,0.23,0.235
1611,0.255,0.255,0.235
1612,0.255,0.245,0.245
1613,0.255,0.235,0.23
1614,0.255,0.23,0.225
1615,0.255,0.235,0.26
1616,0.255,0.235,0.245
1617,0.255,0.23,0.235
1618,0.255,0.23,0.235
1619,0.255,0.24,0.235
1620,0.255,0.225,0.25
1621,0.26,0.235,0.235
1622,0.255,0.215,0.235
1623,0.255,0.245,0.235
1624,0.255,0.235,0.235
1625,0.255,0.225,0.23
1626,0.255,0.255,0.23
1627,0.255,0.26,0.285
1628,0.255,0.23,0.23
1629,0.255,0.25,0.23
1630,0.255,0.24,0.24
1631,0.255,0.235,0.255
1632,0.255,0.255,0.24
1633,0.255,0.235,0.255
1634,0.255,0.23,0.24
1635,0.255,0.24,0.23
1636,0.255,0.24,0.23
1637,0.255,0.245,0.23
1638,0.255,0.235,0.235
1639,0.255,0.24,0.235
1640,0.255,0.23,0.235
1641,0.255,0.235,0.245
1642,0.255,0.235,0.235
1643,0.26,0.235,0.24
1644,0.255,0.235,0.24
1645,0.26,0.235,0.23
1646,0.255,0.24,0.24
1647,0.255,0.255,0.24
1648,0.255,0.23,0.235
1649,0.255,0.215,0.24
1650,0.255,0.24,0.235
1651,0.255,0.255,0.235
1652,0.255,0.245,0.245
1653,0.255,0.235,0.25
1654,0.255,0.23,0.245
1655,0.255,0.235,0.23
1656,0.255,0.235,0.24
1657,0.255,0.275,0.235
1658,0.255,0.23,0.235
1659,0.255,0.23,0.235
1660,0.255,0.235,0.235
1661,0.255,0.235,0.245
1662,0.255,0.235,0.23
1663,0.255,0.225,0.235
1664,0.255,0.23,0.23
1665,0.255,0.24,0.24
1666,0.255,0.235,0.23
1667,0.255,0.27,0.23
1668,0.255,0.225,0.235
1669,0.255,0.25,0.25
1670,0.255,0.235,0.235
1671,0.255,0.235,0.235
1672,0.26,0.24,0.235
1673,0.255,0.24,0.23
1674,0.255,0.23,0.245
1675,0.255,0.235,0.23
1676,0.255,0.235,0.23
1677,0.255,0.235,0.25
1678,0.255,0.26,0.235
1679,0.255,0.235,0.23
1680,0.255,0.235,0.235
1681,0.255,0.23,0.23
1682,0.255,0.235,0.235
1683,0.255,0.24,0.23
1684,0.255,0.23,0.235
1685,0.255,0.235,0.25
1686,0.255,0.235,0.235
1687,0.255,0.24,0.235
1688,0.255,0.24,0.235
1689,0.255,0.235,0.23
1690,0.255,0.235,0.23
1691,0.255,0.235,0.235
1692,0.255,0.23,0.235
1693,0.255,0.235,0.24
1694,0.255,0.23,0.235
1695,0.255,0.235,0.24
1696,0.255,0.235,0.23
1697,0.255,0.225,0.23
1698,0.26,0.235,0.225
1699,0.255,0.23,0.235
1700,0.255,0.225,0.235
1701,0.255,0.235,0.23
1702,0.255,0.225,0.235
1703,0.255,0.24,0.23
1704,0.255,0.235,0.24
1705,0.255,0.24,0.23
1706,0.255,0.235,0.22
1707,0.255,0.23,0.23
1708,0.255,0.235,0.245
1709,0.255,0.23,0.23
1710,0.255,0.235,0.245
1711,0.255,0.275,0.235
1712,0.255,0.235,0.235
1713,0.255,0.23,0.235
1714,0.255,0.245,0.23
1715,0.255,0.225,0.235
1716,0.255,0.235,0.235
1717,0.255,0.24,0.235
1718,0.255,0.23,0.24
1719,0.255,0.24,0.23
1720,0.255,0.24,0.235
1721,0.255,0.23,0.235
1722,0.255,0.23,0.235
1723,0.255,0.25,0.235
1724,0.255,0.235,0.235
1725,0.255,0.235,0.235
1726,0.255,0.24,0.25
1727,0.255,0.23,0.23
1728,0.255,0.245,0.25
1729,0.255,0.235,0.235
1730,0.255,0.255,0.235
1731,0.255,0.23,0.235
1732,0.255,0.24,0.23
1733,0.255,0.235,0.235
1734,0.255,0.23,0.235
1735,0.285,0.235,0.255
1736,0.255,0.245,0.23
1737,0.255,0.235,0.225
1738,0.255,0.235,0.23
1739,0.255,0.235,0.235
1740,0.255,0.24,0.255
1741,0.255,0.24,0.235
1742,0.255,0.23,0.23
1743,0.255,0.245,0.22
1744,0.255,0.23,0.235
1745,0.255,0.235,0.235
1746,0.255,0.245,0.27
1747,0.255,0.245,0.24
1748,0.255,0.24,0.225
1749,0.255,0.24,0.235
1750,0.255,0.23,0.23
1751,0.255,0.235,0.235
1752,0.255,0.235,0.235
1753,0.255,0.245,0.235
1754,0.255,0.245,0.23
1755,0.265,0.235,0.24
1756,0.255,0.235,0.235
1757,0.255,0.25,0.23
1758,0.255,0.24,0.23
1759,0.27,0.235,0.235
1760,0.255,0.235,0.235
1761,0.255,0.23,0.235
1762,0.255,0.225,0.24
1763,0.26,0.235,0.235
1764,0.255,0.23,0.24
1765,0.255,0.225,0.235
1766,0.255,0.255,0.235
1767,0.255,0.235,0.235
1768,0.255,0.24,0.235
1769,0.255,0.235,0.225
1770,0.255,0.24,0.225
1771,0.255,0.23,0.23
1772,0.255,0.235,0.235
1773,0.255,0.225,0.23
1774,0.255,0.235,0.24
1775,0.265,0.23,0.235
1776,0.255,0.24,0.23
1777,0.255,0.235,0.245
1778,0.255,0.23,0.24
1779,0.255,0.235,0.235
1780,0.255,0.22,0.265
1781,0.255,0.23,0.23
1782,0.255,0.235,0.23
1783,0.255,0.235,0.235
1784,0.255,0.225,0.235
1785,0.26,0.235,0.24
1786,0.255,0.235,0.24
1787,0.255,0.225,0.235
1788,0.255,0.235,0.23
1789,0.255,0.24,0.235
1790,0.255,0.23,0.235
1791,0.255,0.24,0.26
1792,0.255,0.225,0.235
1793,0.255,0.23,0.23
1794,0.26,0.23,0.25
1795,0.255,0.245,0.235
1796,0.255,0.23,0.24
1797,0.255,0.24,0.245
1798,0.255,0.235,0.235
1799,0.255,0.23,0.235
1800,0.255,0.23,0.255
1801,0.255,0.225,0.235
1802,0.255,0.24,0.24
1803,0.255,0.24,0.245
1804,0.255,0.235,0.24
1805,0.255,0.235,0.23
1806,0.255,0.255,0.26
1807,0.255,0.235,0.255
1808,0.255,0.22,0.235
1809,0.255,0.235,0.235
1810,0.255,0.23,0.23
1811,0.255,0.235,0.235
1812,0.255,0.235,0.235
1813,0.255,0.24,0.23
1814,0.255,0.23,0.235
1815,0.255,0.24,0.235
1816,0.255,0.23,0.235
1817,0.255,0.23,0.235
1818,0.255,0.23,0.23
1819,0.255,0.23,0.23
1820,0.255,0.235,0.23
1821,0.255,0.235,0.235
1822,0.255,0.225,0.225
1823,0.255,0.23,0.235
1824,0.255,0.235,0.23
1825,0.255,0.23,0.27
1826,0.255,0.235,0.23
1827,0.255,0.23,0.225
1828,0.255,0.23,0.235
1829,0.255,0.23,0.235
1830,0.255,0.235,0.235
1831,0.255,0.24,0.235
1832,0.255,0.24,0.235
1833,0.255,0.23,0.24
1834,0.255,0.23,0.23
1835,0.255,0.23,0.225
1836,0.255,0.23,0.23
1837,0.255,0.225,0.25
1838,0.255,0.23,0.235
1839,0.255,0.225,0.24
1840,0.255,0.23,0.235
1841,0.255,0.23,0.235
1842,0.255,0.235,0.235
1843,0.255,0.23,0.23
1844,0.255,0.235,0.23
1845,0.255,0.255,0.235
1846,0.255,0.225,0.25
1847,0.255,0.23,0.235
1848,0.255,0.22,0.235
1849,0.255,0.23,0.23
1850,0.255,0.23,0.235
1851,0.255,0.23,0.235
1852,0.255,0.235,0.235
1853,0.255,0.23,0.23
1854,0.255,0.23,0.235
1855,0.255,0.235,0.24
1856,0.255,0.235,0.245
1857,0.255,0.23,0.23
1858,0.255,0.23,0.245
1859,0.255,0.235,0.23
1860,0.255,0.235,0.23
1861,0.255,0.23,0.235
1862,0.255,0.225,0.23
1863,0.255,0.235,0.235
1864,0.255,0.24,0.23
1865,0.255,0.235,0.23
1866,0.255,0.23,0.235
1867,0.255,0.235,0.235
1868,0.255,0.235,0.235
1869,0.255,0.23,0.225
1870,0.255,0.225,0.245
1871,0.255,0.235,0.235
1872,0.255,0.23,0.255
1873,0.255,0.235,0.22
1874,0.255,0.235,0.23
1875,0.255,0.22,0.235
1876,0.255,0.23,0.23
1877,0.255,0.255,0.235
1878,0.255,0.23,0.23
1879,0.255,0.23,0.23
1880,0.255,0.23,0.245
1881,0.255,0.225,0.235
1882,0.255,0.24,0.25
1883,0.255,0.235,0.23
1884,0.255,0.22,0.235
1885,0.265,0.225,0.25
1886,0.255,0.235,0.23
1887,0.255,0.225,0.265
1888,0.255,0.235,0.235
1889,0.255,0.23,0.23
1890,0.255,0.23,0.235
1891,0.255,0.23,0.23
1892,0.255,0.24,0.23
1893,0.255,0.25,0.24
1894,0.255,0.23,0.235
1895,0.255,0.235,0.25
1896,0.255,0.235,0.235
1897,0.255,0.23,0.23
1898,0.255,0.235,0.235
1899,0.255,0.23,0.225
1900,0.255,0.235,0.24
1901,0.255,0.225,0.235
1902,0.255,0.24,0.235
1903,0.255,0.23,0.235
1904,0.255,0.225,0.23
1905,0.255,0.23,0.23
1906,0.255,0.225,0.235
1907,0.255,0.24,0.235
1908,0.255,0.235,0.22
1909,0.255,0.23,0.235
1910,0.255,0.235,0.23
1911,0.255,0.215,0.23
1912,0.255,0.23,0.225
1913,0.255,0.23,0.23
1914,0.255,0.225,0.23
1915,0.255,0.23,0.235
1916,0.255,0.23,0.23
1917,0.255,0.225,0.23
1918,0.255,0.23,0.23
1919,0.255,0.235,0.235
1920,0.255,0.225,0.23
1921,0.255,0.23,0.23
1922,0.255,0.235,0.24
1923,0.255,0.24,0.225
1924,0.255,0.225,0.23
1925,0.255,0.225,0.235
1926,0.255,0.235,0.235
1927,0.255,0.225,0.23
1928,0.255,0.235,0.23
1929,0.27,0.235,0.24
