,I03,I12
5177,0.38,0.23
5178,0.385,0.235
5179,0.39,0.24
5180,0.38,0.24
5181,0.375,0.24
5182,0.375,0.24
5183,0.38,0.24
5184,0.39,0.23
5185,0.38,0.24
5186,0.375,0.235
5187,0.395,0.24
5188,0.375,0.24
5189,0.38,0.235
5190,0.39,0.23
5191,0.38,0.24
5192,0.38,0.235
5193,0.38,0.23
5194,0.38,0.245
5195,0.375,0.235
5196,0.38,0.23
5197,0.38,0.235
5198,0.38,0.235
5199,0.38,0.235
5200,0.38,0.23
5201,0.38,0.235
5202,0.38,0.235
5203,0.375,0.23
5204,0.38,0.235
5205,0.375,0.23
5206,0.38,0.235
5207,0.38,0.235
5208,0.38,0.24
5209,0.385,0.225
5210,0.375,0.235
5211,0.38,0.24
5212,0.375,0.235
5213,0.375,0.24
5214,0.385,0.25
5215,0.38,0.235
5216,0.38,0.24
5217,0.385,0.24
5218,0.38,0.24
5219,0.38,0.24
5220,0.375,0.235
5221,0.385,0.25
5222,0.38,0.235
5223,0.38,0.24
5224,0.38,0.235
5225,0.38,0.235
5226,0.38,0.235
5227,0.38,0.245
5228,0.375,0.25
5229,0.38,0.23
5230,0.38,0.235
5231,0.375,0.24
5232,0.375,0.255
5233,0.38,0.235
5234,0.385,0.24
5235,0.385,0.255
5236,0.38,0.25
5237,0.385,0.23
5238,0.38,0.24
5239,0.395,0.235
5240,0.38,0.25
5241,0.385,0.23
5242,0.385,0.24
5243,0.38,0.245
5244,0.38,0.255
5245,0.38,0.235
5246,0.38,0.235
5247,0.38,0.235
5248,0.385,0.23
5249,0.375,0.24
5250,0.38,0.25
5251,0.39,0.26
5252,0.385,0.235
5253,0.38,0.24
5254,0.385,0.24
5255,0.38,0.23
5256,0.385,0.245
5257,0.385,0.23
5258,0.38,0.235
5259,0.385,0.24
5260,0.375,0.23
5261,0.375,0.235
5262,0.38,0.255
5263,0.375,0.235
5264,0.385,0.23
5265,0.385,0.24
5266,0.385,0.235
5267,0.38,0.235
5268,0.38,0.235
5269,0.385,0.24
5270,0.38,0.235
5271,0.38,0.24
5272,0.38,0.235
5273,0.38,0.235
5274,0.39,0.245
5275,0.39,0.23
5276,0.385,0.235
5277,0.38,0.235
5278,0.375,0.23
5279,0.375,0.235
5280,0.375,0.235
5281,0.38,0.23
5282,0.38,0.235
5283,0.385,0.255
5284,0.38,0.24
5285,0.385,0.24
5286,0.38,0.235
5287,0.38,0.235
5288,0.38,0.235
5289,0.375,0.255
5290,0.375,0.235
5291,0.38,0.23
5292,0.375,0.235
5293,0.375,0.24
5294,0.38,0.245
5295,0.38,0.235
5296,0.38,0.235
5297,0.385,0.235
5298,0.38,0.235
5299,0.38,0.235
5300,0.38,0.24
5301,0.38,0.235
5302,0.395,0.24
5303,0.38,0.235
5304,0.38,0.23
5305,0.38,0.235
5306,0.38,0.235
5307,0.385,0.23
5308,0.38,0.235
5309,0.38,0.235
5310,0.38,0.235
5311,0.395,0.23
5312,0.38,0.235
5313,0.38,0.23
5314,0.39,0.24
5315,0.375,0.245
5316,0.385,0.235
5317,0.385,0.24
5318,0.38,0.235
5319,0.375,0.24
5320,0.385,0.235
5321,0.38,0.26
5322,0.38,0.245
5323,0.375,0.24
5324,0.39,0.235
5325,0.38,0.23
5326,0.385,0.245
5327,0.38,0.24
5328,0.385,0.24
5329,0.375,0.235
5330,0.38,0.235
5331,0.38,0.235
5332,0.385,0.235
5333,0.38,0.24
5334,0.375,0.235
5335,0.38,0.235
5336,0.375,0.235
5337,0.38,0.235
5338,0.385,0.245
5339,0.38,0.245
5340,0.38,0.235
5341,0.38,0.235
5342,0.385,0.235
5343,0.38,0.23
5344,0.375,0.225
5345,0.375,0.24
5346,0.375,0.235
5347,0.38,0.235
5348,0.38,0.25
5349,0.38,0.235
5350,0.38,0.235
5351,0.385,0.235
5352,0.385,0.235
5353,0.385,0.235
5354,0.385,0.24
5355,0.375,0.24
5356,0.38,0.25
5357,0.38,0.24
5358,0.38,0.235
5359,0.38,0.235
5360,0.38,0.225
5361,0.38,0.235
5362,0.375,0.235
5363,0.38,0.235
5364,0.38,0.23
5365,0.38,0.245
5366,0.395,0.245
5367,0.375,0.24
5368,0.38,0.24
5369,0.38,0.24
5370,0.375,0.23
5371,0.38,0.23
5372,0.39,0.235
5373,0.38,0.24
5374,0.38,0.24
5375,0.38,0.235
5376,0.38,0.24
5377,0.375,0.25
5378,0.38,0.23
5379,0.38,0.24
5380,0.375,0.225
5381,0.375,0.24
5382,0.375,0.235
5383,0.385,0.235
5384,0.38,0.225
5385,0.38,0.235
5386,0.375,0.235
5387,0.385,0.285
5388,0.38,0.235
5389,0.38,0.24
5390,0.38,0.23
5391,0.385,0.235
5392,0.38,0.245
5393,0.385,0.23
5394,0.375,0.225
5395,0.38,0.245
5396,0.38,0.235
5397,0.385,0.24
5398,0.39,0.23
5399,0.38,0.23
5400,0.38,0.235
5401,0.38,0.23
5402,0.385,0.235
5403,0.37,0.24
5404,0.375,0.24
5405,0.375,0.23
5406,0.385,0.235
5407,0.38,0.235
5408,0.375,0.23
5409,0.375,0.235
5410,0.38,0.235
5411,0.375,0.23
5412,0.38,0.235
5413,0.375,0.225
5414,0.375,0.235
5415,0.38,0.23
5416,0.375,0.235
5417,0.375,0.235
5418,0.375,0.24
5419,0.38,0.23
5420,0.375,0.225
5421,0.38,0.235
5422,0.375,0.23
5423,0.375,0.24
5424,0.38,0.23
5425,0.375,0.24
5426,0.385,0.235
5427,0.37,0.235
5428,0.375,0.235
5429,0.38,0.235
5430,0.375,0.24
5431,0.385,0.235
5432,0.375,0.235
5433,0.38,0.23
5434,0.375,0.235
5435,0.375,0.235
5436,0.375,0.23
5437,0.375,0.23
5438,0.375,0.24
5439,0.375,0.235
5440,0.38,0.235
5441,0.375,0.23
5442,0.38,0.235
5443,0.38,0.23
5444,0.375,0.23
5445,0.38,0.235
5446,0.38,0.23
5447,0.385,0.235
5448,0.38,0.24
5449,0.385,0.26
5450,0.395,0.24
5451,0.37,0.24
5452,0.375,0.24
5453,0.38,0.235
5454,0.38,0.23
5455,0.38,0.255
5456,0.38,0.235
5457,0.38,0.23
5458,0.38,0.225
5459,0.38,0.23
5460,0.38,0.235
5461,0.385,0.23
5462,0.375,0.235
5463,0.38,0.23
5464,0.38,0.23
5465,0.38,0.235
5466,0.38,0.23
5467,0.38,0.24
5468,0.38,0.235
5469,0.375,0.235
5470,0.38,0.23
5471,0.385,0.23
5472,0.375,0.235
5473,0.38,0.235
5474,0.39,0.23
5475,0.38,0.24
5476,0.38,0.235
5477,0.375,0.235
5478,0.37,0.235
5479,0.375,0.235
5480,0.375,0.23
5481,0.375,0.23
5482,0.375,0.235
5483,0.38,0.255
5484,0.38,0.235
5485,0.38,0.235
5486,0.375,0.23
5487,0.385,0.24
5488,0.375,0.24
5489,0.38,0.225
5490,0.38,0.24
5491,0.38,0.235
5492,0.375,0.235
5493,0.38,0.235
5494,0.38,0.23
5495,0.375,0.235
5496,0.385,0.235
5497,0.38,0.24
5498,0.375,0.23
5499,0.375,0.23
5500,0.375,0.24
5501,0.38,0.22
5502,0.375,0.23
5503,0.375,0.23
5504,0.38,0.235
5505,0.38,0.235
5506,0.38,0.24
5507,0.38,0.235
5508,0.375,0.225
5509,0.38,0.235
5510,0.38,0.23
5511,0.385,0.235
5512,0.395,0.24
5513,0.375,0.235
5514,0.375,0.225
5515,0.38,0.235
5516,0.38,0.225
5517,0.38,0.24
5518,0.38,0.235
5519,0.38,0.235
5520,0.375,0.235
5521,0.375,0.235
5522,0.37,0.23
5523,0.385,0.23
5524,0.375,0.225
5525,0.38,0.24
5526,0.375,0.24
5527,0.37,0.24
5528,0.38,0.23
5529,0.37,0.24
5530,0.38,0.235
5531,0.375,0.235
5532,0.375,0.24
5533,0.385,0.235
5534,0.375,0.235
5535,0.38,0.24
5536,0.375,0.235
5537,0.375,0.225
5538,0.37,0.235
5539,0.375,0.24
5540,0.375,0.235
5541,0.375,0.235
5542,0.37,0.24
5543,0.385,0.235
5544,0.375,0.235
5545,0.38,0.23
5546,0.38,0.25
5547,0.375,0.23
5548,0.38,0.24
5549,0.38,0.235
5550,0.38,0.23
5551,0.37,0.24
5552,0.38,0.23
5553,0.385,0.235
5554,0.375,0.235
5555,0.385,0.235
5556,0.375,0.23
5557,0.38,0.24
5558,0.375,0.23
5559,0.375,0.24
5560,0.375,0.225
5561,0.375,0.235
5562,0.38,0.24
5563,0.375,0.235
5564,0.375,0.23
5565,0.375,0.23
5566,0.375,0.235
5567,0.385,0.235
5568,0.375,0.235
5569,0.38,0.235
5570,0.38,0.24
5571,0.375,0.26
5572,0.385,0.235
5573,0.375,0.235
5574,0.38,0.235
5575,0.375,0.23
5576,0.37,0.23
5577,0.385,0.235
5578,0.375,0.23
5579,0.38,0.24
5580,0.375,0.235
5581,0.375,0.235
5582,0.385,0.225
5583,0.375,0.23
5584,0.375,0.235
5585,0.375,0.235
5586,0.385,0.23
5587,0.38,0.23
5588,0.375,0.23
5589,0.38,0.24
5590,0.38,0.24
5591,0.375,0.23
5592,0.375,0.235
5593,0.37,0.235
5594,0.375,0.235
5595,0.385,0.245
5596,0.375,0.235
5597,0.38,0.25
5598,0.375,0.24
5599,0.375,0.235
5600,0.38,0.235
5601,0.385,0.23
5602,0.375,0.23
5603,0.38,0.23
5604,0.375,0.23
5605,0.385,0.235
5606,0.375,0.24
5607,0.385,0.225
5608,0.375,0.235
5609,0.38,0.235
5610,0.375,0.235
5611,0.38,0.23
5612,0.38,0.24
5613,0.38,0.235
5614,0.38,0.225
5615,0.385,0.235
5616,0.38,0.225
5617,0.385,0.235
5618,0.38,0.235
5619,0.38,0.225
5620,0.38,0.235
5621,0.38,0.235
5622,0.375,0.235
5623,0.375,0.24
5624,0.375,0.23
5625,0.385,0.23
5626,0.38,0.235
5627,0.375,0.24
5628,0.38,0.23
5629,0.375,0.235
5630,0.38,0.24
5631,0.375,0.235
5632,0.38,0.235
5633,0.38,0.235
5634,0.385,0.24
5635,0.38,0.26
5636,0.38,0.235
5637,0.38,0.24
5638,0.38,0.255
5639,0.38,0.235
5640,0.38,0.235
5641,0.38,0.24
5642,0.375,0.235
5643,0.395,0.23
5644,0.385,0.235
5645,0.385,0.24
5646,0.375,0.23
5647,0.38,0.235
5648,0.38,0.235
5649,0.38,0.235
5650,0.385,0.24
5651,0.38,0.23
5652,0.375,0.23
5653,0.38,0.24
5654,0.38,0.235
5655,0.385,0.23
5656,0.38,0.23
5657,0.38,0.235
5658,0.38,0.255
5659,0.385,0.235
5660,0.38,0.245
5661,0.375,0.235
5662,0.375,0.24
5663,0.38,0.235
5664,0.385,0.235
5665,0.38,0.255
5666,0.375,0.235
5667,0.375,0.225
5668,0.375,0.24
5669,0.38,0.24
5670,0.385,0.235
5671,0.385,0.235
5672,0.38,0.235
5673,0.38,0.235
5674,0.38,0.235
5675,0.38,0.24
5676,0.38,0.235
5677,0.375,0.24
5678,0.375,0.225
5679,0.38,0.235
5680,0.38,0.245
5681,0.38,0.23
5682,0.39,0.23
5683,0.38,0.27
5684,0.38,0.235
5685,0.385,0.235
5686,0.38,0.25
5687,0.38,0.24
5688,0.38,0.235
5689,0.385,0.235
5690,0.38,0.24
5691,0.38,0.225
5692,0.38,0.235
5693,0.38,0.235
5694,0.375,0.235
5695,0.375,0.235
5696,0.385,0.23
5697,0.375,0.235
5698,0.385,0.24
5699,0.38,0.255
5700,0.385,0.235
5701,0.38,0.23
5702,0.38,0.28
5703,0.38,0.23
5704,0.38,0.32
5705,0.38,0.235
5706,0.385,0.235
5707,0.385,0.24
5708,0.38,0.23
5709,0.38,0.235
5710,0.385,0.235
5711,0.375,0.235
5712,0.375,0.235
5713,0.385,0.23
5714,0.38,0.24
5715,0.385,0.235
5716,0.375,0.235
5717,0.38,0.24
5718,0.38,0.235
5719,0.375,0.235
5720,0.39,0.24
5721,0.38,0.235
5722,0.38,0.245
5723,0.38,0.235
5724,0.375,0.25
5725,0.38,0.235
5726,0.375,0.235
5727,0.385,0.235
5728,0.38,0.235
5729,0.375,0.235
5730,0.38,0.255
5731,0.385,0.225
5732,0.38,0.25
5733,0.38,0.24
5734,0.375,0.24
5735,0.38,0.24
5736,0.385,0.235
5737,0.38,0.235
5738,0.375,0.245
5739,0.385,0.23
5740,0.385,0.24
5741,0.38,0.235
5742,0.375,0.235
5743,0.38,0.235
5744,0.38,0.235
5745,0.38,0.235
5746,0.38,0.235
5747,0.385,0.235
5748,0.38,0.24
5749,0.38,0.235
5750,0.38,0.225
5751,0.375,0.23
5752,0.375,0.235
5753,0.395,0.24
5754,0.385,0.26
5755,0.38,0.235
5756,0.38,0.23
5757,0.38,0.225
5758,0.375,0.235
5759,0.38,0.23
5760,0.38,0.235
5761,0.385,0.235
5762,0.38,0.265
5763,0.38,0.25
5764,0.38,0.235
5765,0.375,0.235
5766,0.385,0.235
5767,0.375,0.24
5768,0.38,0.23
5769,0.38,0.225
5770,0.385,0.235
5771,0.375,0.245
5772,0.38,0.245
5773,0.39,0.235
5774,0.385,0.23
5775,0.385,0.24
5776,0.38,0.24
5777,0.395,0.245
5778,0.385,0.24
5779,0.375,0.24
5780,0.38,0.235
5781,0.38,0.225
5782,0.38,0.235
5783,0.38,0.235
5784,0.375,0.235
5785,0.38,0.25
5786,0.38,0.235
5787,0.385,0.235
5788,0.38,0.235
5789,0.375,0.225
5790,0.38,0.235
5791,0.385,0.24
5792,0.385,0.235
5793,0.385,0.24
5794,0.385,0.23
5795,0.385,0.24
5796,0.38,0.235
5797,0.39,0.235
5798,0.38,0.24
5799,0.375,0.235
5800,0.38,0.235
5801,0.38,0.235
5802,0.38,0.235
5803,0.385,0.235
5804,0.38,0.235
5805,0.375,0.235
5806,0.375,0.235
5807,0.385,0.235
5808,0.39,0.235
5809,0.39,0.24
5810,0.385,0.235
5811,0.385,0.23
5812,0.375,0.24
5813,0.375,0.245
5814,0.385,0.24
5815,0.375,0.24
5816,0.385,0.255
5817,0.385,0.245
5818,0.38,0.24
5819,0.385,0.23
5820,0.385,0.235
5821,0.38,0.235
5822,0.38,0.235
5823,0.385,0.24
5824,0.38,0.24
5825,0.38,0.235
5826,0.375,0.235
5827,0.38,0.235
5828,0.38,0.245
5829,0.385,0.235
5830,0.375,0.225
5831,0.38,0.24
5832,0.375,0.235
5833,0.385,0.23
5834,0.375,0.24
5835,0.375,0.235
5836,0.38,0.23
5837,0.385,0.23
5838,0.38,0.235
5839,0.385,0.24
5840,0.375,0.23
5841,0.375,0.24
5842,0.38,0.24
5843,0.38,0.235
5844,0.385,0.235
5845,0.385,0.235
5846,0.38,0.255
5847,0.38,0.24
5848,0.385,0.235
5849,0.375,0.235
5850,0.375,0.24
5851,0.38,0.235
5852,0.38,0.23
5853,0.385,0.235
5854,0.385,0.235
5855,0.38,0.235
5856,0.38,0.245
5857,0.38,0.23
5858,0.38,0.235
5859,0.38,0.23
5860,0.38,0.24
5861,0.385,0.24
5862,0.385,0.235
5863,0.385,0.235
5864,0.385,0.23
5865,0.385,0.23
5866,0.38,0.23
5867,0.38,0.235
5868,0.385,0.235
5869,0.375,0.235
5870,0.385,0.26
5871,0.38,0.245
5872,0.37,0.235
5873,0.38,0.235
5874,0.385,0.235
5875,0.385,0.25
5876,0.385,0.25
5877,0.375,0.235
5878,0.385,0.235
5879,0.38,0.24
5880,0.375,0.23
5881,0.375,0.23
5882,0.38,0.235
5883,0.38,0.24
5884,0.38,0.24
5885,0.38,0.235
5886,0.385,0.245
5887,0.39,0.23
5888,0.38,0.235
5889,0.375,0.245
5890,0.375,0.225
5891,0.375,0.225
5892,0.38,0.235
5893,0.38,0.23
5894,0.375,0.235
5895,0.375,0.235
5896,0.375,0.23
5897,0.38,0.235
5898,0.38,0.235
5899,0.375,0.235
5900,0.375,0.235
5901,0.385,0.235
5902,0.38,0.23
5903,0.38,0.235
5904,0.375,0.235
5905,0.375,0.215
5906,0.38,0.235
5907,0.38,0.23
5908,0.38,0.235
5909,0.375,0.24
5910,0.37,0.235
5911,0.38,0.23
5912,0.375,0.24
5913,0.38,0.23
5914,0.38,0.23
5915,0.375,0.235
5916,0.38,0.235
5917,0.375,0.24
5918,0.38,0.235
5919,0.375,0.245
5920,0.375,0.235
5921,0.38,0.24
5922,0.375,0.235
5923,0.375,0.24
5924,0.385,0.23
5925,0.375,0.235
5926,0.375,0.23
5927,0.38,0.235
5928,0.375,0.235
5929,0.38,0.24
5930,0.39,0.23
5931,0.37,0.235
5932,0.38,0.235
5933,0.375,0.235
5934,0.375,0.23
5935,0.375,0.235
5936,0.38,0.235
5937,0.38,0.23
5938,0.375,0.235
5939,0.375,0.24
5940,0.38,0.24
5941,0.38,0.235
5942,0.375,0.24
5943,0.375,0.235
5944,0.375,0.23
5945,0.375,0.24
5946,0.38,0.23
5947,0.38,0.23
5948,0.37,0.235
5949,0.405,0.23
5950,0.365,0.235
5951,0.38,0.23
5952,0.38,0.23
5953,0.38,0.245
5954,0.375,0.225
5955,0.38,0.235
5956,0.375,0.255
5957,0.38,0.235
5958,0.375,0.235
5959,0.38,0.23
5960,0.38,0.235
5961,0.375,0.235
5962,0.38,0.23
5963,0.38,0.235
5964,0.375,0.245
5965,0.38,0.23
5966,0.39,0.235
5967,0.38,0.235
5968,0.375,0.235
5969,0.38,0.25
5970,0.38,0.23
5971,0.38,0.255
5972,0.38,0.23
5973,0.375,0.235
5974,0.38,0.24
5975,0.37,0.23
5976,0.37,0.23
5977,0.375,0.23
5978,0.38,0.23
5979,0.375,0.255
5980,0.38,0.235
5981,0.38,0.235
5982,0.38,0.24
5983,0.38,0.235
5984,0.375,0.235
5985,0.38,0.235
5986,0.38,0.24
5987,0.375,0.235
5988,0.38,0.235
5989,0.375,0.23
5990,0.385,0.235
5991,0.385,0.235
5992,0.375,0.235
5993,0.385,0.23
5994,0.38,0.225
5995,0.375,0.24
5996,0.375,0.235
5997,0.38,0.23
5998,0.375,0.235
5999,0.38,0.24
6000,0.38,0.235
6001,0.38,0.23
6002,0.375,0.235
6003,0.38,0.235
6004,0.375,0.235
6005,0.38,0.235
6006,0.38,0.24
6007,0.375,0.235
6008,0.375,0.235
6009,0.38,0.22
6010,0.375,0.235
6011,0.375,0.24
6012,0.375,0.235
6013,0.375,0.24
6014,0.38,0.245
6015,0.375,0.235
6016,0.385,0.235
6017,0.375,0.235
6018,0.38,0.235
6019,0.375,0.24
6020,0.375,0.235
6021,0.38,0.24
6022,0.37,0.235
6023,0.375,0.235
6024,0.375,0.235
6025,0.385,0.23
6026,0.385,0.235
6027,0.385,0.23
6028,0.37,0.235
6029,0.38,0.235
6030,0.38,0.235
6031,0.385,0.23
6032,0.39,0.235
6033,0.375,0.235
6034,0.375,0.225
6035,0.375,0.235
6036,0.375,0.24
6037,0.385,0.235
6038,0.375,0.23
6039,0.375,0.235
6040,0.375,0.235
6041,0.38,0.235
6042,0.375,0.23
6043,0.385,0.245
6044,0.385,0.23
6045,0.38,0.225
6046,0.38,0.235
6047,0.375,0.24
6048,0.38,0.235
6049,0.38,0.235
6050,0.385,0.23
6051,0.38,0.23
6052,0.375,0.225
6053,0.375,0.235
6054,0.38,0.235
6055,0.375,0.23
6056,0.38,0.235
6057,0.38,0.235
6058,0.375,0.235
6059,0.38,0.24
6060,0.375,0.235
6061,0.375,0.235
6062,0.385,0.25
6063,0.375,0.235
6064,0.375,0.235
6065,0.38,0.255
6066,0.375,0.235
6067,0.375,0.23
6068,0.375,0.225
6069,0.38,0.235
6070,0.38,0.24
6071,0.38,0.245
6072,0.385,0.24
6073,0.38,0.24
6074,0.375,0.23
6075,0.38,0.24
6076,0.375,0.235
6077,0.375,0.24
6078,0.38,0.26
6079,0.375,0.235
6080,0.385,0.235
6081,0.375,0.24
6082,0.375,0.23
6083,0.38,0.24
6084,0.38,0.235
6085,0.375,0.23
6086,0.38,0.245
6087,0.375,0.25
6088,0.375,0.235
6089,0.375,0.23
6090,0.375,0.235
6091,0.38,0.23
6092,0.375,0.225
6093,0.375,0.235
6094,0.375,0.235
6095,0.375,0.235
6096,0.38,0.22
6097,0.375,0.24
6098,0.375,0.235
6099,0.38,0.225
6100,0.37,0.24
6101,0.38,0.225
6102,0.38,0.235
6103,0.375,0.24
6104,0.38,0.24
6105,0.375,0.235
6106,0.38,0.235
6107,0.38,0.23
6108,0.385,0.23
6109,0.37,0.235
6110,0.375,0.23
6111,0.38,0.245
6112,0.37,0.23
6113,0.375,0.23
6114,0.38,0.235
6115,0.375,0.235
6116,0.375,0.235
6117,0.38,0.235
6118,0.375,0.23
6119,0.375,0.225
6120,0.38,0.235
6121,0.375,0.225
6122,0.38,0.235
6123,0.38,0.23
6124,0.375,0.26
6125,0.38,0.235
6126,0.385,0.225
6127,0.375,0.24
6128,0.375,0.235
6129,0.385,0.235
6130,0.38,0.235
6131,0.38,0.225
6132,0.375,0.23
6133,0.39,0.23
6134,0.375,0.23
6135,0.375,0.24
6136,0.38,0.225
6137,0.375,0.235
6138,0.375,0.23
6139,0.385,0.235
6140,0.38,0.235
6141,0.375,0.235
6142,0.375,0.235
6143,0.375,0.235
6144,0.385,0.235
6145,0.38,0.23
6146,0.385,0.24
6147,0.38,0.255
6148,0.385,0.235
6149,0.375,0.23
6150,0.38,0.235
6151,0.385,0.25
6152,0.39,0.23
6153,0.385,0.235
6154,0.38,0.25
6155,0.38,0.23
6156,0.38,0.23
6157,0.375,0.235
6158,0.38,0.235
6159,0.375,0.245
6160,0.375,0.235
6161,0.38,0.25
6162,0.385,0.24
6163,0.38,0.235
6164,0.38,0.24
6165,0.38,0.225
6166,0.38,0.235
6167,0.385,0.235
6168,0.395,0.235
6169,0.38,0.24
6170,0.375,0.24
6171,0.38,0.24
6172,0.385,0.235
6173,0.385,0.24
6174,0.375,0.235
6175,0.385,0.24
6176,0.38,0.25
6177,0.395,0.24
6178,0.38,0.235
6179,0.375,0.235
6180,0.38,0.24
6181,0.38,0.23
6182,0.38,0.24
6183,0.395,0.235
6184,0.385,0.24
6185,0.375,0.235
6186,0.375,0.24
6187,0.38,0.255
6188,0.385,0.235
6189,0.38,0.24
6190,0.39,0.235
6191,0.38,0.24
6192,0.385,0.255
6193,0.38,0.235
6194,0.375,0.23
6195,0.38,0.23
6196,0.39,0.23
6197,0.375,0.235
6198,0.38,0.25
6199,0.38,0.25
6200,0.38,0.225
6201,0.38,0.26
6202,0.375,0.24
6203,0.375,0.235
6204,0.395,0.245
6205,0.385,0.255
6206,0.38,0.23
6207,0.38,0.26
6208,0.375,0.23
6209,0.395,0.235
6210,0.38,0.235
6211,0.38,0.235
6212,0.38,0.235
6213,0.385,0.235
6214,0.375,0.24
6215,0.38,0.235
6216,0.375,0.23
6217,0.38,0.235
6218,0.38,0.235
6219,0.385,0.245
6220,0.38,0.245
6221,0.38,0.24
6222,0.38,0.23
6223,0.385,0.24
6224,0.38,0.235
6225,0.375,0.235
6226,0.375,0.25
6227,0.385,0.23
6228,0.38,0.235
6229,0.385,0.235
6230,0.385,0.235
6231,0.38,0.235
6232,0.385,0.235
6233,0.38,0.245
6234,0.375,0.245
6235,0.375,0.235
6236,0.38,0.23
6237,0.38,0.235
6238,0.38,0.225
6239,0.38,0.235
6240,0.38,0.235
6241,0.395,0.235
6242,0.38,0.235
6243,0.38,0.23
6244,0.38,0.24
6245,0.385,0.24
6246,0.38,0.235
6247,0.38,0.255
6248,0.385,0.235
6249,0.38,0.24
6250,0.38,0.235
6251,0.375,0.235
6252,0.38,0.235
6253,0.38,0.225
6254,0.38,0.235
6255,0.38,0.235
6256,0.38,0.225
6257,0.38,0.24
6258,0.39,0.235
6259,0.38,0.24
6260,0.375,0.235
6261,0.38,0.235
6262,0.38,0.235
6263,0.38,0.235
6264,0.375,0.23
6265,0.385,0.225
6266,0.385,0.23
6267,0.385,0.23
6268,0.375,0.235
6269,0.385,0.235
6270,0.38,0.235
6271,0.38,0.23
6272,0.375,0.235
6273,0.38,0.25
6274,0.38,0.235
6275,0.38,0.235
6276,0.385,0.23
6277,0.375,0.235
6278,0.385,0.23
6279,0.375,0.235
6280,0.375,0.24
6281,0.39,0.235
6282,0.38,0.235
6283,0.375,0.235
6284,0.38,0.235
6285,0.375,0.24
6286,0.385,0.23
6287,0.38,0.245
6288,0.385,0.245
6289,0.38,0.245
6290,0.38,0.235
6291,0.38,0.225
6292,0.38,0.23
6293,0.38,0.24
6294,0.38,0.245
6295,0.38,0.23
6296,0.38,0.24
6297,0.375,0.235
6298,0.38,0.235
6299,0.38,0.24
6300,0.385,0.235
6301,0.38,0.23
6302,0.385,0.235
6303,0.38,0.24
6304,0.385,0.235
6305,0.38,0.235
6306,0.38,0.23
6307,0.38,0.235
6308,0.385,0.23
6309,0.39,0.24
6310,0.38,0.24
6311,0.38,0.235
6312,0.38,0.24
6313,0.38,0.235
6314,0.375,0.235
6315,0.38,0.24
6316,0.385,0.235
6317,0.375,0.23
6318,0.38,0.24
6319,0.38,0.235
6320,0.375,0.235
6321,0.38,0.235
6322,0.385,0.235
6323,0.38,0.23
6324,0.375,0.235
6325,0.38,0.235
6326,0.385,0.23
6327,0.385,0.24
6328,0.38,0.235
6329,0.38,0.235
6330,0.385,0.235
6331,0.385,0.235
6332,0.375,0.235
6333,0.38,0.24
6334,0.385,0.24
6335,0.4,0.23
6336,0.385,0.23
6337,0.38,0.255
6338,0.38,0.235
6339,0.39,0.235
6340,0.375,0.225
6341,0.385,0.235
6342,0.38,0.23
6343,0.385,0.235
6344,0.375,0.24
6345,0.385,0.23
6346,0.38,0.235
6347,0.38,0.235
6348,0.38,0.24
6349,0.38,0.235
6350,0.38,0.24
6351,0.38,0.23
6352,0.38,0.235
6353,0.38,0.235
6354,0.385,0.285
6355,0.38,0.24
6356,0.395,0.235
6357,0.38,0.225
6358,0.38,0.23
6359,0.385,0.24
6360,0.375,0.24
6361,0.375,0.24
6362,0.38,0.24
6363,0.375,0.24
6364,0.38,0.24
6365,0.38,0.235
6366,0.38,0.235
6367,0.385,0.24
6368,0.38,0.24
6369,0.375,0.24
6370,0.38,0.24
6371,0.38,0.235
6372,0.385,0.245
6373,0.38,0.24
6374,0.385,0.235
6375,0.38,0.24
6376,0.375,0.25
6377,0.38,0.235
6378,0.39,0.235
6379,0.385,0.24
6380,0.375,0.23
6381,0.38,0.235
6382,0.38,0.245
6383,0.375,0.235
6384,0.375,0.235
6385,0.38,0.235
6386,0.38,0.235
6387,0.385,0.235
6388,0.38,0.23
6389,0.38,0.235
6390,0.38,0.235
6391,0.38,0.235
6392,0.375,0.23
6393,0.38,0.245
6394,0.38,0.23
6395,0.375,0.255
6396,0.375,0.235
6397,0.38,0.23
6398,0.375,0.24
6399,0.38,0.235
6400,0.38,0.235
6401,0.38,0.235
6402,0.38,0.235
6403,0.38,0.26
6404,0.375,0.24
6405,0.375,0.235
6406,0.38,0.235
6407,0.38,0.25
6408,0.38,0.225
6409,0.375,0.23
6410,0.375,0.255
6411,0.38,0.24
6412,0.375,0.235
6413,0.375,0.24
6414,0.395,0.235
6415,0.385,0.235
6416,0.375,0.24
6417,0.38,0.23
6418,0.38,0.235
6419,0.38,0.25
6420,0.375,0.24
6421,0.385,0.24
6422,0.375,0.235
6423,0.38,0.235
6424,0.375,0.235
6425,0.38,0.24
6426,0.375,0.235
6427,0.375,0.24
6428,0.375,0.235
6429,0.38,0.235
6430,0.375,0.24
6431,0.375,0.23
6432,0.375,0.24
6433,0.38,0.235
6434,0.375,0.235
6435,0.385,0.23
6436,0.38,0.23
6437,0.375,0.23
6438,0.385,0.26
6439,0.38,0.235
6440,0.375,0.23
6441,0.375,0.235
6442,0.38,0.235
6443,0.38,0.235
6444,0.38,0.235
6445,0.375,0.23
6446,0.38,0.24
6447,0.38,0.235
6448,0.38,0.235
