,I03,I12
2633,0.375,0.235
2634,0.385,0.23
2635,0.385,0.235
2636,0.385,0.235
2637,0.38,0.245
2638,0.385,0.23
2639,0.38,0.25
2640,0.38,0.235
2641,0.375,0.235
2642,0.38,0.235
2643,0.375,0.225
2644,0.375,0.23
2645,0.38,0.235
2646,0.375,0.235
2647,0.38,0.24
2648,0.38,0.255
2649,0.375,0.23
2650,0.38,0.235
2651,0.375,0.235
2652,0.38,0.235
2653,0.38,0.23
2654,0.375,0.235
2655,0.38,0.235
2656,0.375,0.23
2657,0.385,0.235
2658,0.375,0.24
2659,0.38,0.235
2660,0.38,0.23
2661,0.38,0.24
2662,0.395,0.23
2663,0.375,0.235
2664,0.38,0.235
2665,0.375,0.23
2666,0.375,0.235
2667,0.385,0.235
2668,0.38,0.235
2669,0.38,0.235
2670,0.38,0.235
2671,0.38,0.23
2672,0.38,0.235
2673,0.38,0.24
2674,0.38,0.235
2675,0.375,0.235
2676,0.38,0.235
2677,0.38,0.23
2678,0.38,0.24
2679,0.37,0.235
2680,0.38,0.235
2681,0.38,0.23
2682,0.38,0.24
2683,0.375,0.24
2684,0.385,0.24
2685,0.38,0.23
2686,0.375,0.23
2687,0.375,0.235
2688,0.385,0.235
2689,0.38,0.235
2690,0.38,0.225
2691,0.38,0.23
2692,0.385,0.235
2693,0.38,0.23
2694,0.375,0.235
2695,0.38,0.235
2696,0.38,0.235
2697,0.38,0.23
2698,0.38,0.255
2699,0.38,0.235
2700,0.375,0.235
2701,0.38,0.26
2702,0.385,0.255
2703,0.38,0.235
2704,0.38,0.255
2705,0.375,0.23
2706,0.385,0.235
2707,0.38,0.23
2708,0.38,0.235
2709,0.38,0.24
2710,0.38,0.24
2711,0.38,0.245
2712,0.38,0.225
2713,0.375,0.235
2714,0.385,0.24
2715,0.38,0.235
2716,0.38,0.23
2717,0.385,0.25
2718,0.375,0.24
2719,0.375,0.235
2720,0.385,0.235
2721,0.385,0.235
2722,0.38,0.245
2723,0.38,0.24
2724,0.385,0.235
2725,0.38,0.245
2726,0.375,0.225
2727,0.38,0.23
2728,0.38,0.26
2729,0.38,0.235
2730,0.385,0.285
2731,0.38,0.235
2732,0.38,0.24
2733,0.38,0.235
2734,0.38,0.23
2735,0.375,0.23
2736,0.375,0.245
2737,0.38,0.24
2738,0.375,0.235
2739,0.38,0.225
2740,0.38,0.235
2741,0.38,0.235
2742,0.38,0.235
2743,0.385,0.23
2744,0.38,0.24
2745,0.38,0.235
2746,0.375,0.235
2747,0.38,0.25
2748,0.38,0.235
2749,0.385,0.225
2750,0.38,0.245
2751,0.375,0.23
2752,0.38,0.24
2753,0.38,0.24
2754,0.38,0.235
2755,0.38,0.235
2756,0.38,0.24
2757,0.38,0.25
2758,0.38,0.235
2759,0.375,0.24
2760,0.38,0.23
2761,0.38,0.24
2762,0.38,0.235
2763,0.375,0.23
2764,0.385,0.24
2765,0.38,0.23
2766,0.38,0.23
2767,0.38,0.25
2768,0.38,0.235
2769,0.38,0.235
2770,0.385,0.235
2771,0.38,0.23
2772,0.375,0.235
2773,0.385,0.23
2774,0.38,0.235
2775,0.385,0.255
2776,0.38,0.235
2777,0.375,0.24
2778,0.38,0.235
2779,0.385,0.23
2780,0.375,0.235
2781,0.38,0.23
2782,0.38,0.255
2783,0.38,0.235
2784,0.375,0.24
2785,0.375,0.235
2786,0.38,0.235
2787,0.385,0.235
2788,0.375,0.235
2789,0.38,0.25
2790,0.38,0.235
2791,0.375,0.23
2792,0.385,0.23
2793,0.385,0.24
2794,0.38,0.235
2795,0.38,0.235
2796,0.38,0.24
2797,0.38,0.235
2798,0.375,0.235
2799,0.38,0.235
2800,0.39,0.24
2801,0.39,0.22
2802,0.38,0.235
2803,0.375,0.23
2804,0.385,0.235
2805,0.375,0.24
2806,0.37,0.235
2807,0.38,0.235
2808,0.385,0.24
2809,0.375,0.245
2810,0.39,0.24
2811,0.395,0.235
2812,0.38,0.235
2813,0.375,0.25
2814,0.38,0.235
2815,0.385,0.225
2816,0.385,0.24
2817,0.375,0.23
2818,0.375,0.235
2819,0.385,0.235
2820,0.38,0.235
2821,0.38,0.23
2822,0.38,0.235
2823,0.38,0.235
2824,0.375,0.23
2825,0.375,0.24
2826,0.385,0.225
2827,0.375,0.235
2828,0.375,0.23
2829,0.38,0.25
2830,0.385,0.23
2831,0.385,0.235
2832,0.375,0.23
2833,0.375,0.235
2834,0.375,0.235
2835,0.37,0.24
2836,0.38,0.235
2837,0.38,0.23
2838,0.375,0.245
2839,0.38,0.235
2840,0.38,0.24
2841,0.375,0.225
2842,0.375,0.235
2843,0.38,0.235
2844,0.375,0.235
2845,0.38,0.245
2846,0.375,0.235
2847,0.375,0.23
2848,0.375,0.225
2849,0.38,0.235
2850,0.38,0.24
2851,0.38,0.235
2852,0.38,0.235
2853,0.38,0.235
2854,0.385,0.235
2855,0.37,0.23
2856,0.375,0.235
2857,0.38,0.235
2858,0.38,0.23
2859,0.37,0.235
2860,0.375,0.235
2861,0.38,0.235
2862,0.38,0.235
2863,0.38,0.24
2864,0.385,0.225
2865,0.375,0.235
2866,0.385,0.235
2867,0.38,0.235
2868,0.365,0.24
2869,0.375,0.265
2870,0.38,0.23
2871,0.375,0.235
2872,0.375,0.235
2873,0.375,0.235
2874,0.375,0.235
2875,0.375,0.235
2876,0.38,0.24
2877,0.375,0.25
2878,0.375,0.235
2879,0.375,0.23
2880,0.385,0.235
2881,0.375,0.23
2882,0.395,0.235
2883,0.375,0.23
2884,0.385,0.24
2885,0.38,0.225
2886,0.38,0.23
2887,0.375,0.23
2888,0.38,0.235
2889,0.375,0.25
2890,0.38,0.24
2891,0.375,0.235
2892,0.37,0.235
2893,0.375,0.23
2894,0.385,0.235
2895,0.38,0.235
2896,0.375,0.23
2897,0.39,0.23
2898,0.375,0.23
2899,0.375,0.25
2900,0.375,0.25
2901,0.375,0.23
2902,0.375,0.235
2903,0.375,0.235
2904,0.38,0.24
2905,0.375,0.22
2906,0.375,0.24
2907,0.375,0.225
2908,0.375,0.24
2909,0.375,0.235
2910,0.38,0.235
2911,0.38,0.235
2912,0.38,0.23
2913,0.375,0.235
2914,0.385,0.225
2915,0.38,0.235
2916,0.38,0.235
2917,0.385,0.235
2918,0.375,0.27
2919,0.38,0.24
2920,0.395,0.23
2921,0.375,0.24
2922,0.375,0.24
2923,0.38,0.225
2924,0.375,0.235
2925,0.38,0.235
2926,0.375,0.235
2927,0.375,0.225
2928,0.38,0.23
2929,0.38,0.24
2930,0.375,0.235
2931,0.38,0.235
2932,0.375,0.235
2933,0.38,0.23
2934,0.38,0.235
2935,0.375,0.235
2936,0.375,0.24
2937,0.38,0.235
2938,0.38,0.24
2939,0.385,0.24
2940,0.38,0.235
2941,0.38,0.235
2942,0.375,0.23
2943,0.38,0.23
2944,0.38,0.235
2945,0.375,0.235
2946,0.38,0.23
2947,0.375,0.23
2948,0.375,0.275
2949,0.38,0.235
2950,0.385,0.24
2951,0.38,0.23
2952,0.38,0.23
2953,0.38,0.235
2954,0.38,0.23
2955,0.38,0.235
2956,0.375,0.235
2957,0.38,0.23
2958,0.38,0.235
2959,0.375,0.235
2960,0.38,0.24
2961,0.375,0.235
2962,0.38,0.235
2963,0.38,0.255
2964,0.375,0.23
2965,0.38,0.25
2966,0.375,0.24
2967,0.375,0.23
2968,0.385,0.23
2969,0.38,0.24
2970,0.385,0.24
2971,0.38,0.235
2972,0.375,0.23
2973,0.375,0.23
2974,0.38,0.24
2975,0.38,0.235
2976,0.375,0.24
2977,0.38,0.235
2978,0.375,0.235
2979,0.38,0.24
2980,0.39,0.235
2981,0.375,0.23
2982,0.38,0.23
2983,0.38,0.235
2984,0.375,0.23
2985,0.375,0.23
2986,0.375,0.235
2987,0.38,0.255
2988,0.38,0.235
2989,0.375,0.235
2990,0.38,0.23
2991,0.38,0.235
2992,0.375,0.235
2993,0.38,0.23
2994,0.38,0.235
2995,0.375,0.235
2996,0.385,0.245
2997,0.38,0.225
2998,0.385,0.235
2999,0.375,0.235
3000,0.38,0.235
3001,0.38,0.245
3002,0.375,0.225
3003,0.375,0.235
3004,0.38,0.24
3005,0.38,0.235
3006,0.375,0.24
3007,0.37,0.24
3008,0.38,0.23
3009,0.375,0.235
3010,0.385,0.225
3011,0.38,0.235
3012,0.38,0.25
3013,0.38,0.24
3014,0.375,0.23
3015,0.375,0.23
3016,0.38,0.235
3017,0.38,0.225
3018,0.375,0.23
3019,0.38,0.235
3020,0.375,0.225
3021,0.375,0.235
3022,0.385,0.23
3023,0.38,0.23
3024,0.38,0.23
3025,0.375,0.225
3026,0.38,0.235
3027,0.375,0.23
3028,0.37,0.24
3029,0.38,0.24
3030,0.375,0.235
3031,0.375,0.23
3032,0.37,0.235
3033,0.38,0.24
3034,0.37,0.23
3035,0.385,0.23
3036,0.38,0.23
3037,0.375,0.235
3038,0.38,0.24
3039,0.375,0.225
3040,0.385,0.23
3041,0.38,0.23
3042,0.375,0.235
3043,0.38,0.235
3044,0.375,0.24
3045,0.375,0.235
3046,0.375,0.23
3047,0.375,0.235
3048,0.375,0.235
3049,0.375,0.225
3050,0.38,0.22
3051,0.38,0.23
3052,0.38,0.23
3053,0.375,0.23
3054,0.375,0.235
3055,0.375,0.235
3056,0.375,0.235
3057,0.375,0.235
3058,0.38,0.245
3059,0.385,0.23
3060,0.385,0.235
3061,0.385,0.24
3062,0.375,0.235
3063,0.375,0.24
3064,0.37,0.225
3065,0.385,0.235
3066,0.38,0.24
3067,0.38,0.225
3068,0.375,0.24
3069,0.37,0.235
3070,0.375,0.23
3071,0.375,0.24
3072,0.395,0.25
3073,0.38,0.23
3074,0.38,0.235
3075,0.385,0.255
3076,0.38,0.24
3077,0.38,0.24
3078,0.38,0.235
3079,0.38,0.24
3080,0.385,0.23
3081,0.39,0.25
3082,0.385,0.235
3083,0.38,0.24
3084,0.38,0.23
3085,0.385,0.24
3086,0.385,0.235
3087,0.375,0.235
3088,0.385,0.235
3089,0.38,0.235
3090,0.375,0.23
3091,0.38,0.23
3092,0.375,0.235
3093,0.385,0.24
3094,0.375,0.23
3095,0.375,0.23
3096,0.38,0.225
3097,0.385,0.235
3098,0.38,0.23
3099,0.38,0.235
3100,0.375,0.245
3101,0.375,0.24
3102,0.38,0.235
3103,0.38,0.285
3104,0.375,0.235
3105,0.38,0.24
3106,0.38,0.24
3107,0.395,0.24
3108,0.38,0.235
3109,0.385,0.245
3110,0.38,0.25
3111,0.38,0.235
3112,0.38,0.24
3113,0.38,0.23
3114,0.38,0.24
3115,0.38,0.23
3116,0.38,0.24
3117,0.38,0.235
3118,0.38,0.23
3119,0.375,0.235
3120,0.38,0.235
3121,0.38,0.235
3122,0.38,0.24
3123,0.38,0.255
3124,0.38,0.23
3125,0.385,0.235
3126,0.38,0.23
3127,0.375,0.24
3128,0.385,0.235
3129,0.385,0.235
3130,0.38,0.23
3131,0.38,0.235
3132,0.385,0.235
3133,0.375,0.255
3134,0.385,0.23
3135,0.38,0.235
3136,0.38,0.24
3137,0.38,0.23
3138,0.38,0.23
3139,0.385,0.235
3140,0.38,0.24
3141,0.38,0.23
3142,0.38,0.235
3143,0.38,0.235
3144,0.375,0.24
3145,0.385,0.245
3146,0.38,0.23
3147,0.38,0.23
3148,0.385,0.235
3149,0.38,0.235
3150,0.38,0.235
3151,0.38,0.23
3152,0.38,0.235
3153,0.38,0.24
3154,0.38,0.25
3155,0.38,0.24
3156,0.38,0.235
3157,0.39,0.255
3158,0.38,0.235
3159,0.38,0.235
3160,0.385,0.235
3161,0.38,0.235
3162,0.38,0.23
3163,0.39,0.235
3164,0.38,0.235
3165,0.38,0.24
3166,0.38,0.23
3167,0.38,0.235
3168,0.38,0.235
3169,0.385,0.235
3170,0.38,0.235
3171,0.38,0.235
3172,0.38,0.235
3173,0.38,0.235
3174,0.38,0.235
3175,0.38,0.235
3176,0.39,0.24
3177,0.38,0.235
3178,0.385,0.235
3179,0.38,0.23
3180,0.38,0.235
3181,0.38,0.25
3182,0.38,0.24
3183,0.38,0.235
3184,0.375,0.25
3185,0.385,0.24
3186,0.38,0.235
3187,0.38,0.24
3188,0.385,0.23
3189,0.38,0.23
3190,0.38,0.235
3191,0.375,0.235
3192,0.38,0.23
3193,0.385,0.23
3194,0.385,0.235
3195,0.385,0.235
3196,0.38,0.235
3197,0.38,0.24
3198,0.375,0.235
3199,0.375,0.235
3200,0.375,0.235
3201,0.38,0.235
3202,0.375,0.235
3203,0.38,0.235
3204,0.38,0.245
3205,0.375,0.24
3206,0.385,0.235
3207,0.39,0.24
3208,0.385,0.24
3209,0.38,0.24
3210,0.385,0.235
3211,0.38,0.235
3212,0.385,0.23
3213,0.38,0.235
3214,0.38,0.235
3215,0.38,0.24
3216,0.385,0.235
3217,0.375,0.23
3218,0.375,0.235
3219,0.385,0.24
3220,0.38,0.235
3221,0.385,0.245
3222,0.38,0.235
3223,0.38,0.23
3224,0.38,0.25
3225,0.38,0.235
3226,0.375,0.225
3227,0.38,0.235
3228,0.38,0.24
3229,0.38,0.24
3230,0.38,0.235
3231,0.385,0.235
3232,0.375,0.235
3233,0.38,0.235
3234,0.375,0.24
3235,0.39,0.235
3236,0.385,0.245
3237,0.38,0.235
3238,0.375,0.23
3239,0.39,0.235
3240,0.375,0.22
3241,0.38,0.235
3242,0.38,0.23
3243,0.38,0.255
3244,0.38,0.24
3245,0.38,0.235
3246,0.39,0.235
3247,0.375,0.235
3248,0.375,0.235
3249,0.38,0.25
3250,0.375,0.23
3251,0.375,0.235
3252,0.38,0.235
3253,0.385,0.23
3254,0.38,0.235
3255,0.38,0.235
3256,0.39,0.24
3257,0.38,0.235
3258,0.385,0.235
3259,0.38,0.235
3260,0.375,0.235
3261,0.385,0.23
3262,0.38,0.235
3263,0.375,0.235
3264,0.38,0.24
3265,0.38,0.25
3266,0.375,0.235
3267,0.38,0.235
3268,0.38,0.235
3269,0.375,0.235
3270,0.38,0.235
3271,0.38,0.235
3272,0.38,0.235
3273,0.38,0.25
3274,0.385,0.235
3275,0.385,0.23
3276,0.38,0.235
3277,0.38,0.23
3278,0.38,0.245
3279,0.38,0.235
3280,0.39,0.235
3281,0.38,0.235
3282,0.375,0.23
3283,0.38,0.235
3284,0.375,0.235
3285,0.39,0.235
3286,0.38,0.235
3287,0.375,0.235
3288,0.385,0.24
3289,0.385,0.235
3290,0.38,0.245
3291,0.375,0.25
3292,0.38,0.23
3293,0.38,0.255
3294,0.38,0.23
3295,0.38,0.24
3296,0.38,0.235
3297,0.375,0.235
3298,0.375,0.235
3299,0.38,0.24
3300,0.37,0.25
3301,0.385,0.235
3302,0.39,0.23
3303,0.375,0.24
3304,0.38,0.235
3305,0.38,0.235
3306,0.38,0.235
3307,0.38,0.24
3308,0.385,0.245
3309,0.39,0.235
3310,0.38,0.235
3311,0.38,0.245
3312,0.38,0.23
3313,0.39,0.24
3314,0.385,0.235
3315,0.38,0.235
3316,0.375,0.25
3317,0.385,0.235
3318,0.395,0.23
3319,0.385,0.235
3320,0.38,0.235
3321,0.385,0.235
3322,0.38,0.235
3323,0.38,0.235
3324,0.38,0.24
3325,0.38,0.24
3326,0.38,0.235
3327,0.385,0.25
3328,0.38,0.23
3329,0.38,0.245
3330,0.38,0.24
3331,0.375,0.235
3332,0.38,0.24
3333,0.385,0.235
3334,0.375,0.23
3335,0.375,0.23
3336,0.375,0.235
3337,0.385,0.25
3338,0.385,0.235
3339,0.375,0.24
3340,0.375,0.235
3341,0.385,0.225
3342,0.38,0.235
3343,0.38,0.235
3344,0.375,0.235
3345,0.375,0.235
3346,0.375,0.235
3347,0.375,0.235
3348,0.375,0.235
3349,0.38,0.235
3350,0.375,0.235
3351,0.37,0.24
3352,0.375,0.235
3353,0.38,0.235
3354,0.385,0.23
3355,0.38,0.24
3356,0.375,0.235
3357,0.38,0.24
3358,0.375,0.24
3359,0.38,0.23
3360,0.38,0.24
3361,0.38,0.235
3362,0.375,0.225
3363,0.375,0.235
3364,0.38,0.235
3365,0.375,0.235
3366,0.38,0.23
3367,0.38,0.23
3368,0.375,0.25
3369,0.375,0.23
3370,0.38,0.235
3371,0.38,0.24
3372,0.385,0.245
3373,0.38,0.235
3374,0.38,0.23
3375,0.38,0.235
3376,0.38,0.23
3377,0.375,0.23
3378,0.38,0.26
3379,0.38,0.235
3380,0.375,0.225
3381,0.38,0.23
3382,0.375,0.23
3383,0.38,0.235
3384,0.385,0.23
3385,0.375,0.235
3386,0.375,0.235
3387,0.38,0.255
3388,0.375,0.235
3389,0.375,0.23
3390,0.375,0.235
3391,0.38,0.23
3392,0.38,0.235
3393,0.37,0.225
3394,0.37,0.235
3395,0.385,0.23
3396,0.38,0.235
3397,0.38,0.23
3398,0.38,0.235
3399,0.375,0.235
3400,0.38,0.23
3401,0.375,0.235
3402,0.375,0.23
3403,0.375,0.235
3404,0.38,0.235
3405,0.375,0.23
3406,0.385,0.24
3407,0.375,0.235
3408,0.375,0.23
3409,0.375,0.24
3410,0.375,0.235
3411,0.38,0.235
3412,0.375,0.235
3413,0.38,0.235
3414,0.38,0.23
3415,0.38,0.24
3416,0.38,0.235
3417,0.38,0.235
3418,0.38,0.23
3419,0.375,0.23
3420,0.375,0.235
3421,0.38,0.245
3422,0.375,0.235
3423,0.37,0.255
3424,0.38,0.24
3425,0.375,0.235
3426,0.38,0.235
3427,0.37,0.23
3428,0.375,0.24
3429,0.38,0.23
3430,0.38,0.235
3431,0.375,0.24
3432,0.375,0.235
3433,0.38,0.24
3434,0.395,0.235
3435,0.375,0.255
3436,0.385,0.235
3437,0.375,0.235
3438,0.375,0.235
3439,0.38,0.25
3440,0.38,0.23
3441,0.375,0.235
3442,0.38,0.235
3443,0.395,0.235
3444,0.385,0.235
3445,0.375,0.24
3446,0.38,0.23
3447,0.38,0.235
3448,0.375,0.255
3449,0.375,0.235
3450,0.375,0.245
3451,0.375,0.25
3452,0.385,0.235
3453,0.38,0.235
3454,0.38,0.235
3455,0.38,0.255
3456,0.38,0.23
3457,0.375,0.235
3458,0.38,0.24
3459,0.375,0.24
3460,0.38,0.235
3461,0.38,0.225
3462,0.375,0.23
3463,0.375,0.245
3464,0.38,0.23
3465,0.38,0.235
3466,0.375,0.235
3467,0.375,0.235
3468,0.38,0.235
3469,0.38,0.255
3470,0.375,0.225
3471,0.38,0.235
3472,0.38,0.235
3473,0.375,0.225
3474,0.375,0.23
3475,0.38,0.225
3476,0.38,0.23
3477,0.375,0.235
3478,0.375,0.235
3479,0.375,0.225
3480,0.38,0.235
3481,0.385,0.235
3482,0.385,0.235
3483,0.38,0.23
3484,0.38,0.235
3485,0.38,0.23
3486,0.375,0.235
3487,0.375,0.235
3488,0.385,0.235
3489,0.38,0.23
3490,0.375,0.24
3491,0.375,0.225
3492,0.38,0.235
3493,0.38,0.24
3494,0.375,0.235
3495,0.38,0.23
3496,0.375,0.235
3497,0.375,0.235
3498,0.375,0.235
3499,0.38,0.23
3500,0.375,0.235
3501,0.375,0.23
3502,0.375,0.225
3503,0.375,0.23
3504,0.38,0.23
3505,0.38,0.24
3506,0.38,0.235
3507,0.38,0.24
3508,0.375,0.235
3509,0.37,0.245
3510,0.38,0.235
3511,0.375,0.235
3512,0.385,0.23
3513,0.38,0.24
3514,0.38,0.23
3515,0.375,0.25
3516,0.38,0.235
3517,0.38,0.235
3518,0.38,0.25
3519,0.37,0.235
3520,0.375,0.23
3521,0.375,0.235
3522,0.375,0.235
3523,0.38,0.235
3524,0.38,0.235
3525,0.375,0.235
3526,0.38,0.295
3527,0.375,0.24
3528,0.375,0.235
3529,0.38,0.235
3530,0.38,0.235
3531,0.375,0.24
3532,0.38,0.255
3533,0.37,0.23
3534,0.375,0.235
3535,0.38,0.24
3536,0.385,0.235
3537,0.375,0.235
3538,0.375,0.235
3539,0.385,0.23
3540,0.375,0.235
3541,0.38,0.235
3542,0.38,0.235
3543,0.375,0.23
3544,0.38,0.235
3545,0.38,0.235
3546,0.38,0.235
3547,0.375,0.24
3548,0.38,0.23
3549,0.38,0.235
3550,0.39,0.24
3551,0.38,0.235
3552,0.38,0.24
3553,0.375,0.235
3554,0.38,0.235
3555,0.375,0.225
3556,0.37,0.235
3557,0.38,0.23
3558,0.38,0.24
3559,0.38,0.23
3560,0.375,0.24
3561,0.38,0.25
3562,0.38,0.235
3563,0.37,0.235
3564,0.375,0.24
3565,0.375,0.235
3566,0.375,0.235
3567,0.38,0.235
3568,0.38,0.24
3569,0.375,0.235
3570,0.38,0.245
3571,0.375,0.24
3572,0.375,0.235
3573,0.375,0.235
3574,0.38,0.23
3575,0.38,0.235
3576,0.38,0.235
3577,0.38,0.23
3578,0.38,0.235
3579,0.375,0.265
3580,0.375,0.235
3581,0.375,0.24
3582,0.375,0.22
3583,0.375,0.23
3584,0.38,0.24
3585,0.385,0.24
3586,0.38,0.24
3587,0.385,0.24
3588,0.38,0.24
3589,0.385,0.235
3590,0.375,0.24
3591,0.375,0.245
3592,0.4,0.24
3593,0.38,0.235
3594,0.38,0.235
3595,0.38,0.23
3596,0.385,0.235
3597,0.38,0.235
3598,0.38,0.235
3599,0.38,0.23
3600,0.38,0.235
3601,0.38,0.245
3602,0.375,0.25
3603,0.38,0.23
3604,0.385,0.225
3605,0.38,0.24
3606,0.38,0.24
3607,0.375,0.235
3608,0.385,0.24
3609,0.38,0.24
3610,0.38,0.235
3611,0.38,0.235
3612,0.38,0.24
3613,0.385,0.24
3614,0.38,0.255
3615,0.38,0.24
3616,0.38,0.235
3617,0.385,0.235
3618,0.375,0.24
3619,0.38,0.23
3620,0.38,0.235
3621,0.385,0.24
3622,0.385,0.235
3623,0.38,0.24
3624,0.38,0.235
3625,0.385,0.235
3626,0.375,0.235
3627,0.38,0.235
3628,0.38,0.235
3629,0.38,0.24
3630,0.395,0.24
3631,0.375,0.235
3632,0.385,0.235
3633,0.395,0.235
3634,0.385,0.235
3635,0.38,0.235
3636,0.385,0.24
3637,0.38,0.235
3638,0.385,0.235
3639,0.375,0.235
3640,0.38,0.23
3641,0.38,0.235
3642,0.385,0.225
3643,0.375,0.23
3644,0.38,0.24
3645,0.385,0.235
3646,0.38,0.23
3647,0.375,0.24
3648,0.38,0.24
3649,0.385,0.235
3650,0.38,0.24
3651,0.38,0.23
3652,0.38,0.24
3653,0.38,0.235
3654,0.38,0.235
3655,0.385,0.235
3656,0.38,0.23
3657,0.375,0.235
3658,0.375,0.25
3659,0.385,0.24
3660,0.38,0.24
3661,0.395,0.24
3662,0.38,0.24
3663,0.375,0.23
3664,0.385,0.235
3665,0.38,0.235
3666,0.38,0.225
3667,0.375,0.26
3668,0.38,0.24
3669,0.385,0.23
3670,0.375,0.23
3671,0.385,0.22
3672,0.375,0.235
3673,0.38,0.23
3674,0.375,0.235
3675,0.38,0.235
3676,0.375,0.235
3677,0.385,0.24
3678,0.375,0.235
3679,0.385,0.235
3680,0.38,0.24
3681,0.375,0.235
3682,0.38,0.23
3683,0.38,0.235
3684,0.38,0.235
3685,0.38,0.24
3686,0.385,0.235
3687,0.38,0.235
3688,0.375,0.235
3689,0.385,0.235
3690,0.38,0.23
3691,0.38,0.235
3692,0.38,0.235
3693,0.385,0.24
3694,0.38,0.23
3695,0.385,0.245
3696,0.38,0.25
3697,0.38,0.235
3698,0.38,0.26
3699,0.375,0.235
3700,0.38,0.255
3701,0.38,0.23
3702,0.38,0.235
3703,0.38,0.235
3704,0.385,0.235
3705,0.385,0.25
3706,0.385,0.235
3707,0.385,0.245
3708,0.38,0.245
3709,0.38,0.23
3710,0.375,0.24
3711,0.38,0.25
3712,0.385,0.24
3713,0.375,0.235
3714,0.385,0.235
3715,0.385,0.235
3716,0.385,0.245
3717,0.38,0.225
3718,0.385,0.23
3719,0.385,0.245
3720,0.39,0.23
3721,0.38,0.235
3722,0.38,0.245
3723,0.38,0.235
3724,0.38,0.235
3725,0.38,0.24
3726,0.385,0.24
3727,0.385,0.245
3728,0.375,0.25
3729,0.385,0.235
3730,0.375,0.23
3731,0.38,0.235
3732,0.385,0.235
3733,0.38,0.235
3734,0.38,0.24
3735,0.38,0.23
3736,0.375,0.235
3737,0.375,0.24
3738,0.38,0.24
3739,0.385,0.235
3740,0.375,0.24
3741,0.38,0.245
3742,0.38,0.24
3743,0.38,0.23
3744,0.385,0.26
3745,0.38,0.23
3746,0.38,0.25
3747,0.38,0.235
3748,0.385,0.23
3749,0.375,0.24
3750,0.38,0.235
3751,0.38,0.24
3752,0.385,0.24
3753,0.38,0.235
3754,0.38,0.24
3755,0.38,0.25
3756,0.39,0.25
3757,0.385,0.24
3758,0.385,0.235
3759,0.375,0.235
3760,0.385,0.235
3761,0.375,0.235
3762,0.385,0.23
3763,0.38,0.24
3764,0.375,0.24
3765,0.38,0.24
3766,0.38,0.245
3767,0.38,0.235
3768,0.38,0.23
3769,0.38,0.23
3770,0.38,0.235
3771,0.39,0.245
3772,0.385,0.23
3773,0.38,0.235
3774,0.375,0.235
3775,0.38,0.235
3776,0.39,0.24
3777,0.385,0.24
3778,0.38,0.255
3779,0.38,0.25
3780,0.38,0.235
3781,0.38,0.235
3782,0.38,0.235
3783,0.385,0.24
3784,0.38,0.235
3785,0.37,0.24
3786,0.38,0.235
3787,0.385,0.24
3788,0.375,0.235
3789,0.38,0.24
3790,0.38,0.23
3791,0.385,0.235
3792,0.375,0.23
3793,0.38,0.23
3794,0.38,0.235
3795,0.385,0.245
3796,0.375,0.235
3797,0.375,0.235
3798,0.38,0.235
3799,0.39,0.225
3800,0.38,0.26
3801,0.38,0.235
3802,0.38,0.23
3803,0.38,0.235
3804,0.375,0.235
3805,0.375,0.235
3806,0.38,0.23
3807,0.38,0.24
3808,0.38,0.235
3809,0.385,0.24
3810,0.39,0.225
3811,0.38,0.255
3812,0.385,0.24
3813,0.375,0.235
3814,0.38,0.235
3815,0.375,0.23
3816,0.38,0.24
3817,0.375,0.235
3818,0.38,0.23
3819,0.38,0.235
3820,0.375,0.23
3821,0.38,0.24
3822,0.38,0.245
3823,0.38,0.24
3824,0.375,0.235
3825,0.375,0.245
3826,0.39,0.225
3827,0.385,0.235
3828,0.385,0.235
3829,0.375,0.25
3830,0.385,0.235
3831,0.38,0.23
3832,0.375,0.235
3833,0.38,0.235
3834,0.395,0.235
3835,0.38,0.235
3836,0.38,0.24
3837,0.38,0.24
3838,0.385,0.23
3839,0.38,0.255
3840,0.38,0.235
3841,0.385,0.235
3842,0.38,0.24
3843,0.375,0.23
3844,0.38,0.235
3845,0.375,0.235
3846,0.38,0.235
3847,0.385,0.235
3848,0.38,0.23
3849,0.37,0.24
3850,0.375,0.24
3851,0.38,0.235
3852,0.38,0.235
3853,0.38,0.23
3854,0.385,0.23
3855,0.38,0.25
3856,0.38,0.26
3857,0.39,0.235
3858,0.375,0.235
3859,0.375,0.23
3860,0.385,0.23
3861,0.38,0.235
3862,0.375,0.235
3863,0.38,0.23
3864,0.38,0.235
3865,0.38,0.235
3866,0.38,0.23
3867,0.38,0.23
3868,0.375,0.235
3869,0.385,0.23
3870,0.375,0.24
3871,0.385,0.23
3872,0.375,0.235
3873,0.38,0.24
3874,0.375,0.23
3875,0.38,0.235
3876,0.37,0.23
3877,0.375,0.235
3878,0.38,0.235
3879,0.38,0.23
3880,0.38,0.235
3881,0.375,0.235
3882,0.38,0.235
3883,0.375,0.23
3884,0.375,0.235
3885,0.375,0.235
3886,0.375,0.24
3887,0.38,0.235
3888,0.38,0.24
3889,0.375,0.235
3890,0.375,0.23
3891,0.375,0.235
3892,0.38,0.225
3893,0.38,0.235
3894,0.375,0.24
3895,0.375,0.23
3896,0.375,0.23
3897,0.375,0.235
3898,0.38,0.235
3899,0.375,0.23
3900,0.38,0.24
3901,0.375,0.225
3902,0.38,0.23
3903,0.375,0.23
3904,0.38,0.23
