,I08,I05,I07
998,0.23,0.235,0.335
999,0.24,0.235,0.335
1000,0.23,0.25,0.335
1001,0.23,0.235,0.335
1002,0.23,0.245,0.33
1003,0.23,0.24,0.335
1004,0.255,0.235,0.34
1005,0.235,0.24,0.335
1006,0.245,0.245,0.335
1007,0.23,0.24,0.33
1008,0.24,0.23,0.33
1009,0.24,0.245,0.335
1010,0.23,0.24,0.335
1011,0.23,0.245,0.335
1012,0.23,0.25,0.335
1013,0.24,0.235,0.335
1014,0.23,0.235,0.335
1015,0.225,0.235,0.335
1016,0.235,0.235,0.335
1017,0.245,0.245,0.33
1018,0.23,0.235,0.33
1019,0.23,0.24,0.335
1020,0.24,0.24,0.33
1021,0.23,0.23,0.335
1022,0.225,0.24,0.33
1023,0.23,0.245,0.33
1024,0.245,0.235,0.335
1025,0.24,0.24,0.34
1026,0.235,0.24,0.34
1027,0.23,0.235,0.335
1028,0.24,0.245,0.335
1029,0.245,0.245,0.335
1030,0.245,0.26,0.335
1031,0.255,0.245,0.33
1032,0.235,0.245,0.335
1033,0.255,0.235,0.335
1034,0.255,0.25,0.34
1035,0.235,0.245,0.34
1036,0.235,0.23,0.34
1037,0.235,0.25,0.335
1038,0.245,0.25,0.335
1039,0.23,0.25,0.34
1040,0.23,0.26,0.33
1041,0.23,0.245,0.335
1042,0.23,0.255,0.335
1043,0.225,0.245,0.33
1044,0.23,0.24,0.33
1045,0.235,0.24,0.335
1046,0.25,0.24,0.335
1047,0.235,0.245,0.335
1048,0.23,0.245,0.335
1049,0.24,0.235,0.335
1050,0.23,0.235,0.335
1051,0.245,0.25,0.335
1052,0.23,0.235,0.34
1053,0.235,0.235,0.335
1054,0.225,0.245,0.335
1055,0.23,0.24,0.335
1056,0.24,0.245,0.335
1057,0.235,0.245,0.335
1058,0.225,0.255,0.33
1059,0.24,0.24,0.33
1060,0.225,0.235,0.33
1061,0.235,0.24,0.335
1062,0.245,0.245,0.335
1063,0.245,0.25,0.335
1064,0.23,0.23,0.335
1065,0.23,0.24,0.335
1066,0.24,0.24,0.335
1067,0.24,0.23,0.33
1068,0.245,0.24,0.335
1069,0.23,0.235,0.33
1070,0.24,0.235,0.33
1071,0.235,0.245,0.335
1072,0.235,0.24,0.335
1073,0.235,0.245,0.335
1074,0.235,0.24,0.335
1075,0.24,0.245,0.335
1076,0.245,0.25,0.335
1077,0.23,0.245,0.33
1078,0.245,0.245,0.335
1079,0.235,0.245,0.335
1080,0.245,0.25,0.335
1081,0.225,0.24,0.34
1082,0.23,0.245,0.335
1083,0.24,0.235,0.34
1084,0.23,0.245,0.335
1085,0.245,0.24,0.335
1086,0.245,0.245,0.335
1087,0.23,0.24,0.335
1088,0.23,0.24,0.335
1089,0.23,0.245,0.335
1090,0.24,0.25,0.335
1091,0.265,0.25,0.34
1092,0.235,0.24,0.34
1093,0.245,0.24,0.33
1094,0.23,0.235,0.345
1095,0.23,0.235,0.34
1096,0.235,0.25,0.335
1097,0.245,0.245,0.33
1098,0.23,0.25,0.335
1099,0.24,0.24,0.335
1100,0.24,0.235,0.335
1101,0.24,0.235,0.335
1102,0.225,0.23,0.335
1103,0.225,0.24,0.335
1104,0.235,0.245,0.33
1105,0.245,0.24,0.335
1106,0.235,0.265,0.335
1107,0.24,0.245,0.335
1108,0.23,0.23,0.335
1109,0.23,0.235,0.33
1110,0.25,0.25,0.335
1111,0.255,0.255,0.335
1112,0.23,0.235,0.33
1113,0.23,0.235,0.34
1114,0.23,0.245,0.335
1115,0.225,0.24,0.335
1116,0.235,0.245,0.335
1117,0.23,0.225,0.335
1118,0.23,0.24,0.33
1119,0.245,0.23,0.33
1120,0.24,0.245,0.33
1121,0.245,0.235,0.33
1122,0.225,0.245,0.33
1123,0.23,0.23,0.33
1124,0.24,0.25,0.345
1125,0.23,0.235,0.335
1126,0.245,0.23,0.335
1127,0.235,0.235,0.33
1128,0.245,0.24,0.33
1129,0.23,0.25,0.335
1130,0.235,0.245,0.33
1131,0.235,0.25,0.335
1132,0.23,0.235,0.34
1133,0.23,0.245,0.33
1134,0.23,0.235,0.335
1135,0.255,0.24,0.33
1136,0.22,0.25,0.335
1137,0.245,0.23,0.335
1138,0.235,0.245,0.335
1139,0.23,0.24,0.33
1140,0.225,0.235,0.34
1141,0.24,0.24,0.33
1142,0.25,0.245,0.335
1143,0.23,0.25,0.335
1144,0.24,0.24,0.34
1145,0.23,0.23,0.345
1146,0.225,0.25,0.335
1147,0.245,0.25,0.335
1148,0.235,0.235,0.33
1149,0.23,0.245,0.34
1150,0.23,0.245,0.335
1151,0.225,0.305,0.335
1152,0.225,0.255,0.33
1153,0.24,0.235,0.34
1154,0.235,0.245,0.335
1155,0.23,0.24,0.335
1156,0.23,0.23,0.335
1157,0.23,0.245,0.335
1158,0.24,0.24,0.345
1159,0.23,0.24,0.34
1160,0.23,0.245,0.335
1161,0.225,0.235,0.34
1162,0.23,0.24,0.33
1163,0.225,0.24,0.335
1164,0.23,0.24,0.335
1165,0.23,0.245,0.34
1166,0.23,0.25,0.34
1167,0.225,0.24,0.335
1168,0.24,0.245,0.33
1169,0.25,0.23,0.335
1170,0.24,0.24,0.33
1171,0.23,0.24,0.33
1172,0.23,0.24,0.335
1173,0.225,0.245,0.33
1174,0.23,0.26,0.335
1175,0.22,0.255,0.345
1176,0.23,0.24,0.35
1177,0.245,0.25,0.335
1178,0.23,0.235,0.335
1179,0.23,0.245,0.335
1180,0.245,0.235,0.33
1181,0.265,0.245,0.335
1182,0.225,0.24,0.335
1183,0.24,0.245,0.33
1184,0.23,0.235,0.33
1185,0.24,0.235,0.335
1186,0.24,0.245,0.34
1187,0.235,0.24,0.335
1188,0.24,0.25,0.33
1189,0.245,0.235,0.33
1190,0.245,0.24,0.33
1191,0.245,0.235,0.33
1192,0.225,0.245,0.335
1193,0.22,0.245,0.335
1194,0.23,0.255,0.335
1195,0.23,0.245,0.33
1196,0.23,0.235,0.34
1197,0.235,0.245,0.335
1198,0.23,0.235,0.335
1199,0.23,0.245,0.335
1200,0.235,0.245,0.335
1201,0.235,0.24,0.335
1202,0.23,0.235,0.335
1203,0.23,0.245,0.33
1204,0.235,0.24,0.335
1205,0.24,0.24,0.335
1206,0.23,0.24,0.34
1207,0.245,0.255,0.335
1208,0.23,0.24,0.33
1209,0.23,0.245,0.335
1210,0.23,0.24,0.335
1211,0.23,0.24,0.335
1212,0.24,0.245,0.335
1213,0.23,0.245,0.335
1214,0.25,0.24,0.335
1215,0.245,0.24,0.335
1216,0.23,0.245,0.33
1217,0.245,0.235,0.335
1218,0.225,0.235,0.335
1219,0.255,0.235,0.335
1220,0.235,0.24,0.345
1221,0.23,0.26,0.335
1222,0.235,0.24,0.33
1223,0.235,0.235,0.335
1224,0.23,0.24,0.335
1225,0.23,0.24,0.335
1226,0.24,0.245,0.33
1227,0.23,0.24,0.335
1228,0.235,0.24,0.33
1229,0.24,0.24,0.335
1230,0.225,0.24,0.335
1231,0.245,0.24,0.33
1232,0.23,0.24,0.335
1233,0.24,0.235,0.335
1234,0.24,0.24,0.33
1235,0.23,0.24,0.335
1236,0.225,0.24,0.34
1237,0.235,0.235,0.335
1238,0.235,0.245,0.335
1239,0.23,0.24,0.33
1240,0.23,0.245,0.335
1241,0.24,0.24,0.335
1242,0.245,0.235,0.335
1243,0.235,0.245,0.33
1244,0.23,0.235,0.335
1245,0.225,0.235,0.335
1246,0.25,0.24,0.33
1247,0.245,0.235,0.335
1248,0.24,0.24,0.335
1249,0.24,0.245,0.335
1250,0.24,0.255,0.335
1251,0.235,0.24,0.335
1252,0.23,0.25,0.345
1253,0.235,0.245,0.335
1254,0.225,0.25,0.33
1255,0.24,0.25,0.335
1256,0.245,0.24,0.345
1257,0.265,0.245,0.335
1258,0.23,0.24,0.34
1259,0.255,0.245,0.335
1260,0.23,0.245,0.33
1261,0.23,0.24,0.335
1262,0.25,0.235,0.335
1263,0.24,0.275,0.335
1264,0.265,0.235,0.33
1265,0.24,0.245,0.335
1266,0.24,0.24,0.335
1267,0.23,0.24,0.335
1268,0.245,0.25,0.335
1269,0.23,0.245,0.335
1270,0.245,0.245,0.335
1271,0.23,0.25,0.335
1272,0.23,0.24,0.335
1273,0.23,0.23,0.335
1274,0.24,0.245,0.335
1275,0.23,0.25,0.335
1276,0.235,0.245,0.335
1277,0.24,0.255,0.335
1278,0.25,0.25,0.335
1279,0.25,0.245,0.33
1280,0.25,0.25,0.335
1281,0.235,0.235,0.335
1282,0.23,0.245,0.335
1283,0.23,0.245,0.33
1284,0.245,0.265,0.335
1285,0.23,0.25,0.33
1286,0.24,0.24,0.33
1287,0.235,0.245,0.335
1288,0.225,0.235,0.34
1289,0.25,0.235,0.335
1290,0.245,0.245,0.33
1291,0.235,0.25,0.345
1292,0.245,0.235,0.33
1293,0.24,0.25,0.335
1294,0.245,0.23,0.335
1295,0.23,0.235,0.335
1296,0.23,0.24,0.335
1297,0.225,0.245,0.335
1298,0.245,0.235,0.33
1299,0.235,0.235,0.335
1300,0.24,0.26,0.335
1301,0.235,0.24,0.335
1302,0.23,0.225,0.335
1303,0.24,0.245,0.335
1304,0.23,0.23,0.335
1305,0.23,0.245,0.33
1306,0.23,0.235,0.335
1307,0.235,0.25,0.335
1308,0.25,0.23,0.33
1309,0.255,0.24,0.335
1310,0.235,0.245,0.335
1311,0.24,0.23,0.335
1312,0.23,0.245,0.335
1313,0.23,0.245,0.335
1314,0.245,0.235,0.33
1315,0.22,0.24,0.33
1316,0.24,0.23,0.33
1317,0.225,0.245,0.33
1318,0.23,0.24,0.335
1319,0.23,0.245,0.335
1320,0.23,0.24,0.335
1321,0.235,0.245,0.335
1322,0.25,0.235,0.34
1323,0.235,0.24,0.33
1324,0.225,0.25,0.33
1325,0.23,0.245,0.33
1326,0.225,0.24,0.34
1327,0.23,0.24,0.34
1328,0.245,0.24,0.335
1329,0.225,0.245,0.335
1330,0.23,0.235,0.335
1331,0.23,0.235,0.335
1332,0.24,0.23,0.335
1333,0.24,0.235,0.33
1334,0.23,0.235,0.335
1335,0.225,0.235,0.33
1336,0.24,0.235,0.335
1337,0.245,0.24,0.335
1338,0.225,0.245,0.335
1339,0.23,0.24,0.33
1340,0.24,0.235,0.335
1341,0.23,0.255,0.335
1342,0.24,0.24,0.335
1343,0.225,0.245,0.335
1344,0.24,0.245,0.335
1345,0.23,0.245,0.335
1346,0.23,0.235,0.335
1347,0.225,0.24,0.335
1348,0.25,0.24,0.335
1349,0.245,0.245,0.33
1350,0.23,0.245,0.33
1351,0.23,0.24,0.335
1352,0.225,0.235,0.335
1353,0.24,0.24,0.335
1354,0.225,0.245,0.33
1355,0.23,0.245,0.34
1356,0.24,0.245,0.335
1357,0.23,0.255,0.335
1358,0.225,0.25,0.33
1359,0.225,0.225,0.33
1360,0.23,0.24,0.33
1361,0.225,0.24,0.33
1362,0.245,0.24,0.335
1363,0.225,0.24,0.335
1364,0.225,0.235,0.34
1365,0.23,0.25,0.34
1366,0.23,0.24,0.335
1367,0.235,0.255,0.335
1368,0.23,0.235,0.335
1369,0.245,0.235,0.335
1370,0.24,0.235,0.335
1371,0.24,0.245,0.33
1372,0.23,0.24,0.34
1373,0.23,0.235,0.34
1374,0.225,0.23,0.33
1375,0.23,0.245,0.335
1376,0.24,0.24,0.335
1377,0.24,0.235,0.335
1378,0.23,0.235,0.33
1379,0.23,0.25,0.335
1380,0.235,0.23,0.335
1381,0.24,0.25,0.335
1382,0.235,0.24,0.335
1383,0.245,0.25,0.33
1384,0.225,0.245,0.33
1385,0.235,0.24,0.335
1386,0.24,0.245,0.335
1387,0.23,0.245,0.335
1388,0.235,0.245,0.33
1389,0.225,0.245,0.335
1390,0.23,0.245,0.335
1391,0.23,0.235,0.335
1392,0.23,0.255,0.34
1393,0.23,0.245,0.335
1394,0.24,0.24,0.335
1395,0.23,0.235,0.33
1396,0.24,0.235,0.335
1397,0.225,0.245,0.33
1398,0.235,0.235,0.33
1399,0.225,0.235,0.36
1400,0.22,0.23,0.335
1401,0.23,0.245,0.335
1402,0.23,0.24,0.335
1403,0.23,0.235,0.335
1404,0.235,0.235,0.33
1405,0.235,0.235,0.335
1406,0.245,0.235,0.335
1407,0.25,0.24,0.335
1408,0.23,0.235,0.335
1409,0.235,0.24,0.335
1410,0.235,0.24,0.335
1411,0.24,0.24,0.335
1412,0.235,0.25,0.33
1413,0.225,0.25,0.33
1414,0.225,0.24,0.33
1415,0.225,0.24,0.335
1416,0.23,0.245,0.33
1417,0.245,0.235,0.33
1418,0.24,0.245,0.34
1419,0.23,0.25,0.335
1420,0.24,0.235,0.33
1421,0.245,0.235,0.33
1422,0.23,0.24,0.33
1423,0.25,0.245,0.335
1424,0.22,0.235,0.33
1425,0.23,0.24,0.33
1426,0.23,0.235,0.335
1427,0.24,0.24,0.335
1428,0.23,0.24,0.335
1429,0.23,0.24,0.335
1430,0.24,0.235,0.335
1431,0.225,0.24,0.335
1432,0.225,0.245,0.335
1433,0.225,0.24,0.335
1434,0.24,0.235,0.335
1435,0.225,0.25,0.33
1436,0.23,0.25,0.335
1437,0.25,0.235,0.33
1438,0.23,0.235,0.33
1439,0.23,0.245,0.335
1440,0.245,0.245,0.335
1441,0.24,0.245,0.335
1442,0.23,0.24,0.335
1443,0.225,0.245,0.33
1444,0.23,0.25,0.335
1445,0.24,0.23,0.33
1446,0.24,0.245,0.33
1447,0.23,0.24,0.33
1448,0.225,0.245,0.33
1449,0.22,0.24,0.33
1450,0.235,0.24,0.335
1451,0.245,0.24,0.335
1452,0.225,0.24,0.335
1453,0.225,0.23,0.335
1454,0.23,0.24,0.335
1455,0.23,0.235,0.33
1456,0.225,0.235,0.335
1457,0.23,0.25,0.335
1458,0.225,0.235,0.33
1459,0.23,0.245,0.33
1460,0.235,0.25,0.335
1461,0.24,0.235,0.33
1462,0.245,0.24,0.33
1463,0.235,0.235,0.335
1464,0.23,0.245,0.34
1465,0.225,0.23,0.335
1466,0.23,0.235,0.335
1467,0.23,0.245,0.33
1468,0.23,0.26,0.335
1469,0.23,0.255,0.335
1470,0.225,0.225,0.335
1471,0.24,0.245,0.33
1472,0.245,0.24,0.335
1473,0.23,0.25,0.335
1474,0.225,0.245,0.335
1475,0.245,0.245,0.33
1476,0.23,0.25,0.34
1477,0.225,0.23,0.335
1478,0.23,0.24,0.33
1479,0.23,0.245,0.335
1480,0.23,0.26,0.335
1481,0.235,0.24,0.33
1482,0.225,0.24,0.335
1483,0.225,0.245,0.335
1484,0.225,0.24,0.335
1485,0.24,0.235,0.335
1486,0.225,0.245,0.33
1487,0.23,0.225,0.33
1488,0.225,0.24,0.335
1489,0.23,0.24,0.335
1490,0.23,0.235,0.33
1491,0.235,0.24,0.33
1492,0.23,0.25,0.335
1493,0.225,0.23,0.335
1494,0.23,0.23,0.335
1495,0.235,0.24,0.335
1496,0.24,0.245,0.33
1497,0.24,0.235,0.33
1498,0.23,0.25,0.335
1499,0.24,0.225,0.33
1500,0.245,0.24,0.335
1501,0.225,0.245,0.335
1502,0.23,0.235,0.335
1503,0.22,0.245,0.335
1504,0.225,0.24,0.335
1505,0.23,0.25,0.34
1506,0.235,0.24,0.33
1507,0.24,0.26,0.335
1508,0.225,0.255,0.345
1509,0.23,0.245,0.335
1510,0.24,0.25,0.335
1511,0.23,0.24,0.335
1512,0.235,0.235,0.335
1513,0.23,0.245,0.33
1514,0.235,0.23,0.335
1515,0.23,0.245,0.325
1516,0.225,0.245,0.335
1517,0.225,0.235,0.335
1518,0.235,0.245,0.33
1519,0.23,0.245,0.33
1520,0.225,0.24,0.335
1521,0.23,0.24,0.335
1522,0.245,0.235,0.33
1523,0.245,0.245,0.335
1524,0.225,0.245,0.33
1525,0.235,0.245,0.335
1526,0.23,0.245,0.335
1527,0.23,0.235,0.33
1528,0.23,0.245,0.335
1529,0.23,0.245,0.345
1530,0.23,0.23,0.335
1531,0.22,0.24,0.335
1532,0.235,0.24,0.33
1533,0.25,0.23,0.335
1534,0.235,0.245,0.33
1535,0.245,0.245,0.33
1536,0.23,0.245,0.335
1537,0.245,0.245,0.335
1538,0.23,0.245,0.335
1539,0.26,0.245,0.33
1540,0.255,0.255,0.335
1541,0.245,0.235,0.335
1542,0.235,0.245,0.335
1543,0.235,0.245,0.335
1544,0.23,0.25,0.335
1545,0.245,0.24,0.335
1546,0.235,0.235,0.335
1547,0.25,0.245,0.335
1548,0.23,0.245,0.335
1549,0.225,0.245,0.33
1550,0.22,0.235,0.345
1551,0.23,0.25,0.335
1552,0.235,0.235,0.345
1553,0.23,0.235,0.335
1554,0.24,0.24,0.33
1555,0.25,0.245,0.335
1556,0.24,0.245,0.335
1557,0.24,0.24,0.335
1558,0.23,0.23,0.335
1559,0.23,0.24,0.335
1560,0.225,0.245,0.335
1561,0.23,0.25,0.345
1562,0.23,0.24,0.34
1563,0.23,0.24,0.33
1564,0.235,0.245,0.33
1565,0.245,0.225,0.335
1566,0.23,0.24,0.335
1567,0.245,0.235,0.33
1568,0.25,0.245,0.335
1569,0.24,0.25,0.335
1570,0.235,0.24,0.335
1571,0.24,0.235,0.335
1572,0.225,0.25,0.335
1573,0.23,0.235,0.335
1574,0.24,0.245,0.335
1575,0.24,0.24,0.33
1576,0.235,0.24,0.335
1577,0.24,0.23,0.335
1578,0.225,0.25,0.335
1579,0.235,0.24,0.335
1580,0.23,0.25,0.335
1581,0.24,0.24,0.335
1582,0.23,0.235,0.335
1583,0.245,0.255,0.335
1584,0.245,0.245,0.33
1585,0.24,0.235,0.33
1586,0.235,0.245,0.33
1587,0.23,0.245,0.335
1588,0.24,0.245,0.335
1589,0.225,0.245,0.33
1590,0.235,0.25,0.335
1591,0.23,0.24,0.34
1592,0.255,0.24,0.33
1593,0.23,0.23,0.335
1594,0.23,0.245,0.335
1595,0.24,0.245,0.335
1596,0.23,0.245,0.335
1597,0.225,0.245,0.33
1598,0.225,0.235,0.335
1599,0.22,0.245,0.335
1600,0.23,0.235,0.33
1601,0.235,0.245,0.33
1602,0.22,0.235,0.335
1603,0.23,0.24,0.335
1604,0.225,0.245,0.34
1605,0.245,0.24,0.335
1606,0.23,0.225,0.335
1607,0.245,0.25,0.335
1608,0.24,0.23,0.335
1609,0.24,0.24,0.335
1610,0.24,0.255,0.335
1611,0.225,0.245,0.335
1612,0.24,0.235,0.335
1613,0.23,0.235,0.33
1614,0.24,0.24,0.335
1615,0.225,0.235,0.335
1616,0.225,0.24,0.335
1617,0.23,0.235,0.335
1618,0.24,0.25,0.335
1619,0.23,0.255,0.335
1620,0.23,0.25,0.335
1621,0.255,0.245,0.33
1622,0.24,0.28,0.335
1623,0.26,0.23,0.335
1624,0.23,0.25,0.335
1625,0.24,0.24,0.335
1626,0.225,0.25,0.335
1627,0.23,0.245,0.335
1628,0.225,0.24,0.34
1629,0.23,0.245,0.335
1630,0.24,0.24,0.33
1631,0.23,0.24,0.335
1632,0.23,0.255,0.335
1633,0.24,0.255,0.335
1634,0.24,0.245,0.335
1635,0.225,0.255,0.335
1636,0.235,0.245,0.33
1637,0.23,0.25,0.33
1638,0.23,0.25,0.335
1639,0.23,0.225,0.34
1640,0.23,0.24,0.34
1641,0.235,0.24,0.335
1642,0.22,0.255,0.335
1643,0.225,0.24,0.33
1644,0.24,0.235,0.335
1645,0.245,0.23,0.33
1646,0.235,0.245,0.335
1647,0.25,0.25,0.335
1648,0.24,0.245,0.335
1649,0.245,0.24,0.335
1650,0.24,0.24,0.34
1651,0.245,0.23,0.335
1652,0.25,0.26,0.33
1653,0.23,0.245,0.33
1654,0.23,0.25,0.35
1655,0.24,0.245,0.335
1656,0.24,0.25,0.34
1657,0.23,0.245,0.34
1658,0.245,0.245,0.34
1659,0.23,0.24,0.335
1660,0.235,0.275,0.335
1661,0.23,0.235,0.335
1662,0.235,0.24,0.335
1663,0.24,0.24,0.335
1664,0.245,0.24,0.335
1665,0.225,0.24,0.345
1666,0.23,0.25,0.33
1667,0.245,0.235,0.335
1668,0.245,0.245,0.335
1669,0.235,0.23,0.33
1670,0.245,0.25,0.335
1671,0.235,0.245,0.335
1672,0.23,0.24,0.335
1673,0.23,0.25,0.335
1674,0.235,0.24,0.335
1675,0.24,0.24,0.345
1676,0.23,0.25,0.33
1677,0.235,0.245,0.335
1678,0.235,0.23,0.33
1679,0.24,0.25,0.33
1680,0.23,0.245,0.335
1681,0.25,0.245,0.335
1682,0.23,0.235,0.335
1683,0.24,0.26,0.34
1684,0.25,0.235,0.335
1685,0.225,0.24,0.335
1686,0.23,0.26,0.335
1687,0.245,0.23,0.335
1688,0.225,0.25,0.335
1689,0.235,0.235,0.335
1690,0.235,0.24,0.335
1691,0.23,0.24,0.33
1692,0.23,0.23,0.34
1693,0.23,0.26,0.34
1694,0.24,0.24,0.335
1695,0.245,0.245,0.33
1696,0.23,0.24,0.335
1697,0.23,0.255,0.335
1698,0.245,0.245,0.335
1699,0.24,0.255,0.33
1700,0.24,0.245,0.335
1701,0.24,0.245,0.335
1702,0.24,0.255,0.335
1703,0.23,0.235,0.33
1704,0.24,0.245,0.335
1705,0.245,0.245,0.335
1706,0.235,0.255,0.33
1707,0.27,0.255,0.335
1708,0.25,0.24,0.335
1709,0.245,0.25,0.335
1710,0.225,0.245,0.335
1711,0.235,0.235,0.33
1712,0.225,0.245,0.33
1713,0.22,0.23,0.33
1714,0.24,0.24,0.335
1715,0.245,0.24,0.335
1716,0.245,0.23,0.335
1717,0.235,0.23,0.33
1718,0.245,0.225,0.33
1719,0.23,0.235,0.33
1720,0.245,0.24,0.335
1721,0.23,0.24,0.335
1722,0.24,0.24,0.335
1723,0.23,0.235,0.335
1724,0.225,0.24,0.335
1725,0.23,0.24,0.335
1726,0.225,0.245,0.335
1727,0.23,0.25,0.33
1728,0.23,0.265,0.34
1729,0.23,0.245,0.335
1730,0.25,0.24,0.33
1731,0.225,0.24,0.335
1732,0.235,0.245,0.335
1733,0.245,0.255,0.335
1734,0.22,0.235,0.335
1735,0.23,0.25,0.335
1736,0.245,0.235,0.335
1737,0.25,0.245,0.335
1738,0.235,0.235,0.335
1739,0.23,0.24,0.33
1740,0.23,0.245,0.335
1741,0.24,0.24,0.335
1742,0.24,0.24,0.335
1743,0.23,0.245,0.335
1744,0.245,0.23,0.335
1745,0.23,0.245,0.34
1746,0.23,0.24,0.335
1747,0.23,0.24,0.33
1748,0.245,0.25,0.335
1749,0.245,0.24,0.33
1750,0.245,0.23,0.345
1751,0.24,0.245,0.335
1752,0.24,0.245,0.33
1753,0.23,0.235,0.33
1754,0.24,0.245,0.33
1755,0.24,0.24,0.335
1756,0.23,0.24,0.335
1757,0.235,0.24,0.335
1758,0.22,0.235,0.335
1759,0.26,0.235,0.33
1760,0.23,0.235,0.335
1761,0.245,0.24,0.345
1762,0.235,0.24,0.335
1763,0.24,0.235,0.34
1764,0.24,0.23,0.335
1765,0.24,0.25,0.335
1766,0.245,0.245,0.345
1767,0.23,0.245,0.335
1768,0.235,0.25,0.335
1769,0.225,0.25,0.33
1770,0.23,0.26,0.33
1771,0.235,0.245,0.335
1772,0.24,0.245,0.34
1773,0.225,0.23,0.335
1774,0.235,0.245,0.335
1775,0.23,0.24,0.34
1776,0.23,0.235,0.33
1777,0.245,0.245,0.33
1778,0.235,0.23,0.335
1779,0.255,0.24,0.335
1780,0.235,0.25,0.33
1781,0.24,0.24,0.335
1782,0.23,0.255,0.335
1783,0.24,0.26,0.335
1784,0.235,0.24,0.33
1785,0.235,0.24,0.33
1786,0.245,0.235,0.34
1787,0.24,0.235,0.335
1788,0.24,0.235,0.335
1789,0.23,0.24,0.335
1790,0.245,0.235,0.335
1791,0.23,0.235,0.335
1792,0.225,0.235,0.335
1793,0.24,0.24,0.335
1794,0.24,0.255,0.34
1795,0.22,0.245,0.335
1796,0.235,0.245,0.335
1797,0.235,0.25,0.33
1798,0.235,0.24,0.335
1799,0.24,0.24,0.34
1800,0.23,0.24,0.34
1801,0.23,0.24,0.335
1802,0.23,0.245,0.335
1803,0.245,0.23,0.335
1804,0.24,0.24,0.335
1805,0.23,0.24,0.335
1806,0.225,0.24,0.335
1807,0.23,0.245,0.33
1808,0.235,0.235,0.335
1809,0.235,0.23,0.335
1810,0.23,0.24,0.335
1811,0.23,0.24,0.335
1812,0.245,0.245,0.335
1813,0.225,0.245,0.335
1814,0.235,0.25,0.335
1815,0.23,0.25,0.335
1816,0.225,0.245,0.335
1817,0.22,0.24,0.335
1818,0.23,0.23,0.335
1819,0.225,0.24,0.335
1820,0.24,0.245,0.33
1821,0.23,0.235,0.33
1822,0.235,0.245,0.335
1823,0.23,0.23,0.33
1824,0.225,0.24,0.34
1825,0.235,0.24,0.335
1826,0.23,0.24,0.335
1827,0.245,0.24,0.335
1828,0.25,0.24,0.335
1829,0.245,0.24,0.335
1830,0.23,0.24,0.335
1831,0.24,0.245,0.335
1832,0.22,0.235,0.335
1833,0.23,0.245,0.33
1834,0.225,0.24,0.33
1835,0.23,0.225,0.33
1836,0.225,0.235,0.335
1837,0.23,0.24,0.335
1838,0.23,0.23,0.33
1839,0.23,0.245,0.33
1840,0.23,0.245,0.33
1841,0.23,0.23,0.34
1842,0.245,0.245,0.335
1843,0.23,0.235,0.335
1844,0.235,0.235,0.335
1845,0.245,0.24,0.335
1846,0.24,0.23,0.33
1847,0.225,0.235,0.335
1848,0.235,0.245,0.34
1849,0.22,0.245,0.335
1850,0.23,0.24,0.33
1851,0.225,0.235,0.335
1852,0.235,0.245,0.335
1853,0.23,0.245,0.335
1854,0.23,0.24,0.335
1855,0.25,0.23,0.335
1856,0.225,0.23,0.335
1857,0.23,0.235,0.335
1858,0.235,0.24,0.335
1859,0.23,0.235,0.35
1860,0.23,0.235,0.335
1861,0.225,0.235,0.335
1862,0.23,0.24,0.335
1863,0.23,0.24,0.335
1864,0.24,0.24,0.33
1865,0.23,0.245,0.335
1866,0.22,0.23,0.335
1867,0.225,0.24,0.34
1868,0.245,0.23,0.335
1869,0.225,0.225,0.335
1870,0.24,0.235,0.335
1871,0.24,0.24,0.33
1872,0.24,0.245,0.335
1873,0.225,0.24,0.34
1874,0.23,0.25,0.335
1875,0.235,0.235,0.335
1876,0.24,0.25,0.335
1877,0.23,0.24,0.345
1878,0.24,0.24,0.33
1879,0.23,0.24,0.33
1880,0.225,0.23,0.335
1881,0.24,0.245,0.335
1882,0.245,0.235,0.335
1883,0.23,0.24,0.34
1884,0.24,0.245,0.335
1885,0.225,0.245,0.33
1886,0.24,0.255,0.335
1887,0.23,0.23,0.335
1888,0.235,0.245,0.33
1889,0.235,0.235,0.335
1890,0.22,0.24,0.33
1891,0.225,0.24,0.33
1892,0.22,0.25,0.335
1893,0.23,0.255,0.33
1894,0.24,0.25,0.335
1895,0.235,0.24,0.33
1896,0.23,0.245,0.33
1897,0.235,0.24,0.33
1898,0.225,0.23,0.335
1899,0.24,0.245,0.335
1900,0.23,0.235,0.335
1901,0.235,0.255,0.33
1902,0.24,0.23,0.335
1903,0.225,0.26,0.33
1904,0.225,0.24,0.335
1905,0.225,0.265,0.335
1906,0.23,0.225,0.335
1907,0.245,0.24,0.335
1908,0.23,0.24,0.345
1909,0.235,0.23,0.335
1910,0.225,0.235,0.33
1911,0.225,0.24,0.335
1912,0.23,0.245,0.33
1913,0.225,0.24,0.335
1914,0.23,0.24,0.335
1915,0.235,0.24,0.335
1916,0.235,0.26,0.335
1917,0.24,0.24,0.335
1918,0.23,0.25,0.335
1919,0.235,0.245,0.335
1920,0.24,0.235,0.335
1921,0.23,0.245,0.335
1922,0.245,0.245,0.335
1923,0.235,0.235,0.33
1924,0.235,0.24,0.34
1925,0.23,0.24,0.335
1926,0.235,0.235,0.335
1927,0.22,0.235,0.33
1928,0.235,0.24,0.33
1929,0.23,0.23,0.335
