,I08,I05,I07
2862,0.24,0.24,0.33
2863,0.225,0.255,0.335
2864,0.23,0.23,0.335
2865,0.22,0.24,0.33
2866,0.225,0.23,0.335
2867,0.24,0.235,0.34
2868,0.245,0.235,0.335
2869,0.23,0.24,0.33
2870,0.23,0.25,0.335
2871,0.235,0.255,0.335
2872,0.22,0.235,0.335
2873,0.22,0.235,0.335
2874,0.23,0.245,0.335
2875,0.24,0.235,0.335
2876,0.25,0.245,0.335
2877,0.23,0.245,0.335
2878,0.235,0.23,0.33
2879,0.25,0.25,0.335
2880,0.235,0.24,0.335
2881,0.24,0.245,0.335
2882,0.225,0.245,0.335
2883,0.225,0.245,0.34
2884,0.235,0.23,0.335
2885,0.255,0.245,0.33
2886,0.22,0.235,0.34
2887,0.24,0.24,0.335
2888,0.255,0.24,0.335
2889,0.235,0.24,0.335
2890,0.24,0.24,0.33
2891,0.235,0.24,0.335
2892,0.23,0.24,0.335
2893,0.23,0.25,0.335
2894,0.23,0.235,0.33
2895,0.235,0.23,0.335
2896,0.23,0.23,0.335
2897,0.23,0.245,0.33
2898,0.235,0.235,0.335
2899,0.23,0.245,0.335
2900,0.23,0.24,0.33
2901,0.225,0.245,0.335
2902,0.22,0.24,0.345
2903,0.285,0.255,0.335
2904,0.23,0.235,0.335
2905,0.235,0.245,0.34
2906,0.225,0.235,0.335
2907,0.23,0.24,0.335
2908,0.225,0.245,0.335
2909,0.235,0.24,0.33
2910,0.23,0.23,0.335
2911,0.23,0.24,0.335
2912,0.23,0.23,0.335
2913,0.33,0.23,0.33
2914,0.225,0.225,0.335
2915,0.25,0.24,0.335
2916,0.235,0.245,0.335
2917,0.225,0.25,0.335
2918,0.23,0.24,0.33
2919,0.24,0.24,0.34
2920,0.23,0.23,0.33
2921,0.235,0.225,0.335
2922,0.23,0.24,0.335
2923,0.23,0.235,0.33
2924,0.24,0.23,0.335
2925,0.23,0.25,0.335
2926,0.24,0.235,0.34
2927,0.235,0.23,0.33
2928,0.23,0.23,0.335
2929,0.225,0.23,0.335
2930,0.23,0.255,0.335
2931,0.235,0.255,0.335
2932,0.22,0.235,0.33
2933,0.225,0.235,0.335
2934,0.235,0.245,0.33
2935,0.225,0.245,0.33
2936,0.23,0.245,0.335
2937,0.225,0.24,0.34
2938,0.255,0.23,0.33
2939,0.23,0.245,0.34
2940,0.24,0.24,0.33
2941,0.23,0.245,0.345
2942,0.25,0.23,0.335
2943,0.235,0.235,0.335
2944,0.23,0.22,0.335
2945,0.225,0.245,0.335
2946,0.225,0.24,0.335
2947,0.225,0.24,0.33
2948,0.23,0.28,0.335
2949,0.225,0.235,0.335
2950,0.22,0.235,0.33
2951,0.225,0.245,0.335
2952,0.22,0.235,0.335
2953,0.23,0.24,0.33
2954,0.245,0.245,0.335
2955,0.23,0.245,0.33
2956,0.23,0.24,0.33
2957,0.23,0.23,0.33
2958,0.23,0.25,0.33
2959,0.235,0.245,0.335
2960,0.23,0.23,0.33
2961,0.23,0.25,0.33
2962,0.23,0.25,0.335
2963,0.23,0.245,0.335
2964,0.225,0.245,0.335
2965,0.245,0.24,0.335
2966,0.245,0.245,0.335
2967,0.255,0.24,0.335
2968,0.23,0.24,0.335
2969,0.225,0.24,0.34
2970,0.265,0.255,0.33
2971,0.245,0.235,0.33
2972,0.245,0.24,0.335
2973,0.23,0.23,0.335
2974,0.24,0.25,0.35
2975,0.23,0.245,0.335
2976,0.225,0.24,0.33
2977,0.23,0.245,0.335
2978,0.225,0.24,0.335
2979,0.22,0.24,0.335
2980,0.24,0.24,0.335
2981,0.23,0.245,0.33
2982,0.235,0.245,0.33
2983,0.24,0.24,0.335
2984,0.23,0.235,0.335
2985,0.225,0.25,0.33
2986,0.23,0.235,0.345
2987,0.22,0.245,0.335
2988,0.22,0.235,0.335
2989,0.235,0.24,0.335
2990,0.23,0.23,0.335
2991,0.225,0.24,0.33
2992,0.23,0.245,0.33
2993,0.24,0.235,0.335
2994,0.235,0.245,0.335
2995,0.24,0.24,0.335
2996,0.23,0.24,0.335
2997,0.225,0.235,0.335
2998,0.225,0.235,0.335
2999,0.23,0.235,0.335
3000,0.225,0.245,0.33
3001,0.245,0.235,0.335
3002,0.235,0.235,0.335
3003,0.235,0.25,0.33
3004,0.235,0.245,0.335
3005,0.23,0.25,0.335
3006,0.23,0.235,0.33
3007,0.245,0.25,0.335
3008,0.225,0.24,0.33
3009,0.225,0.245,0.335
3010,0.225,0.245,0.33
3011,0.23,0.25,0.33
3012,0.23,0.24,0.335
3013,0.24,0.24,0.335
3014,0.23,0.25,0.33
3015,0.225,0.24,0.335
3016,0.225,0.245,0.335
3017,0.225,0.26,0.335
3018,0.23,0.23,0.345
3019,0.23,0.23,0.335
3020,0.245,0.23,0.34
3021,0.225,0.24,0.33
3022,0.23,0.255,0.335
3023,0.23,0.23,0.335
3024,0.23,0.245,0.335
3025,0.235,0.24,0.335
3026,0.24,0.235,0.33
3027,0.23,0.225,0.335
3028,0.235,0.245,0.33
3029,0.225,0.25,0.335
3030,0.255,0.235,0.335
3031,0.245,0.235,0.33
3032,0.23,0.24,0.34
3033,0.24,0.235,0.34
3034,0.22,0.25,0.335
3035,0.24,0.245,0.335
3036,0.235,0.235,0.335
3037,0.23,0.23,0.33
3038,0.245,0.23,0.335
3039,0.23,0.25,0.33
3040,0.235,0.235,0.33
3041,0.23,0.23,0.335
3042,0.24,0.24,0.33
3043,0.245,0.24,0.33
3044,0.225,0.24,0.33
3045,0.235,0.23,0.33
3046,0.235,0.24,0.33
3047,0.24,0.245,0.335
3048,0.235,0.235,0.335
3049,0.225,0.235,0.335
3050,0.23,0.235,0.335
3051,0.225,0.245,0.335
3052,0.23,0.23,0.335
3053,0.24,0.25,0.335
3054,0.23,0.225,0.335
3055,0.23,0.235,0.335
3056,0.22,0.24,0.335
3057,0.23,0.25,0.335
3058,0.235,0.245,0.33
3059,0.235,0.26,0.33
3060,0.245,0.235,0.335
3061,0.23,0.235,0.335
3062,0.24,0.24,0.335
3063,0.23,0.24,0.335
3064,0.24,0.235,0.34
3065,0.23,0.235,0.335
3066,0.23,0.245,0.335
3067,0.225,0.24,0.335
3068,0.26,0.245,0.34
3069,0.235,0.235,0.34
3070,0.23,0.245,0.335
3071,0.23,0.235,0.335
3072,0.245,0.245,0.335
3073,0.23,0.25,0.335
3074,0.245,0.245,0.335
3075,0.25,0.245,0.335
3076,0.225,0.235,0.335
3077,0.235,0.23,0.335
3078,0.24,0.295,0.33
3079,0.23,0.245,0.335
3080,0.23,0.24,0.335
3081,0.235,0.245,0.34
3082,0.225,0.25,0.335
3083,0.24,0.255,0.335
3084,0.23,0.27,0.335
3085,0.225,0.245,0.335
3086,0.235,0.235,0.335
3087,0.23,0.26,0.335
3088,0.23,0.24,0.33
3089,0.23,0.245,0.33
3090,0.23,0.24,0.335
3091,0.24,0.245,0.335
3092,0.255,0.25,0.34
3093,0.23,0.255,0.335
3094,0.235,0.24,0.335
3095,0.23,0.23,0.335
3096,0.23,0.25,0.335
3097,0.235,0.25,0.345
3098,0.23,0.245,0.335
3099,0.235,0.245,0.35
3100,0.23,0.235,0.335
3101,0.225,0.245,0.335
3102,0.25,0.24,0.335
3103,0.25,0.245,0.335
3104,0.23,0.235,0.33
3105,0.23,0.245,0.335
3106,0.245,0.24,0.335
3107,0.23,0.245,0.335
3108,0.24,0.235,0.33
3109,0.24,0.235,0.33
3110,0.225,0.235,0.335
3111,0.23,0.245,0.33
3112,0.24,0.24,0.335
3113,0.24,0.245,0.335
3114,0.245,0.245,0.34
3115,0.23,0.24,0.335
3116,0.23,0.24,0.335
3117,0.24,0.235,0.33
3118,0.235,0.255,0.335
3119,0.23,0.245,0.335
3120,0.24,0.235,0.325
3121,0.225,0.245,0.33
3122,0.225,0.26,0.335
3123,0.23,0.24,0.335
3124,0.225,0.235,0.335
3125,0.235,0.235,0.335
3126,0.225,0.235,0.335
3127,0.255,0.245,0.335
3128,0.24,0.245,0.345
3129,0.23,0.23,0.33
3130,0.23,0.235,0.335
3131,0.245,0.235,0.34
3132,0.24,0.235,0.34
3133,0.235,0.235,0.33
3134,0.225,0.245,0.335
3135,0.23,0.245,0.335
3136,0.23,0.235,0.335
3137,0.24,0.245,0.335
3138,0.25,0.25,0.335
3139,0.24,0.24,0.335
3140,0.225,0.245,0.335
3141,0.23,0.23,0.335
3142,0.245,0.25,0.335
3143,0.23,0.245,0.335
3144,0.23,0.24,0.335
3145,0.24,0.235,0.335
3146,0.245,0.24,0.335
3147,0.225,0.25,0.335
3148,0.23,0.245,0.33
3149,0.235,0.24,0.335
3150,0.225,0.245,0.335
3151,0.245,0.225,0.335
3152,0.245,0.24,0.335
3153,0.23,0.235,0.335
3154,0.245,0.24,0.335
3155,0.235,0.25,0.335
3156,0.235,0.24,0.335
3157,0.23,0.245,0.33
3158,0.23,0.25,0.33
3159,0.23,0.25,0.33
3160,0.255,0.24,0.335
3161,0.23,0.245,0.335
3162,0.235,0.235,0.33
3163,0.23,0.225,0.335
3164,0.25,0.24,0.335
3165,0.23,0.235,0.34
3166,0.23,0.25,0.335
3167,0.23,0.245,0.33
3168,0.23,0.245,0.335
3169,0.23,0.235,0.33
3170,0.23,0.245,0.335
3171,0.25,0.25,0.335
3172,0.23,0.225,0.345
3173,0.22,0.24,0.34
3174,0.23,0.25,0.335
3175,0.245,0.24,0.335
3176,0.255,0.245,0.335
3177,0.24,0.235,0.33
3178,0.225,0.235,0.335
3179,0.225,0.225,0.335
3180,0.235,0.245,0.335
3181,0.23,0.24,0.335
3182,0.24,0.235,0.335
3183,0.23,0.24,0.335
3184,0.245,0.24,0.335
3185,0.24,0.245,0.33
3186,0.23,0.24,0.335
3187,0.245,0.25,0.34
3188,0.235,0.23,0.335
3189,0.23,0.24,0.335
3190,0.265,0.25,0.345
3191,0.225,0.245,0.335
3192,0.22,0.24,0.335
3193,0.245,0.245,0.335
3194,0.23,0.245,0.335
3195,0.24,0.24,0.335
3196,0.24,0.25,0.335
3197,0.24,0.25,0.335
3198,0.23,0.245,0.335
3199,0.235,0.24,0.33
3200,0.245,0.245,0.335
3201,0.235,0.24,0.34
3202,0.245,0.235,0.335
3203,0.235,0.24,0.33
3204,0.235,0.245,0.335
3205,0.24,0.24,0.335
3206,0.22,0.25,0.335
3207,0.245,0.245,0.335
3208,0.24,0.25,0.33
3209,0.26,0.255,0.34
3210,0.245,0.25,0.335
3211,0.23,0.24,0.335
3212,0.24,0.24,0.33
3213,0.255,0.245,0.33
3214,0.24,0.235,0.33
3215,0.24,0.255,0.33
3216,0.225,0.24,0.335
3217,0.24,0.245,0.33
3218,0.225,0.23,0.33
3219,0.235,0.225,0.335
3220,0.235,0.235,0.33
3221,0.24,0.27,0.33
3222,0.24,0.245,0.335
3223,0.24,0.245,0.335
3224,0.235,0.24,0.335
3225,0.225,0.24,0.335
3226,0.23,0.235,0.335
3227,0.24,0.25,0.34
3228,0.245,0.24,0.335
3229,0.23,0.235,0.335
3230,0.245,0.245,0.335
3231,0.255,0.255,0.335
3232,0.23,0.235,0.33
3233,0.23,0.24,0.335
3234,0.275,0.25,0.33
3235,0.24,0.245,0.335
3236,0.25,0.245,0.335
3237,0.26,0.245,0.335
3238,0.23,0.25,0.345
3239,0.23,0.24,0.335
3240,0.23,0.24,0.335
3241,0.23,0.23,0.34
3242,0.24,0.255,0.335
3243,0.23,0.235,0.33
3244,0.245,0.26,0.335
3245,0.24,0.25,0.335
3246,0.245,0.23,0.335
3247,0.23,0.25,0.34
3248,0.24,0.25,0.33
3249,0.23,0.245,0.33
3250,0.245,0.24,0.335
3251,0.23,0.245,0.335
3252,0.22,0.24,0.34
3253,0.225,0.235,0.34
3254,0.23,0.235,0.335
3255,0.245,0.245,0.335
3256,0.225,0.245,0.34
3257,0.245,0.24,0.34
3258,0.23,0.245,0.34
3259,0.24,0.235,0.34
3260,0.235,0.23,0.335
3261,0.245,0.235,0.335
3262,0.23,0.25,0.335
3263,0.235,0.25,0.34
3264,0.245,0.255,0.335
3265,0.24,0.24,0.335
3266,0.23,0.235,0.335
3267,0.25,0.24,0.335
3268,0.23,0.225,0.335
3269,0.23,0.245,0.335
3270,0.24,0.235,0.335
3271,0.255,0.25,0.335
3272,0.26,0.245,0.335
3273,0.225,0.27,0.335
3274,0.24,0.245,0.335
3275,0.245,0.255,0.33
3276,0.23,0.24,0.335
3277,0.23,0.24,0.335
3278,0.24,0.24,0.33
3279,0.24,0.24,0.34
3280,0.255,0.245,0.335
3281,0.23,0.235,0.335
3282,0.23,0.24,0.335
3283,0.245,0.245,0.335
3284,0.23,0.24,0.335
3285,0.23,0.245,0.34
3286,0.23,0.24,0.335
3287,0.23,0.245,0.335
3288,0.24,0.245,0.335
3289,0.25,0.235,0.33
3290,0.235,0.235,0.355
3291,0.23,0.245,0.335
3292,0.245,0.245,0.33
3293,0.24,0.245,0.335
3294,0.24,0.25,0.345
3295,0.24,0.255,0.335
3296,0.23,0.245,0.335
3297,0.27,0.245,0.335
3298,0.225,0.255,0.34
3299,0.23,0.225,0.33
3300,0.23,0.25,0.33
3301,0.23,0.24,0.33
3302,0.23,0.235,0.34
3303,0.23,0.25,0.335
3304,0.24,0.24,0.335
3305,0.235,0.245,0.33
3306,0.23,0.245,0.335
3307,0.245,0.25,0.34
3308,0.23,0.245,0.335
3309,0.23,0.23,0.335
3310,0.25,0.25,0.335
3311,0.23,0.235,0.335
3312,0.23,0.245,0.335
3313,0.255,0.235,0.335
3314,0.245,0.245,0.33
3315,0.22,0.25,0.33
3316,0.23,0.245,0.335
3317,0.25,0.23,0.335
3318,0.23,0.245,0.335
3319,0.235,0.245,0.335
3320,0.24,0.235,0.34
3321,0.24,0.24,0.345
3322,0.24,0.235,0.33
3323,0.23,0.23,0.335
3324,0.24,0.235,0.33
3325,0.235,0.24,0.335
3326,0.23,0.24,0.33
3327,0.23,0.25,0.335
3328,0.23,0.235,0.335
3329,0.23,0.235,0.335
3330,0.235,0.24,0.335
3331,0.235,0.245,0.335
3332,0.23,0.245,0.33
3333,0.235,0.245,0.33
3334,0.23,0.24,0.335
3335,0.23,0.24,0.335
3336,0.23,0.25,0.33
3337,0.23,0.25,0.335
3338,0.235,0.24,0.335
3339,0.22,0.23,0.335
3340,0.235,0.245,0.335
3341,0.24,0.225,0.33
3342,0.225,0.25,0.335
3343,0.24,0.235,0.33
3344,0.22,0.24,0.34
3345,0.23,0.235,0.34
3346,0.24,0.225,0.335
3347,0.23,0.25,0.33
3348,0.245,0.23,0.335
3349,0.23,0.24,0.335
3350,0.23,0.24,0.335
3351,0.24,0.245,0.335
3352,0.235,0.25,0.335
3353,0.23,0.25,0.33
3354,0.235,0.24,0.33
3355,0.24,0.23,0.335
3356,0.23,0.235,0.33
3357,0.245,0.245,0.335
3358,0.22,0.255,0.33
3359,0.23,0.245,0.335
3360,0.24,0.24,0.335
3361,0.225,0.245,0.335
3362,0.23,0.23,0.33
3363,0.225,0.23,0.335
3364,0.225,0.24,0.33
3365,0.23,0.245,0.335
3366,0.245,0.24,0.33
3367,0.235,0.25,0.335
3368,0.245,0.245,0.335
3369,0.235,0.245,0.34
3370,0.225,0.24,0.335
3371,0.23,0.235,0.335
3372,0.23,0.24,0.335
3373,0.22,0.235,0.335
3374,0.235,0.225,0.33
3375,0.22,0.25,0.335
3376,0.225,0.24,0.34
3377,0.23,0.24,0.335
3378,0.23,0.24,0.33
3379,0.24,0.25,0.335
3380,0.23,0.235,0.335
3381,0.235,0.23,0.335
3382,0.24,0.245,0.33
3383,0.235,0.25,0.335
3384,0.245,0.235,0.335
3385,0.23,0.235,0.33
3386,0.225,0.245,0.335
3387,0.22,0.235,0.335
3388,0.23,0.25,0.335
3389,0.23,0.235,0.335
3390,0.225,0.235,0.335
3391,0.23,0.245,0.34
3392,0.23,0.24,0.335
3393,0.225,0.24,0.33
3394,0.23,0.24,0.33
3395,0.22,0.235,0.335
3396,0.235,0.235,0.335
3397,0.23,0.24,0.335
3398,0.23,0.245,0.33
3399,0.245,0.24,0.335
3400,0.23,0.245,0.33
3401,0.235,0.24,0.335
3402,0.225,0.23,0.335
3403,0.225,0.24,0.335
3404,0.23,0.245,0.335
3405,0.23,0.24,0.335
3406,0.24,0.23,0.335
3407,0.225,0.24,0.33
3408,0.23,0.23,0.335
3409,0.23,0.25,0.335
3410,0.23,0.24,0.33
3411,0.225,0.255,0.335
3412,0.23,0.235,0.335
3413,0.225,0.245,0.335
3414,0.245,0.245,0.335
3415,0.22,0.235,0.335
3416,0.225,0.245,0.335
3417,0.22,0.235,0.335
3418,0.225,0.25,0.335
3419,0.23,0.24,0.33
3420,0.255,0.24,0.33
3421,0.23,0.235,0.335
3422,0.235,0.24,0.335
3423,0.23,0.24,0.335
3424,0.24,0.235,0.33
3425,0.22,0.235,0.335
3426,0.23,0.24,0.34
3427,0.23,0.295,0.335
3428,0.23,0.245,0.335
3429,0.225,0.24,0.335
3430,0.23,0.23,0.335
3431,0.245,0.245,0.33
3432,0.23,0.245,0.335
3433,0.24,0.24,0.33
3434,0.235,0.235,0.335
3435,0.235,0.235,0.33
3436,0.225,0.245,0.335
3437,0.225,0.24,0.33
3438,0.23,0.245,0.335
3439,0.24,0.24,0.335
3440,0.23,0.24,0.335
3441,0.22,0.25,0.335
3442,0.23,0.25,0.33
3443,0.22,0.23,0.33
3444,0.22,0.25,0.335
3445,0.235,0.235,0.34
3446,0.23,0.24,0.335
3447,0.235,0.235,0.335
3448,0.23,0.23,0.335
3449,0.24,0.23,0.33
3450,0.23,0.23,0.335
3451,0.23,0.24,0.34
3452,0.235,0.235,0.34
3453,0.235,0.245,0.335
3454,0.235,0.245,0.335
3455,0.235,0.25,0.335
3456,0.24,0.235,0.335
3457,0.23,0.24,0.33
3458,0.23,0.24,0.335
3459,0.235,0.235,0.33
3460,0.225,0.255,0.33
3461,0.235,0.235,0.335
3462,0.22,0.23,0.33
3463,0.245,0.235,0.335
3464,0.23,0.24,0.34
3465,0.23,0.23,0.33
3466,0.225,0.245,0.335
3467,0.225,0.235,0.33
3468,0.24,0.25,0.335
3469,0.23,0.235,0.335
3470,0.23,0.25,0.335
3471,0.225,0.24,0.33
3472,0.23,0.245,0.335
3473,0.245,0.25,0.335
3474,0.24,0.245,0.335
3475,0.23,0.245,0.335
3476,0.235,0.23,0.335
3477,0.235,0.24,0.335
3478,0.235,0.24,0.335
3479,0.23,0.235,0.335
3480,0.23,0.245,0.335
3481,0.24,0.23,0.335
3482,0.24,0.23,0.335
3483,0.245,0.24,0.33
3484,0.23,0.245,0.335
3485,0.235,0.255,0.335
3486,0.23,0.225,0.33
3487,0.225,0.24,0.33
3488,0.22,0.245,0.335
3489,0.23,0.24,0.33
3490,0.235,0.255,0.335
3491,0.245,0.235,0.335
3492,0.23,0.245,0.335
3493,0.23,0.235,0.335
3494,0.23,0.225,0.335
3495,0.24,0.245,0.335
3496,0.24,0.24,0.335
3497,0.24,0.23,0.335
3498,0.225,0.24,0.335
3499,0.23,0.24,0.335
3500,0.22,0.245,0.34
3501,0.255,0.245,0.335
3502,0.24,0.24,0.33
3503,0.23,0.245,0.33
3504,0.225,0.24,0.335
3505,0.245,0.245,0.335
3506,0.245,0.245,0.34
3507,0.225,0.235,0.33
3508,0.23,0.235,0.335
3509,0.23,0.235,0.335
3510,0.24,0.24,0.335
3511,0.25,0.23,0.33
3512,0.245,0.23,0.335
3513,0.225,0.25,0.33
3514,0.23,0.24,0.335
3515,0.23,0.25,0.335
3516,0.245,0.245,0.335
3517,0.225,0.235,0.33
3518,0.22,0.23,0.34
3519,0.225,0.23,0.335
3520,0.235,0.235,0.33
3521,0.23,0.24,0.335
3522,0.235,0.235,0.33
3523,0.23,0.235,0.335
3524,0.235,0.245,0.335
3525,0.24,0.235,0.33
3526,0.235,0.25,0.33
3527,0.235,0.24,0.34
3528,0.235,0.24,0.335
3529,0.235,0.24,0.335
3530,0.245,0.24,0.335
3531,0.22,0.245,0.335
3532,0.25,0.23,0.335
3533,0.23,0.235,0.335
3534,0.225,0.24,0.33
3535,0.23,0.24,0.33
3536,0.23,0.23,0.335
3537,0.245,0.23,0.33
3538,0.23,0.235,0.33
3539,0.23,0.24,0.335
3540,0.225,0.245,0.335
3541,0.23,0.245,0.335
3542,0.23,0.245,0.33
3543,0.225,0.24,0.335
3544,0.225,0.245,0.33
3545,0.24,0.245,0.33
3546,0.225,0.23,0.345
3547,0.235,0.26,0.34
3548,0.24,0.245,0.335
3549,0.225,0.235,0.335
3550,0.235,0.24,0.335
3551,0.23,0.25,0.335
3552,0.24,0.24,0.33
3553,0.23,0.245,0.33
3554,0.225,0.23,0.33
3555,0.23,0.245,0.33
3556,0.23,0.24,0.335
3557,0.225,0.24,0.335
3558,0.225,0.245,0.335
3559,0.225,0.24,0.33
3560,0.24,0.235,0.33
3561,0.245,0.24,0.335
3562,0.24,0.25,0.335
3563,0.23,0.245,0.33
3564,0.225,0.25,0.335
3565,0.23,0.24,0.335
3566,0.235,0.235,0.335
3567,0.23,0.235,0.335
3568,0.235,0.24,0.335
3569,0.23,0.235,0.33
3570,0.22,0.225,0.335
3571,0.225,0.245,0.335
3572,0.225,0.25,0.335
3573,0.22,0.24,0.33
3574,0.23,0.24,0.33
3575,0.24,0.245,0.335
3576,0.23,0.23,0.335
3577,0.23,0.245,0.335
3578,0.245,0.24,0.335
3579,0.225,0.26,0.335
3580,0.23,0.235,0.335
3581,0.235,0.235,0.34
3582,0.23,0.235,0.335
3583,0.23,0.23,0.335
3584,0.245,0.235,0.335
3585,0.25,0.26,0.335
3586,0.235,0.24,0.335
3587,0.245,0.245,0.335
3588,0.25,0.23,0.335
3589,0.23,0.245,0.33
3590,0.24,0.245,0.335
3591,0.23,0.24,0.34
3592,0.24,0.235,0.335
3593,0.245,0.235,0.34
3594,0.245,0.245,0.335
3595,0.23,0.25,0.335
3596,0.245,0.25,0.335
3597,0.23,0.24,0.335
3598,0.235,0.245,0.335
3599,0.23,0.25,0.33
3600,0.235,0.24,0.34
3601,0.235,0.245,0.335
3602,0.23,0.25,0.335
3603,0.235,0.24,0.33
3604,0.23,0.235,0.33
3605,0.25,0.235,0.335
3606,0.23,0.24,0.345
3607,0.245,0.245,0.335
3608,0.25,0.24,0.33
3609,0.245,0.25,0.34
3610,0.23,0.235,0.335
3611,0.24,0.25,0.335
3612,0.23,0.255,0.335
3613,0.23,0.245,0.335
3614,0.23,0.24,0.335
3615,0.23,0.235,0.335
3616,0.23,0.24,0.335
3617,0.24,0.23,0.34
3618,0.235,0.24,0.33
3619,0.235,0.245,0.335
3620,0.245,0.24,0.33
3621,0.23,0.24,0.335
3622,0.23,0.245,0.34
3623,0.235,0.235,0.335
3624,0.23,0.24,0.33
3625,0.23,0.24,0.33
3626,0.24,0.24,0.335
3627,0.23,0.23,0.335
3628,0.245,0.245,0.335
3629,0.24,0.245,0.33
3630,0.23,0.245,0.33
3631,0.235,0.235,0.335
3632,0.245,0.245,0.335
3633,0.245,0.24,0.33
3634,0.255,0.24,0.335
3635,0.235,0.24,0.335
3636,0.23,0.245,0.335
3637,0.23,0.24,0.33
3638,0.25,0.245,0.335
3639,0.23,0.235,0.33
3640,0.245,0.24,0.335
3641,0.225,0.25,0.335
3642,0.23,0.24,0.33
3643,0.235,0.235,0.335
3644,0.245,0.25,0.34
3645,0.23,0.235,0.335
3646,0.235,0.235,0.33
3647,0.23,0.245,0.335
3648,0.225,0.23,0.335
3649,0.23,0.245,0.335
3650,0.235,0.235,0.335
3651,0.24,0.245,0.34
3652,0.23,0.24,0.345
3653,0.235,0.23,0.335
3654,0.23,0.245,0.335
3655,0.245,0.23,0.34
3656,0.235,0.23,0.335
3657,0.24,0.24,0.33
3658,0.245,0.245,0.345
3659,0.235,0.23,0.335
3660,0.235,0.24,0.335
3661,0.23,0.25,0.335
3662,0.245,0.24,0.345
3663,0.23,0.24,0.335
3664,0.25,0.255,0.33
3665,0.23,0.24,0.33
3666,0.26,0.24,0.335
3667,0.225,0.24,0.335
3668,0.24,0.24,0.34
3669,0.225,0.245,0.335
3670,0.23,0.25,0.335
3671,0.23,0.245,0.345
3672,0.235,0.25,0.34
3673,0.245,0.24,0.335
3674,0.23,0.24,0.335
3675,0.23,0.235,0.335
3676,0.23,0.25,0.33
3677,0.245,0.245,0.335
3678,0.225,0.25,0.335
3679,0.235,0.255,0.335
3680,0.245,0.245,0.33
3681,0.24,0.25,0.335
3682,0.23,0.245,0.335
3683,0.23,0.24,0.33
3684,0.23,0.235,0.335
3685,0.265,0.235,0.335
3686,0.23,0.25,0.335
3687,0.23,0.24,0.33
3688,0.225,0.25,0.335
3689,0.25,0.235,0.335
3690,0.245,0.245,0.335
3691,0.23,0.235,0.335
3692,0.265,0.245,0.335
3693,0.245,0.24,0.335
3694,0.23,0.235,0.335
3695,0.26,0.24,0.33
3696,0.25,0.23,0.33
3697,0.25,0.23,0.335
3698,0.23,0.235,0.335
3699,0.24,0.235,0.33
3700,0.23,0.225,0.335
3701,0.24,0.23,0.335
3702,0.23,0.245,0.335
3703,0.245,0.245,0.335
3704,0.235,0.235,0.335
3705,0.23,0.245,0.33
3706,0.235,0.245,0.335
3707,0.24,0.245,0.34
3708,0.24,0.245,0.335
3709,0.24,0.235,0.335
3710,0.235,0.25,0.335
3711,0.23,0.24,0.335
3712,0.24,0.25,0.335
3713,0.24,0.235,0.335
3714,0.255,0.24,0.335
3715,0.235,0.25,0.335
3716,0.23,0.235,0.335
3717,0.23,0.24,0.33
3718,0.235,0.24,0.335
3719,0.235,0.235,0.335
3720,0.23,0.25,0.335
3721,0.23,0.245,0.335
3722,0.225,0.245,0.33
3723,0.22,0.235,0.335
3724,0.23,0.25,0.33
3725,0.235,0.245,0.33
3726,0.235,0.255,0.335
3727,0.235,0.245,0.335
3728,0.245,0.26,0.335
3729,0.22,0.24,0.33
3730,0.24,0.235,0.335
3731,0.255,0.25,0.335
3732,0.23,0.24,0.33
3733,0.235,0.25,0.335
3734,0.235,0.25,0.33
3735,0.25,0.23,0.33
3736,0.23,0.245,0.335
3737,0.24,0.245,0.345
3738,0.23,0.24,0.33
3739,0.24,0.235,0.33
3740,0.225,0.275,0.345
3741,0.235,0.25,0.335
3742,0.235,0.235,0.33
3743,0.24,0.235,0.335
3744,0.23,0.235,0.345
3745,0.235,0.24,0.335
3746,0.23,0.235,0.335
3747,0.23,0.235,0.335
3748,0.23,0.235,0.335
3749,0.22,0.23,0.355
3750,0.23,0.25,0.335
3751,0.26,0.24,0.335
3752,0.23,0.23,0.335
3753,0.23,0.24,0.335
3754,0.23,0.245,0.335
3755,0.23,0.24,0.33
3756,0.24,0.24,0.335
3757,0.235,0.225,0.34
3758,0.255,0.24,0.33
3759,0.245,0.235,0.335
3760,0.23,0.25,0.335
3761,0.24,0.225,0.33
3762,0.225,0.24,0.345
3763,0.23,0.235,0.335
3764,0.23,0.23,0.335
3765,0.235,0.245,0.34
3766,0.245,0.235,0.335
3767,0.245,0.235,0.33
3768,0.225,0.245,0.335
3769,0.235,0.245,0.335
3770,0.245,0.24,0.335
3771,0.24,0.245,0.335
3772,0.225,0.245,0.33
3773,0.23,0.245,0.335
3774,0.27,0.26,0.335
3775,0.23,0.24,0.335
3776,0.24,0.265,0.335
3777,0.24,0.24,0.33
3778,0.23,0.245,0.335
3779,0.235,0.24,0.335
3780,0.235,0.23,0.335
3781,0.235,0.24,0.335
3782,0.22,0.245,0.335
3783,0.245,0.24,0.33
3784,0.24,0.23,0.33
3785,0.24,0.245,0.335
3786,0.235,0.25,0.33
3787,0.235,0.25,0.33
3788,0.235,0.25,0.335
3789,0.23,0.23,0.335
3790,0.23,0.24,0.33
3791,0.25,0.25,0.33
3792,0.245,0.255,0.335
3793,0.235,0.245,0.33
