,F01,F02,F03,F04
7059,0.24,0.195,0.195,0.21
7060,0.24,0.205,0.195,0.2
7061,0.24,0.2,0.205,0.195
7062,0.24,0.205,0.195,0.195
7063,0.24,0.19,0.215,0.215
7064,0.24,0.195,0.19,0.2
7065,0.24,0.195,0.19,0.195
7066,0.24,0.19,0.2,0.205
7067,0.24,0.195,0.2,0.195
7068,0.24,0.195,0.19,0.2
7069,0.24,0.19,0.205,0.19
7070,0.24,0.195,0.195,0.225
7071,0.24,0.195,0.19,0.21
7072,0.24,0.2,0.185,0.195
7073,0.24,0.24,0.195,0.2
7074,0.24,0.2,0.22,0.205
7075,0.24,0.2,0.205,0.235
7076,0.24,0.195,0.2,0.205
7077,0.24,0.2,0.19,0.195
7078,0.24,0.195,0.195,0.265
7079,0.24,0.195,0.215,0.195
7080,0.24,0.2,0.21,0.195
7081,0.24,0.215,0.205,0.235
7082,0.24,0.195,0.205,0.215
7083,0.24,0.195,0.2,0.21
7084,0.24,0.19,0.205,0.205
7085,0.24,0.205,0.19,0.215
7086,0.24,0.185,0.21,0.195
7087,0.24,0.195,0.195,0.19
7088,0.24,0.24,0.195,0.205
7089,0.24,0.195,0.205,0.195
7090,0.24,0.19,0.2,0.205
7091,0.24,0.2,0.215,0.19
7092,0.24,0.205,0.19,0.2
7093,0.24,0.195,0.2,0.19
7094,0.24,0.2,0.19,0.2
7095,0.24,0.205,0.19,0.205
7096,0.24,0.22,0.195,0.195
7097,0.265,0.195,0.2,0.2
7098,0.24,0.21,0.225,0.195
7099,0.24,0.19,0.19,0.195
7100,0.24,0.2,0.19,0.19
7101,0.24,0.195,0.21,0.2
7102,0.24,0.195,0.2,0.195
7103,0.24,0.235,0.195,0.19
7104,0.24,0.19,0.22,0.2
7105,0.24,0.19,0.2,0.21
7106,0.24,0.225,0.215,0.2
7107,0.24,0.2,0.205,0.315
7108,0.24,0.19,0.21,0.2
7109,0.24,0.195,0.195,0.205
7110,0.24,0.195,0.215,0.21
7111,0.24,0.195,0.2,0.2
7112,0.24,0.2,0.19,0.205
7113,0.24,0.225,0.19,0.205
7114,0.24,0.195,0.2,0.225
7115,0.24,0.215,0.21,0.2
7116,0.24,0.195,0.205,0.25
7117,0.24,0.19,0.195,0.205
7118,0.25,0.22,0.2,0.19
7119,0.24,0.24,0.21,0.255
7120,0.24,0.195,0.195,0.205
7121,0.24,0.215,0.195,0.195
7122,0.26,0.205,0.19,0.23
7123,0.24,0.2,0.205,0.195
7124,0.24,0.195,0.205,0.195
7125,0.24,0.22,0.185,0.2
7126,0.24,0.2,0.21,0.205
7127,0.24,0.205,0.225,0.215
7128,0.24,0.195,0.2,0.205
7129,0.24,0.185,0.2,0.2
7130,0.24,0.205,0.205,0.195
7131,0.24,0.2,0.195,0.205
7132,0.24,0.19,0.2,0.195
7133,0.24,0.185,0.24,0.2
7134,0.24,0.21,0.205,0.2
7135,0.24,0.195,0.205,0.195
7136,0.24,0.195,0.21,0.195
7137,0.24,0.215,0.2,0.21
7138,0.24,0.195,0.215,0.205
7139,0.24,0.19,0.195,0.21
7140,0.24,0.24,0.195,0.195
7141,0.24,0.205,0.19,0.195
7142,0.24,0.185,0.205,0.21
7143,0.24,0.19,0.19,0.265
7144,0.24,0.215,0.2,0.2
7145,0.24,0.215,0.2,0.225
7146,0.24,0.215,0.22,0.205
7147,0.24,0.19,0.215,0.195
7148,0.24,0.195,0.215,0.195
7149,0.24,0.195,0.255,0.2
7150,0.24,0.2,0.215,0.195
7151,0.24,0.205,0.2,0.195
7152,0.24,0.195,0.195,0.2
7153,0.24,0.2,0.205,0.2
7154,0.24,0.2,0.215,0.195
7155,0.24,0.205,0.2,0.19
7156,0.24,0.2,0.205,0.2
7157,0.24,0.205,0.2,0.22
7158,0.24,0.23,0.2,0.205
7159,0.24,0.195,0.22,0.225
7160,0.24,0.21,0.19,0.2
7161,0.24,0.19,0.22,0.195
7162,0.24,0.195,0.21,0.19
7163,0.24,0.195,0.205,0.28
7164,0.24,0.195,0.185,0.21
7165,0.24,0.195,0.2,0.21
7166,0.24,0.21,0.2,0.19
7167,0.24,0.22,0.21,0.2
7168,0.24,0.2,0.2,0.295
7169,0.24,0.21,0.205,0.195
7170,0.24,0.205,0.205,0.195
7171,0.24,0.19,0.195,0.235
7172,0.26,0.2,0.21,0.2
7173,0.24,0.215,0.215,0.195
7174,0.24,0.195,0.195,0.2
7175,0.24,0.21,0.2,0.195
7176,0.24,0.26,0.25,0.235
7177,0.24,0.275,0.19,0.2
7178,0.24,0.195,0.24,0.19
7179,0.24,0.205,0.195,0.22
7180,0.24,0.2,0.245,0.23
7181,0.24,0.2,0.225,0.19
7182,0.24,0.195,0.215,0.195
7183,0.24,0.19,0.205,0.21
7184,0.24,0.21,0.2,0.21
7185,0.24,0.2,0.195,0.2
7186,0.24,0.23,0.195,0.2
7187,0.24,0.195,0.215,0.2
7188,0.24,0.195,0.24,0.195
7189,0.24,0.2,0.195,0.195
7190,0.24,0.28,0.185,0.225
7191,0.24,0.21,0.205,0.2
7192,0.24,0.2,0.2,0.265
7193,0.24,0.205,0.19,0.21
7194,0.24,0.2,0.195,0.185
7195,0.24,0.195,0.195,0.195
7196,0.24,0.2,0.2,0.195
7197,0.24,0.195,0.22,0.205
7198,0.24,0.19,0.195,0.2
7199,0.24,0.2,0.2,0.205
7200,0.24,0.215,0.2,0.215
7201,0.24,0.195,0.19,0.215
7202,0.24,0.195,0.19,0.215
7203,0.24,0.215,0.195,0.2
7204,0.24,0.205,0.19,0.215
7205,0.24,0.195,0.195,0.195
7206,0.24,0.215,0.185,0.195
7207,0.24,0.19,0.2,0.205
7208,0.24,0.22,0.2,0.23
7209,0.24,0.19,0.2,0.2
7210,0.24,0.215,0.195,0.19
7211,0.24,0.195,0.185,0.19
7212,0.24,0.195,0.2,0.195
7213,0.24,0.21,0.2,0.19
7214,0.24,0.205,0.205,0.19
7215,0.24,0.19,0.19,0.21
7216,0.24,0.21,0.195,0.195
7217,0.24,0.2,0.2,0.185
7218,0.24,0.195,0.195,0.2
7219,0.24,0.185,0.19,0.21
7220,0.24,0.185,0.2,0.185
7221,0.24,0.19,0.195,0.185
7222,0.24,0.21,0.185,0.195
7223,0.24,0.21,0.2,0.2
7224,0.24,0.2,0.19,0.195
7225,0.24,0.21,0.19,0.2
7226,0.24,0.215,0.19,0.23
7227,0.24,0.195,0.195,0.2
7228,0.24,0.19,0.2,0.225
7229,0.24,0.205,0.2,0.195
7230,0.275,0.2,0.185,0.2
7231,0.24,0.195,0.195,0.2
7232,0.24,0.21,0.23,0.185
7233,0.24,0.205,0.19,0.21
7234,0.24,0.205,0.2,0.205
7235,0.24,0.195,0.195,0.19
7236,0.24,0.185,0.195,0.19
7237,0.24,0.19,0.21,0.19
7238,0.305,0.21,0.205,0.2
7239,0.24,0.19,0.2,0.2
7240,0.24,0.205,0.195,0.195
7241,0.24,0.2,0.19,0.205
7242,0.24,0.205,0.2,0.195
7243,0.24,0.21,0.205,0.2
7244,0.24,0.195,0.195,0.195
7245,0.24,0.23,0.205,0.205
7246,0.24,0.2,0.195,0.19
7247,0.24,0.195,0.21,0.215
7248,0.24,0.2,0.2,0.195
7249,0.24,0.18,0.195,0.205
7250,0.24,0.195,0.2,0.195
7251,0.24,0.19,0.195,0.195
7252,0.24,0.2,0.2,0.215
7253,0.24,0.205,0.195,0.195
7254,0.24,0.195,0.205,0.2
7255,0.24,0.21,0.245,0.195
7256,0.24,0.2,0.195,0.2
7257,0.24,0.205,0.195,0.195
7258,0.24,0.195,0.2,0.215
7259,0.24,0.19,0.195,0.22
7260,0.24,0.23,0.195,0.19
7261,0.24,0.2,0.205,0.2
7262,0.24,0.195,0.205,0.22
7263,0.24,0.195,0.2,0.2
7264,0.24,0.2,0.195,0.185
7265,0.24,0.19,0.2,0.2
7266,0.24,0.275,0.2,0.205
7267,0.24,0.195,0.21,0.2
7268,0.24,0.21,0.205,0.195
7269,0.24,0.205,0.195,0.195
7270,0.24,0.19,0.19,0.195
7271,0.24,0.205,0.205,0.2
7272,0.24,0.195,0.195,0.21
7273,0.24,0.2,0.215,0.2
7274,0.24,0.205,0.205,0.19
7275,0.24,0.195,0.2,0.19
7276,0.24,0.19,0.19,0.19
7277,0.24,0.195,0.19,0.2
7278,0.24,0.22,0.2,0.205
7279,0.24,0.195,0.195,0.195
7280,0.24,0.195,0.19,0.2
7281,0.24,0.2,0.245,0.205
7282,0.24,0.205,0.21,0.205
7283,0.24,0.19,0.22,0.195
7284,0.24,0.195,0.195,0.195
7285,0.24,0.21,0.19,0.205
7286,0.24,0.2,0.195,0.2
7287,0.24,0.2,0.215,0.195
7288,0.24,0.195,0.215,0.2
7289,0.24,0.21,0.19,0.195
7290,0.24,0.195,0.2,0.195
7291,0.24,0.195,0.2,0.22
7292,0.24,0.195,0.205,0.205
7293,0.24,0.21,0.19,0.22
7294,0.24,0.19,0.2,0.19
7295,0.24,0.195,0.205,0.2
7296,0.24,0.225,0.195,0.19
7297,0.24,0.245,0.22,0.2
7298,0.24,0.2,0.2,0.195
7299,0.24,0.215,0.2,0.195
7300,0.24,0.205,0.2,0.2
7301,0.24,0.2,0.195,0.21
7302,0.24,0.24,0.23,0.205
7303,0.24,0.195,0.19,0.195
7304,0.24,0.19,0.205,0.22
7305,0.24,0.195,0.195,0.19
7306,0.24,0.195,0.2,0.2
7307,0.24,0.185,0.21,0.205
7308,0.24,0.195,0.195,0.195
7309,0.24,0.195,0.2,0.195
7310,0.24,0.22,0.21,0.195
7311,0.24,0.2,0.19,0.195
7312,0.24,0.21,0.205,0.195
7313,0.24,0.2,0.19,0.22
7314,0.24,0.215,0.19,0.19
7315,0.24,0.215,0.19,0.195
7316,0.24,0.225,0.2,0.21
7317,0.24,0.19,0.2,0.195
7318,0.24,0.25,0.195,0.195
7319,0.24,0.205,0.19,0.225
7320,0.24,0.195,0.22,0.185
7321,0.24,0.205,0.19,0.195
7322,0.24,0.22,0.19,0.21
7323,0.24,0.2,0.195,0.195
7324,0.24,0.22,0.195,0.2
7325,0.24,0.195,0.19,0.195
7326,0.24,0.185,0.2,0.215
7327,0.24,0.205,0.19,0.23
7328,0.24,0.2,0.21,0.195
7329,0.24,0.225,0.21,0.205
7330,0.24,0.2,0.19,0.235
7331,0.24,0.21,0.205,0.2
7332,0.24,0.205,0.21,0.195
7333,0.24,0.195,0.235,0.195
7334,0.24,0.185,0.2,0.195
7335,0.24,0.195,0.195,0.19
7336,0.24,0.21,0.2,0.2
7337,0.24,0.225,0.215,0.205
7338,0.24,0.195,0.19,0.2
7339,0.24,0.215,0.185,0.2
7340,0.24,0.2,0.21,0.2
7341,0.24,0.205,0.19,0.205
7342,0.24,0.2,0.2,0.2
7343,0.24,0.2,0.2,0.195
7344,0.24,0.22,0.2,0.195
7345,0.24,0.19,0.195,0.195
7346,0.24,0.21,0.205,0.2
7347,0.24,0.205,0.205,0.215
7348,0.24,0.21,0.195,0.205
7349,0.24,0.19,0.205,0.195
7350,0.24,0.195,0.2,0.205
7351,0.24,0.195,0.2,0.19
7352,0.24,0.205,0.195,0.195
7353,0.24,0.195,0.195,0.2
7354,0.24,0.185,0.195,0.21
7355,0.24,0.19,0.19,0.225
7356,0.24,0.19,0.185,0.225
7357,0.24,0.185,0.23,0.19
7358,0.24,0.2,0.19,0.225
7359,0.24,0.205,0.195,0.2
7360,0.24,0.2,0.195,0.21
7361,0.24,0.2,0.2,0.22
7362,0.24,0.195,0.195,0.22
7363,0.24,0.2,0.195,0.21
7364,0.24,0.25,0.25,0.205
7365,0.24,0.23,0.2,0.22
7366,0.24,0.195,0.21,0.195
7367,0.24,0.2,0.2,0.205
7368,0.24,0.19,0.19,0.2
7369,0.24,0.195,0.205,0.195
7370,0.24,0.195,0.195,0.21
7371,0.24,0.205,0.205,0.215
7372,0.24,0.2,0.195,0.195
7373,0.24,0.19,0.2,0.21
7374,0.24,0.185,0.2,0.19
7375,0.24,0.2,0.205,0.195
7376,0.24,0.19,0.195,0.19
7377,0.24,0.2,0.2,0.2
7378,0.24,0.2,0.19,0.215
7379,0.24,0.205,0.19,0.195
7380,0.24,0.21,0.205,0.21
7381,0.24,0.2,0.255,0.21
7382,0.24,0.19,0.185,0.2
7383,0.24,0.19,0.205,0.195
7384,0.24,0.195,0.205,0.19
7385,0.24,0.225,0.19,0.195
7386,0.24,0.215,0.19,0.195
7387,0.24,0.195,0.19,0.195
7388,0.24,0.185,0.19,0.195
7389,0.24,0.26,0.245,0.215
7390,0.24,0.195,0.2,0.19
7391,0.24,0.19,0.19,0.205
7392,0.24,0.195,0.195,0.2
7393,0.24,0.19,0.19,0.195
7394,0.24,0.205,0.19,0.23
7395,0.24,0.225,0.19,0.195
7396,0.24,0.22,0.2,0.195
7397,0.24,0.245,0.22,0.21
7398,0.24,0.2,0.19,0.205
7399,0.25,0.215,0.205,0.195
7400,0.24,0.215,0.215,0.2
7401,0.24,0.23,0.19,0.21
7402,0.24,0.195,0.2,0.195
7403,0.24,0.205,0.195,0.195
7404,0.24,0.2,0.215,0.19
7405,0.245,0.215,0.22,0.205
7406,0.24,0.19,0.195,0.195
7407,0.24,0.2,0.22,0.19
7408,0.24,0.2,0.185,0.205
7409,0.24,0.2,0.195,0.2
7410,0.24,0.185,0.205,0.195
7411,0.24,0.2,0.195,0.19
7412,0.24,0.205,0.195,0.21
7413,0.24,0.21,0.19,0.19
7414,0.24,0.19,0.21,0.22
7415,0.24,0.19,0.185,0.205
7416,0.24,0.195,0.19,0.225
7417,0.24,0.205,0.205,0.25
7418,0.24,0.195,0.205,0.24
7419,0.24,0.2,0.19,0.205
7420,0.24,0.2,0.21,0.205
7421,0.24,0.24,0.19,0.195
7422,0.24,0.22,0.2,0.195
7423,0.24,0.205,0.185,0.195
7424,0.24,0.2,0.205,0.195
7425,0.24,0.21,0.235,0.19
7426,0.24,0.195,0.195,0.22
7427,0.24,0.195,0.205,0.195
7428,0.24,0.23,0.195,0.2
7429,0.245,0.195,0.22,0.195
7430,0.24,0.215,0.195,0.205
7431,0.24,0.205,0.195,0.205
7432,0.24,0.215,0.215,0.245
7433,0.24,0.2,0.195,0.205
7434,0.24,0.2,0.19,0.205
7435,0.24,0.2,0.23,0.22
7436,0.24,0.205,0.195,0.2
7437,0.24,0.205,0.195,0.21
7438,0.245,0.195,0.195,0.195
7439,0.24,0.25,0.21,0.205
7440,0.24,0.195,0.195,0.225
7441,0.24,0.19,0.195,0.235
7442,0.24,0.19,0.24,0.205
7443,0.24,0.195,0.195,0.195
7444,0.24,0.195,0.235,0.255
7445,0.24,0.195,0.22,0.195
7446,0.24,0.195,0.23,0.19
7447,0.24,0.205,0.205,0.195
7448,0.24,0.205,0.2,0.195
7449,0.24,0.185,0.195,0.195
7450,0.24,0.195,0.21,0.195
7451,0.24,0.22,0.195,0.215
7452,0.24,0.195,0.245,0.2
7453,0.24,0.2,0.19,0.19
7454,0.24,0.195,0.21,0.21
7455,0.24,0.205,0.205,0.21
7456,0.24,0.2,0.19,0.195
7457,0.24,0.195,0.21,0.205
7458,0.24,0.195,0.205,0.2
7459,0.24,0.19,0.195,0.2
7460,0.24,0.195,0.19,0.205
7461,0.24,0.195,0.19,0.215
7462,0.24,0.195,0.21,0.22
7463,0.24,0.195,0.205,0.205
7464,0.24,0.2,0.19,0.195
7465,0.24,0.19,0.19,0.205
7466,0.24,0.19,0.205,0.225
7467,0.24,0.185,0.185,0.195
7468,0.265,0.2,0.21,0.2
7469,0.24,0.195,0.235,0.21
7470,0.24,0.225,0.19,0.195
7471,0.24,0.205,0.195,0.2
7472,0.24,0.205,0.225,0.2
7473,0.24,0.21,0.2,0.2
7474,0.24,0.2,0.21,0.2
7475,0.24,0.19,0.19,0.195
7476,0.24,0.195,0.215,0.2
7477,0.24,0.19,0.195,0.205
7478,0.24,0.215,0.22,0.225
7479,0.24,0.2,0.185,0.2
7480,0.24,0.235,0.19,0.19
7481,0.24,0.21,0.185,0.21
7482,0.24,0.195,0.21,0.2
7483,0.24,0.19,0.205,0.195
7484,0.24,0.2,0.235,0.195
7485,0.24,0.2,0.195,0.205
7486,0.24,0.185,0.195,0.235
7487,0.24,0.19,0.2,0.195
7488,0.24,0.195,0.195,0.195
7489,0.24,0.205,0.195,0.185
7490,0.24,0.195,0.19,0.25
7491,0.24,0.185,0.21,0.2
7492,0.24,0.2,0.195,0.2
7493,0.24,0.195,0.2,0.225
7494,0.24,0.225,0.23,0.195
7495,0.275,0.2,0.205,0.19
7496,0.24,0.21,0.195,0.21
7497,0.24,0.195,0.2,0.195
7498,0.24,0.19,0.195,0.195
7499,0.24,0.195,0.23,0.205
7500,0.24,0.195,0.205,0.205
7501,0.24,0.21,0.19,0.22
7502,0.24,0.195,0.19,0.215
7503,0.24,0.185,0.185,0.19
7504,0.24,0.19,0.205,0.205
7505,0.24,0.19,0.19,0.195
7506,0.24,0.19,0.195,0.195
7507,0.24,0.195,0.19,0.21
7508,0.24,0.205,0.195,0.4
7509,0.24,0.18,0.195,0.2
7510,0.24,0.19,0.195,0.195
7511,0.24,0.195,0.19,0.205
7512,0.24,0.195,0.19,0.195
7513,0.24,0.19,0.21,0.205
7514,0.24,0.19,0.195,0.2
7515,0.24,0.2,0.2,0.2
7516,0.24,0.2,0.195,0.2
7517,0.24,0.21,0.195,0.2
7518,0.24,0.23,0.195,0.195
7519,0.24,0.195,0.2,0.19
7520,0.24,0.19,0.2,0.2
7521,0.24,0.19,0.215,0.235
7522,0.24,0.185,0.2,0.205
7523,0.24,0.21,0.2,0.195
7524,0.24,0.195,0.22,0.2
7525,0.24,0.225,0.2,0.2
7526,0.24,0.275,0.195,0.195
7527,0.24,0.235,0.19,0.195
7528,0.24,0.2,0.195,0.195
7529,0.24,0.2,0.195,0.2
7530,0.24,0.205,0.195,0.195
7531,0.24,0.195,0.185,0.195
7532,0.24,0.215,0.2,0.21
7533,0.24,0.2,0.21,0.205
7534,0.24,0.2,0.21,0.19
7535,0.24,0.205,0.195,0.195
7536,0.24,0.195,0.2,0.195
7537,0.24,0.21,0.19,0.25
7538,0.24,0.2,0.2,0.215
7539,0.24,0.19,0.285,0.195
7540,0.24,0.195,0.235,0.21
7541,0.24,0.19,0.19,0.195
7542,0.24,0.195,0.26,0.205
7543,0.24,0.205,0.2,0.195
7544,0.24,0.195,0.19,0.23
7545,0.24,0.215,0.195,0.21
7546,0.24,0.205,0.205,0.195
7547,0.24,0.195,0.19,0.195
7548,0.24,0.19,0.195,0.195
7549,0.24,0.19,0.2,0.195
7550,0.24,0.19,0.185,0.215
7551,0.24,0.2,0.19,0.195
7552,0.255,0.2,0.19,0.2
7553,0.24,0.21,0.22,0.205
7554,0.24,0.2,0.215,0.195
7555,0.24,0.19,0.215,0.2
7556,0.24,0.19,0.245,0.21
7557,0.24,0.2,0.205,0.19
7558,0.24,0.19,0.22,0.205
7559,0.24,0.225,0.21,0.225
7560,0.24,0.2,0.19,0.19
7561,0.24,0.205,0.2,0.195
7562,0.24,0.19,0.19,0.21
7563,0.24,0.2,0.19,0.195
7564,0.24,0.19,0.205,0.2
7565,0.24,0.19,0.2,0.205
7566,0.24,0.205,0.185,0.2
7567,0.24,0.2,0.2,0.19
7568,0.24,0.195,0.2,0.21
7569,0.24,0.22,0.195,0.195
7570,0.24,0.2,0.2,0.205
7571,0.24,0.2,0.195,0.21
7572,0.24,0.185,0.195,0.185
7573,0.24,0.19,0.24,0.205
7574,0.24,0.205,0.21,0.22
7575,0.285,0.19,0.21,0.195
7576,0.24,0.225,0.215,0.195
7577,0.24,0.22,0.2,0.2
7578,0.24,0.195,0.195,0.195
7579,0.24,0.215,0.195,0.205
7580,0.24,0.225,0.2,0.195
7581,0.24,0.19,0.21,0.2
7582,0.24,0.19,0.2,0.195
7583,0.24,0.2,0.22,0.195
7584,0.24,0.19,0.225,0.21
7585,0.24,0.2,0.205,0.195
7586,0.24,0.23,0.21,0.205
7587,0.24,0.185,0.195,0.2
7588,0.24,0.195,0.21,0.22
7589,0.24,0.2,0.205,0.215
7590,0.24,0.19,0.205,0.195
7591,0.24,0.19,0.32,0.2
7592,0.24,0.215,0.195,0.19
7593,0.24,0.22,0.19,0.2
7594,0.24,0.195,0.215,0.205
7595,0.24,0.21,0.195,0.19
7596,0.24,0.22,0.21,0.2
7597,0.24,0.2,0.205,0.195
7598,0.24,0.3,0.195,0.2
7599,0.24,0.19,0.195,0.195
7600,0.24,0.19,0.2,0.2
7601,0.24,0.205,0.205,0.195
7602,0.24,0.195,0.2,0.195
7603,0.24,0.23,0.195,0.195
7604,0.24,0.19,0.225,0.195
7605,0.24,0.205,0.24,0.2
7606,0.24,0.195,0.2,0.21
7607,0.24,0.19,0.19,0.2
7608,0.24,0.19,0.195,0.235
7609,0.24,0.195,0.21,0.195
7610,0.24,0.21,0.205,0.22
7611,0.24,0.2,0.2,0.195
7612,0.24,0.215,0.195,0.205
7613,0.24,0.215,0.23,0.195
7614,0.24,0.195,0.21,0.2
7615,0.24,0.205,0.205,0.205
7616,0.24,0.195,0.21,0.215
7617,0.24,0.19,0.205,0.2
7618,0.24,0.2,0.24,0.2
7619,0.24,0.19,0.195,0.205
7620,0.24,0.195,0.195,0.195
7621,0.24,0.2,0.195,0.195
7622,0.24,0.225,0.205,0.23
7623,0.24,0.2,0.22,0.195
7624,0.24,0.215,0.21,0.195
7625,0.24,0.2,0.23,0.215
7626,0.24,0.2,0.225,0.205
7627,0.24,0.19,0.195,0.195
7628,0.24,0.21,0.21,0.195
7629,0.24,0.21,0.195,0.19
7630,0.24,0.19,0.19,0.215
7631,0.24,0.19,0.21,0.205
7632,0.24,0.2,0.19,0.19
7633,0.24,0.215,0.195,0.2
7634,0.24,0.195,0.19,0.245
7635,0.24,0.225,0.235,0.215
7636,0.24,0.215,0.2,0.2
7637,0.24,0.2,0.2,0.195
7638,0.24,0.2,0.195,0.195
7639,0.24,0.205,0.21,0.195
7640,0.24,0.215,0.2,0.195
7641,0.24,0.24,0.21,0.22
7642,0.24,0.205,0.19,0.195
7643,0.24,0.19,0.195,0.215
7644,0.24,0.19,0.195,0.195
7645,0.24,0.22,0.19,0.2
7646,0.24,0.23,0.195,0.19
7647,0.24,0.19,0.185,0.21
7648,0.24,0.195,0.195,0.2
7649,0.24,0.205,0.21,0.2
7650,0.24,0.2,0.195,0.205
7651,0.24,0.215,0.205,0.195
7652,0.24,0.195,0.22,0.22
7653,0.24,0.195,0.2,0.195
7654,0.24,0.195,0.2,0.21
7655,0.24,0.21,0.215,0.205
7656,0.24,0.19,0.205,0.2
7657,0.245,0.205,0.195,0.2
7658,0.24,0.205,0.195,0.195
7659,0.24,0.205,0.19,0.2
7660,0.24,0.2,0.23,0.2
7661,0.24,0.21,0.2,0.205
7662,0.24,0.2,0.215,0.205
7663,0.24,0.195,0.205,0.2
7664,0.24,0.195,0.195,0.205
7665,0.24,0.195,0.195,0.2
7666,0.24,0.2,0.19,0.195
7667,0.24,0.225,0.2,0.195
7668,0.24,0.195,0.205,0.2
7669,0.24,0.2,0.205,0.225
7670,0.24,0.205,0.19,0.215
7671,0.24,0.23,0.2,0.21
7672,0.24,0.2,0.19,0.21
7673,0.24,0.195,0.195,0.245
7674,0.24,0.225,0.215,0.2
7675,0.24,0.2,0.23,0.2
7676,0.24,0.2,0.2,0.19
7677,0.24,0.215,0.205,0.21
7678,0.24,0.2,0.195,0.195
7679,0.24,0.195,0.195,0.2
7680,0.24,0.23,0.2,0.2
7681,0.24,0.22,0.205,0.265
7682,0.24,0.205,0.21,0.195
7683,0.24,0.205,0.215,0.205
7684,0.24,0.19,0.195,0.205
7685,0.24,0.2,0.2,0.195
7686,0.24,0.235,0.2,0.23
7687,0.24,0.22,0.19,0.19
7688,0.24,0.21,0.2,0.205
7689,0.24,0.2,0.195,0.225
7690,0.24,0.21,0.195,0.2
7691,0.24,0.195,0.195,0.22
7692,0.24,0.195,0.205,0.2
7693,0.24,0.21,0.205,0.215
7694,0.24,0.235,0.195,0.19
7695,0.24,0.195,0.215,0.2
7696,0.24,0.24,0.2,0.215
7697,0.24,0.2,0.205,0.21
7698,0.24,0.22,0.195,0.205
7699,0.24,0.19,0.205,0.19
7700,0.24,0.205,0.195,0.195
7701,0.24,0.22,0.19,0.21
7702,0.24,0.22,0.185,0.195
7703,0.24,0.2,0.2,0.2
7704,0.24,0.19,0.205,0.205
7705,0.27,0.2,0.2,0.195
7706,0.24,0.195,0.195,0.205
7707,0.24,0.2,0.195,0.2
7708,0.24,0.21,0.2,0.205
7709,0.24,0.2,0.19,0.2
7710,0.24,0.2,0.205,0.195
7711,0.24,0.195,0.21,0.2
7712,0.24,0.195,0.185,0.315
7713,0.24,0.195,0.2,0.235
7714,0.24,0.205,0.195,0.2
7715,0.24,0.2,0.19,0.195
7716,0.24,0.255,0.19,0.2
7717,0.24,0.225,0.19,0.195
7718,0.24,0.2,0.21,0.19
7719,0.24,0.2,0.21,0.2
7720,0.24,0.2,0.205,0.195
7721,0.24,0.185,0.195,0.2
7722,0.24,0.215,0.195,0.195
7723,0.24,0.195,0.2,0.195
7724,0.24,0.215,0.205,0.215
7725,0.24,0.24,0.21,0.205
7726,0.24,0.215,0.215,0.23
7727,0.24,0.2,0.195,0.21
7728,0.24,0.2,0.19,0.195
7729,0.24,0.205,0.19,0.195
7730,0.24,0.21,0.185,0.195
7731,0.24,0.19,0.2,0.2
7732,0.24,0.205,0.195,0.195
7733,0.24,0.33,0.19,0.195
7734,0.24,0.215,0.195,0.2
7735,0.24,0.195,0.205,0.205
7736,0.24,0.195,0.23,0.2
7737,0.24,0.195,0.2,0.195
7738,0.24,0.21,0.22,0.195
7739,0.24,0.205,0.215,0.195
7740,0.24,0.2,0.195,0.215
7741,0.24,0.235,0.21,0.19
7742,0.24,0.195,0.19,0.195
7743,0.24,0.2,0.19,0.195
7744,0.24,0.2,0.2,0.2
7745,0.24,0.21,0.19,0.19
7746,0.24,0.205,0.2,0.195
7747,0.24,0.195,0.205,0.225
7748,0.24,0.195,0.19,0.195
7749,0.24,0.205,0.21,0.195
7750,0.24,0.2,0.2,0.225
7751,0.24,0.2,0.2,0.19
7752,0.24,0.22,0.205,0.195
7753,0.24,0.195,0.2,0.195
7754,0.245,0.255,0.22,0.19
7755,0.24,0.18,0.195,0.2
7756,0.24,0.235,0.19,0.21
7757,0.24,0.195,0.2,0.195
7758,0.24,0.23,0.21,0.24
7759,0.24,0.19,0.24,0.19
7760,0.24,0.205,0.2,0.22
7761,0.24,0.2,0.195,0.205
7762,0.24,0.24,0.2,0.205
7763,0.24,0.24,0.215,0.2
7764,0.24,0.195,0.195,0.195
7765,0.24,0.185,0.195,0.245
7766,0.24,0.19,0.19,0.195
7767,0.24,0.195,0.225,0.19
7768,0.27,0.215,0.225,0.2
7769,0.24,0.19,0.2,0.195
7770,0.24,0.24,0.21,0.21
7771,0.24,0.195,0.19,0.21
7772,0.24,0.2,0.19,0.22
7773,0.24,0.195,0.19,0.215
7774,0.24,0.22,0.185,0.21
7775,0.24,0.2,0.19,0.205
7776,0.24,0.205,0.2,0.195
7777,0.24,0.21,0.205,0.195
7778,0.24,0.195,0.215,0.195
7779,0.24,0.195,0.19,0.195
7780,0.24,0.26,0.185,0.225
7781,0.24,0.195,0.19,0.185
7782,0.24,0.205,0.205,0.195
7783,0.24,0.195,0.215,0.2
7784,0.24,0.215,0.195,0.235
7785,0.24,0.2,0.21,0.21
7786,0.24,0.225,0.2,0.185
7787,0.24,0.24,0.2,0.19
7788,0.24,0.205,0.195,0.2
7789,0.24,0.215,0.2,0.21
7790,0.24,0.195,0.2,0.24
7791,0.24,0.195,0.195,0.19
7792,0.24,0.185,0.205,0.215
7793,0.24,0.22,0.2,0.215
7794,0.24,0.215,0.2,0.235
