,F01,F02,F03,F04
3932,0.24,0.2,0.2,0.19
3933,0.24,0.2,0.205,0.205
3934,0.24,0.22,0.225,0.235
3935,0.24,0.375,0.205,0.22
3936,0.24,0.195,0.195,0.2
3937,0.24,0.195,0.195,0.215
3938,0.24,0.2,0.255,0.205
3939,0.24,0.195,0.19,0.195
3940,0.24,0.19,0.195,0.195
3941,0.24,0.205,0.195,0.195
3942,0.24,0.19,0.21,0.22
3943,0.24,0.225,0.2,0.195
3944,0.24,0.215,0.19,0.195
3945,0.24,0.195,0.205,0.2
3946,0.24,0.2,0.195,0.195
3947,0.24,0.22,0.195,0.205
3948,0.24,0.195,0.205,0.205
3949,0.24,0.19,0.205,0.205
3950,0.24,0.195,0.19,0.24
3951,0.24,0.23,0.245,0.195
3952,0.24,0.2,0.21,0.195
3953,0.24,0.19,0.2,0.255
3954,0.24,0.195,0.2,0.245
3955,0.24,0.195,0.195,0.195
3956,0.24,0.195,0.22,0.195
3957,0.24,0.205,0.21,0.19
3958,0.24,0.19,0.2,0.21
3959,0.24,0.195,0.205,0.185
3960,0.24,0.205,0.195,0.205
3961,0.24,0.195,0.195,0.19
3962,0.24,0.205,0.205,0.195
3963,0.24,0.185,0.225,0.205
3964,0.24,0.2,0.19,0.2
3965,0.24,0.19,0.215,0.2
3966,0.24,0.185,0.195,0.195
3967,0.24,0.195,0.195,0.21
3968,0.275,0.19,0.21,0.195
3969,0.24,0.195,0.235,0.205
3970,0.24,0.2,0.2,0.205
3971,0.24,0.205,0.205,0.2
3972,0.24,0.185,0.2,0.205
3973,0.24,0.2,0.22,0.205
3974,0.24,0.195,0.19,0.19
3975,0.24,0.26,0.215,0.205
3976,0.24,0.2,0.205,0.2
3977,0.24,0.19,0.195,0.195
3978,0.24,0.195,0.19,0.2
3979,0.24,0.195,0.21,0.195
3980,0.24,0.19,0.2,0.195
3981,0.24,0.185,0.22,0.21
3982,0.24,0.22,0.19,0.19
3983,0.24,0.2,0.195,0.235
3984,0.24,0.195,0.205,0.21
3985,0.24,0.2,0.19,0.195
3986,0.24,0.215,0.195,0.195
3987,0.24,0.215,0.225,0.195
3988,0.24,0.215,0.2,0.26
3989,0.24,0.195,0.19,0.21
3990,0.24,0.21,0.2,0.195
3991,0.24,0.205,0.19,0.245
3992,0.24,0.225,0.195,0.195
3993,0.24,0.19,0.195,0.195
3994,0.24,0.2,0.23,0.205
3995,0.24,0.2,0.205,0.215
3996,0.24,0.195,0.205,0.195
3997,0.24,0.21,0.2,0.23
3998,0.24,0.2,0.22,0.2
3999,0.24,0.2,0.2,0.215
4000,0.24,0.205,0.195,0.205
4001,0.24,0.195,0.195,0.195
4002,0.24,0.2,0.185,0.235
4003,0.265,0.19,0.225,0.195
4004,0.24,0.195,0.2,0.2
4005,0.24,0.225,0.185,0.205
4006,0.24,0.19,0.205,0.21
4007,0.24,0.205,0.195,0.22
4008,0.24,0.215,0.21,0.195
4009,0.24,0.195,0.22,0.19
4010,0.24,0.19,0.205,0.21
4011,0.24,0.19,0.195,0.195
4012,0.24,0.205,0.19,0.2
4013,0.24,0.195,0.195,0.205
4014,0.24,0.21,0.195,0.2
4015,0.24,0.195,0.19,0.195
4016,0.24,0.185,0.21,0.195
4017,0.24,0.195,0.19,0.195
4018,0.24,0.19,0.21,0.2
4019,0.24,0.215,0.2,0.215
4020,0.24,0.225,0.215,0.2
4021,0.24,0.195,0.195,0.215
4022,0.24,0.19,0.19,0.2
4023,0.24,0.2,0.2,0.21
4024,0.24,0.21,0.195,0.195
4025,0.24,0.2,0.19,0.2
4026,0.24,0.21,0.195,0.195
4027,0.24,0.2,0.21,0.195
4028,0.24,0.19,0.19,0.235
4029,0.24,0.205,0.205,0.2
4030,0.24,0.355,0.23,0.195
4031,0.24,0.195,0.195,0.19
4032,0.24,0.2,0.195,0.2
4033,0.24,0.205,0.19,0.19
4034,0.24,0.205,0.195,0.235
4035,0.24,0.205,0.195,0.22
4036,0.24,0.215,0.205,0.195
4037,0.24,0.195,0.195,0.195
4038,0.24,0.255,0.195,0.19
4039,0.3,0.19,0.19,0.2
4040,0.24,0.195,0.21,0.235
4041,0.24,0.195,0.2,0.21
4042,0.24,0.21,0.185,0.2
4043,0.24,0.195,0.195,0.215
4044,0.24,0.2,0.195,0.185
4045,0.24,0.19,0.195,0.2
4046,0.24,0.235,0.205,0.205
4047,0.24,0.215,0.19,0.205
4048,0.24,0.225,0.195,0.21
4049,0.24,0.195,0.205,0.2
4050,0.24,0.21,0.21,0.205
4051,0.24,0.2,0.19,0.2
4052,0.24,0.29,0.2,0.195
4053,0.24,0.22,0.205,0.195
4054,0.24,0.195,0.205,0.195
4055,0.24,0.195,0.19,0.22
4056,0.24,0.2,0.215,0.19
4057,0.24,0.2,0.195,0.225
4058,0.24,0.205,0.205,0.195
4059,0.24,0.195,0.195,0.225
4060,0.24,0.21,0.205,0.195
4061,0.24,0.195,0.2,0.21
4062,0.24,0.19,0.205,0.195
4063,0.24,0.2,0.21,0.195
4064,0.24,0.195,0.2,0.21
4065,0.24,0.22,0.2,0.225
4066,0.24,0.205,0.24,0.21
4067,0.24,0.2,0.21,0.21
4068,0.24,0.2,0.205,0.195
4069,0.24,0.195,0.195,0.2
4070,0.24,0.195,0.225,0.2
4071,0.24,0.195,0.21,0.195
4072,0.24,0.21,0.2,0.2
4073,0.24,0.23,0.2,0.205
4074,0.24,0.195,0.205,0.205
4075,0.24,0.2,0.195,0.195
4076,0.24,0.2,0.2,0.19
4077,0.24,0.2,0.195,0.2
4078,0.24,0.195,0.195,0.195
4079,0.24,0.205,0.2,0.205
4080,0.24,0.195,0.195,0.205
4081,0.24,0.195,0.195,0.195
4082,0.24,0.195,0.2,0.205
4083,0.24,0.195,0.205,0.21
4084,0.24,0.195,0.19,0.21
4085,0.24,0.195,0.19,0.215
4086,0.24,0.195,0.195,0.245
4087,0.24,0.195,0.195,0.205
4088,0.265,0.19,0.185,0.2
4089,0.24,0.19,0.2,0.195
4090,0.24,0.185,0.185,0.195
4091,0.24,0.19,0.205,0.215
4092,0.24,0.195,0.21,0.195
4093,0.24,0.195,0.19,0.21
4094,0.24,0.205,0.215,0.195
4095,0.24,0.215,0.2,0.2
4096,0.24,0.185,0.24,0.195
4097,0.24,0.21,0.205,0.195
4098,0.24,0.19,0.19,0.2
4099,0.24,0.205,0.2,0.195
4100,0.24,0.185,0.2,0.195
4101,0.24,0.22,0.195,0.21
4102,0.24,0.195,0.195,0.19
4103,0.24,0.215,0.195,0.195
4104,0.24,0.19,0.195,0.2
4105,0.24,0.195,0.2,0.205
4106,0.24,0.19,0.2,0.235
4107,0.24,0.215,0.2,0.195
4108,0.24,0.195,0.21,0.21
4109,0.24,0.205,0.195,0.24
4110,0.24,0.205,0.25,0.215
4111,0.24,0.185,0.21,0.195
4112,0.24,0.195,0.185,0.195
4113,0.24,0.195,0.21,0.2
4114,0.24,0.205,0.2,0.22
4115,0.24,0.215,0.205,0.195
4116,0.24,0.195,0.255,0.22
4117,0.24,0.2,0.2,0.195
4118,0.24,0.2,0.24,0.2
4119,0.24,0.185,0.19,0.195
4120,0.24,0.195,0.2,0.225
4121,0.24,0.195,0.19,0.195
4122,0.24,0.195,0.195,0.195
4123,0.24,0.19,0.2,0.205
4124,0.24,0.2,0.205,0.2
4125,0.24,0.205,0.19,0.21
4126,0.24,0.195,0.2,0.205
4127,0.24,0.185,0.205,0.26
4128,0.24,0.205,0.21,0.195
4129,0.24,0.195,0.215,0.235
4130,0.24,0.195,0.195,0.195
4131,0.24,0.205,0.2,0.195
4132,0.24,0.215,0.21,0.2
4133,0.24,0.195,0.21,0.21
4134,0.24,0.19,0.19,0.195
4135,0.24,0.205,0.2,0.195
4136,0.24,0.195,0.235,0.195
4137,0.24,0.185,0.2,0.19
4138,0.24,0.185,0.21,0.21
4139,0.24,0.2,0.195,0.195
4140,0.24,0.215,0.195,0.21
4141,0.24,0.22,0.195,0.19
4142,0.24,0.2,0.2,0.2
4143,0.24,0.205,0.2,0.21
4144,0.24,0.2,0.2,0.195
4145,0.24,0.205,0.19,0.24
4146,0.24,0.2,0.205,0.2
4147,0.24,0.2,0.195,0.255
4148,0.24,0.19,0.185,0.19
4149,0.24,0.215,0.22,0.19
4150,0.24,0.2,0.195,0.205
4151,0.24,0.205,0.23,0.22
4152,0.24,0.2,0.21,0.21
4153,0.24,0.195,0.195,0.21
4154,0.24,0.2,0.19,0.22
4155,0.24,0.215,0.2,0.195
4156,0.24,0.255,0.21,0.19
4157,0.24,0.215,0.21,0.215
4158,0.24,0.195,0.19,0.195
4159,0.24,0.23,0.185,0.195
4160,0.24,0.195,0.205,0.195
4161,0.24,0.19,0.2,0.195
4162,0.24,0.195,0.205,0.205
4163,0.24,0.21,0.195,0.2
4164,0.24,0.21,0.205,0.195
4165,0.24,0.205,0.205,0.22
4166,0.24,0.195,0.195,0.195
4167,0.24,0.2,0.205,0.2
4168,0.24,0.195,0.2,0.2
4169,0.24,0.215,0.2,0.2
4170,0.24,0.195,0.2,0.2
4171,0.24,0.205,0.2,0.205
4172,0.24,0.19,0.19,0.225
4173,0.24,0.185,0.19,0.19
4174,0.24,0.195,0.19,0.195
4175,0.24,0.23,0.245,0.2
4176,0.24,0.225,0.195,0.195
4177,0.24,0.2,0.215,0.2
4178,0.24,0.215,0.2,0.205
4179,0.24,0.21,0.195,0.19
4180,0.24,0.19,0.2,0.195
4181,0.24,0.195,0.21,0.2
4182,0.24,0.215,0.2,0.195
4183,0.24,0.195,0.215,0.215
4184,0.24,0.22,0.4,0.205
4185,0.24,0.19,0.2,0.205
4186,0.24,0.21,0.2,0.19
4187,0.24,0.205,0.195,0.195
4188,0.24,0.215,0.2,0.205
4189,0.24,0.22,0.205,0.22
4190,0.24,0.21,0.19,0.2
4191,0.24,0.195,0.19,0.19
4192,0.24,0.2,0.2,0.205
4193,0.24,0.195,0.215,0.205
4194,0.24,0.205,0.19,0.19
4195,0.24,0.2,0.185,0.195
4196,0.24,0.195,0.2,0.2
4197,0.24,0.19,0.195,0.195
4198,0.24,0.2,0.19,0.225
4199,0.24,0.215,0.21,0.195
4200,0.24,0.21,0.195,0.2
4201,0.24,0.195,0.2,0.2
4202,0.24,0.23,0.19,0.2
4203,0.24,0.205,0.195,0.25
4204,0.24,0.2,0.195,0.195
4205,0.24,0.185,0.19,0.265
4206,0.24,0.195,0.19,0.2
4207,0.24,0.19,0.19,0.195
4208,0.24,0.2,0.19,0.2
4209,0.24,0.24,0.205,0.205
4210,0.24,0.205,0.195,0.205
4211,0.24,0.215,0.205,0.19
4212,0.24,0.195,0.19,0.2
4213,0.24,0.19,0.2,0.2
4214,0.24,0.19,0.22,0.21
4215,0.24,0.225,0.2,0.205
4216,0.24,0.205,0.21,0.2
4217,0.24,0.195,0.195,0.215
4218,0.24,0.21,0.235,0.19
4219,0.24,0.2,0.205,0.23
4220,0.24,0.195,0.215,0.205
4221,0.25,0.19,0.19,0.195
4222,0.24,0.19,0.195,0.205
4223,0.24,0.195,0.19,0.19
4224,0.24,0.2,0.2,0.19
4225,0.24,0.2,0.2,0.22
4226,0.24,0.19,0.21,0.19
4227,0.24,0.185,0.2,0.195
4228,0.24,0.2,0.22,0.21
4229,0.24,0.2,0.215,0.24
4230,0.24,0.19,0.19,0.2
4231,0.24,0.195,0.19,0.195
4232,0.24,0.195,0.19,0.195
4233,0.24,0.195,0.19,0.185
4234,0.24,0.19,0.205,0.2
4235,0.24,0.18,0.195,0.205
4236,0.24,0.195,0.215,0.19
4237,0.24,0.195,0.19,0.195
4238,0.24,0.195,0.275,0.23
4239,0.24,0.19,0.19,0.19
4240,0.24,0.21,0.2,0.21
4241,0.24,0.2,0.21,0.2
4242,0.24,0.21,0.195,0.205
4243,0.24,0.215,0.195,0.195
4244,0.24,0.2,0.295,0.205
4245,0.24,0.2,0.19,0.225
4246,0.24,0.195,0.22,0.195
4247,0.24,0.19,0.265,0.195
4248,0.24,0.23,0.195,0.22
4249,0.3,0.205,0.19,0.2
4250,0.24,0.2,0.19,0.2
4251,0.24,0.215,0.195,0.23
4252,0.24,0.215,0.205,0.22
4253,0.24,0.195,0.19,0.21
4254,0.24,0.195,0.22,0.205
4255,0.24,0.195,0.195,0.215
4256,0.24,0.22,0.225,0.215
4257,0.24,0.2,0.19,0.195
4258,0.24,0.28,0.205,0.21
4259,0.24,0.195,0.195,0.205
4260,0.24,0.2,0.22,0.2
4261,0.24,0.19,0.19,0.2
4262,0.24,0.195,0.195,0.2
4263,0.24,0.215,0.19,0.195
4264,0.24,0.205,0.19,0.215
4265,0.24,0.195,0.185,0.195
4266,0.24,0.195,0.19,0.19
4267,0.24,0.21,0.22,0.205
4268,0.24,0.19,0.19,0.195
4269,0.24,0.205,0.195,0.2
4270,0.24,0.19,0.2,0.19
4271,0.24,0.225,0.205,0.19
4272,0.24,0.215,0.21,0.195
4273,0.24,0.195,0.19,0.205
4274,0.24,0.185,0.245,0.2
4275,0.24,0.195,0.195,0.205
4276,0.24,0.195,0.21,0.195
4277,0.24,0.205,0.215,0.195
4278,0.24,0.19,0.205,0.195
4279,0.24,0.195,0.21,0.185
4280,0.24,0.21,0.19,0.2
4281,0.24,0.195,0.195,0.195
4282,0.24,0.19,0.195,0.22
4283,0.24,0.195,0.195,0.2
4284,0.24,0.21,0.205,0.195
4285,0.24,0.22,0.195,0.195
4286,0.24,0.195,0.185,0.21
4287,0.24,0.19,0.19,0.19
4288,0.24,0.205,0.205,0.2
4289,0.24,0.225,0.2,0.205
4290,0.24,0.2,0.245,0.195
4291,0.24,0.195,0.205,0.2
4292,0.24,0.185,0.205,0.205
4293,0.24,0.195,0.195,0.195
4294,0.24,0.19,0.21,0.195
4295,0.24,0.245,0.19,0.195
4296,0.24,0.205,0.2,0.195
4297,0.24,0.195,0.185,0.195
4298,0.24,0.19,0.19,0.225
4299,0.24,0.2,0.195,0.19
4300,0.24,0.19,0.195,0.205
4301,0.24,0.22,0.215,0.24
4302,0.24,0.195,0.19,0.22
4303,0.24,0.195,0.19,0.19
4304,0.24,0.21,0.22,0.19
4305,0.24,0.19,0.24,0.215
4306,0.24,0.205,0.205,0.185
4307,0.24,0.195,0.205,0.195
4308,0.24,0.215,0.2,0.2
4309,0.24,0.215,0.195,0.215
4310,0.24,0.195,0.2,0.21
4311,0.24,0.195,0.205,0.2
4312,0.24,0.2,0.19,0.195
4313,0.24,0.2,0.21,0.2
4314,0.24,0.215,0.19,0.2
4315,0.24,0.2,0.195,0.2
4316,0.24,0.195,0.19,0.19
4317,0.24,0.19,0.205,0.195
4318,0.24,0.19,0.215,0.195
4319,0.24,0.19,0.225,0.24
4320,0.24,0.19,0.21,0.2
4321,0.24,0.195,0.21,0.22
4322,0.24,0.225,0.21,0.195
4323,0.24,0.19,0.2,0.22
4324,0.24,0.225,0.2,0.195
4325,0.25,0.195,0.205,0.19
4326,0.24,0.205,0.2,0.205
4327,0.24,0.195,0.185,0.195
4328,0.24,0.29,0.195,0.195
4329,0.24,0.21,0.19,0.195
4330,0.24,0.2,0.2,0.205
4331,0.24,0.195,0.195,0.2
4332,0.24,0.19,0.215,0.21
4333,0.24,0.19,0.19,0.2
4334,0.24,0.195,0.19,0.195
4335,0.24,0.195,0.19,0.195
4336,0.24,0.195,0.2,0.195
4337,0.24,0.195,0.255,0.21
4338,0.24,0.2,0.205,0.2
4339,0.24,0.21,0.19,0.205
4340,0.24,0.195,0.21,0.205
4341,0.24,0.2,0.205,0.195
4342,0.24,0.25,0.22,0.195
4343,0.24,0.21,0.19,0.195
4344,0.24,0.225,0.205,0.2
4345,0.24,0.21,0.195,0.22
4346,0.24,0.195,0.205,0.205
4347,0.24,0.195,0.22,0.205
4348,0.24,0.2,0.195,0.2
4349,0.24,0.195,0.19,0.195
4350,0.24,0.195,0.2,0.21
4351,0.24,0.215,0.2,0.195
4352,0.24,0.195,0.2,0.22
4353,0.24,0.195,0.2,0.2
4354,0.24,0.195,0.215,0.21
4355,0.24,0.19,0.235,0.205
4356,0.24,0.2,0.2,0.195
4357,0.24,0.2,0.21,0.205
4358,0.24,0.2,0.2,0.205
4359,0.24,0.225,0.21,0.2
4360,0.24,0.225,0.19,0.225
4361,0.24,0.22,0.22,0.195
4362,0.24,0.195,0.205,0.205
4363,0.24,0.205,0.195,0.215
4364,0.24,0.195,0.2,0.2
4365,0.24,0.195,0.21,0.195
4366,0.24,0.195,0.2,0.2
4367,0.24,0.225,0.215,0.195
4368,0.24,0.215,0.195,0.2
4369,0.24,0.205,0.245,0.2
4370,0.24,0.195,0.19,0.19
4371,0.24,0.2,0.195,0.205
4372,0.24,0.19,0.2,0.22
4373,0.24,0.275,0.195,0.2
4374,0.24,0.23,0.21,0.2
4375,0.24,0.235,0.225,0.195
4376,0.24,0.215,0.21,0.195
4377,0.24,0.195,0.205,0.195
4378,0.24,0.2,0.195,0.195
4379,0.24,0.195,0.22,0.195
4380,0.24,0.215,0.19,0.2
4381,0.24,0.21,0.2,0.21
4382,0.24,0.19,0.19,0.195
4383,0.24,0.255,0.2,0.2
4384,0.24,0.2,0.19,0.185
4385,0.24,0.21,0.2,0.2
4386,0.24,0.195,0.19,0.225
4387,0.24,0.215,0.21,0.2
4388,0.24,0.205,0.215,0.2
4389,0.24,0.2,0.215,0.19
4390,0.24,0.2,0.19,0.2
4391,0.24,0.2,0.2,0.195
4392,0.24,0.19,0.19,0.24
4393,0.24,0.195,0.195,0.205
4394,0.24,0.19,0.195,0.2
4395,0.24,0.2,0.225,0.195
4396,0.24,0.2,0.215,0.2
4397,0.24,0.2,0.22,0.2
4398,0.24,0.205,0.21,0.195
4399,0.24,0.205,0.21,0.19
4400,0.24,0.19,0.195,0.195
4401,0.24,0.195,0.205,0.225
4402,0.24,0.195,0.19,0.2
4403,0.24,0.19,0.195,0.2
4404,0.24,0.24,0.195,0.205
4405,0.24,0.205,0.21,0.21
4406,0.24,0.185,0.2,0.195
4407,0.24,0.2,0.2,0.235
4408,0.24,0.23,0.325,0.21
4409,0.24,0.2,0.2,0.215
4410,0.24,0.195,0.19,0.215
4411,0.24,0.19,0.205,0.2
4412,0.24,0.205,0.2,0.215
4413,0.24,0.19,0.195,0.195
4414,0.24,0.19,0.19,0.195
4415,0.24,0.195,0.2,0.22
4416,0.24,0.2,0.2,0.21
4417,0.24,0.19,0.2,0.21
4418,0.24,0.205,0.195,0.195
4419,0.24,0.205,0.2,0.22
4420,0.24,0.195,0.19,0.19
4421,0.24,0.19,0.19,0.2
4422,0.24,0.255,0.195,0.26
4423,0.24,0.205,0.205,0.195
4424,0.24,0.21,0.19,0.195
4425,0.24,0.19,0.2,0.195
4426,0.24,0.2,0.21,0.21
4427,0.24,0.19,0.2,0.215
4428,0.24,0.2,0.21,0.195
4429,0.24,0.19,0.195,0.21
4430,0.24,0.19,0.21,0.195
4431,0.24,0.185,0.19,0.21
4432,0.24,0.205,0.205,0.23
4433,0.24,0.195,0.21,0.21
4434,0.24,0.195,0.19,0.19
4435,0.27,0.2,0.205,0.2
4436,0.24,0.185,0.2,0.21
4437,0.24,0.205,0.195,0.19
4438,0.24,0.2,0.205,0.195
4439,0.24,0.195,0.22,0.195
4440,0.24,0.19,0.2,0.2
4441,0.24,0.21,0.195,0.195
4442,0.24,0.2,0.19,0.23
4443,0.24,0.195,0.23,0.195
4444,0.24,0.21,0.195,0.205
4445,0.24,0.205,0.19,0.2
4446,0.24,0.2,0.205,0.2
4447,0.24,0.2,0.195,0.21
4448,0.24,0.2,0.195,0.2
4449,0.24,0.255,0.195,0.205
4450,0.24,0.195,0.195,0.195
4451,0.24,0.21,0.185,0.205
4452,0.24,0.225,0.195,0.215
4453,0.24,0.195,0.195,0.195
4454,0.24,0.235,0.235,0.195
4455,0.24,0.235,0.205,0.225
4456,0.24,0.195,0.2,0.2
4457,0.24,0.195,0.22,0.195
4458,0.24,0.21,0.21,0.2
4459,0.24,0.205,0.195,0.195
4460,0.24,0.185,0.245,0.2
4461,0.24,0.195,0.215,0.195
4462,0.24,0.2,0.195,0.2
4463,0.24,0.195,0.19,0.195
4464,0.24,0.2,0.2,0.22
4465,0.24,0.235,0.21,0.2
4466,0.24,0.21,0.205,0.195
4467,0.24,0.2,0.215,0.185
4468,0.24,0.2,0.185,0.22
4469,0.24,0.195,0.195,0.195
4470,0.24,0.195,0.205,0.2
4471,0.24,0.225,0.215,0.21
4472,0.24,0.2,0.23,0.2
4473,0.24,0.2,0.19,0.195
4474,0.24,0.195,0.195,0.2
4475,0.24,0.2,0.19,0.2
4476,0.24,0.195,0.23,0.195
4477,0.24,0.225,0.27,0.185
4478,0.24,0.245,0.19,0.195
4479,0.24,0.195,0.215,0.21
4480,0.24,0.19,0.19,0.2
4481,0.24,0.19,0.22,0.21
4482,0.24,0.19,0.19,0.205
4483,0.24,0.2,0.19,0.22
4484,0.24,0.185,0.215,0.195
4485,0.24,0.19,0.23,0.205
4486,0.24,0.19,0.2,0.195
4487,0.24,0.195,0.205,0.205
4488,0.24,0.205,0.235,0.19
4489,0.24,0.22,0.205,0.195
4490,0.24,0.195,0.205,0.195
4491,0.24,0.205,0.19,0.205
4492,0.24,0.195,0.195,0.205
4493,0.24,0.195,0.19,0.19
4494,0.24,0.19,0.235,0.195
4495,0.24,0.21,0.19,0.2
4496,0.24,0.185,0.195,0.195
4497,0.24,0.19,0.205,0.19
4498,0.24,0.2,0.22,0.2
4499,0.24,0.235,0.195,0.215
4500,0.24,0.2,0.2,0.21
4501,0.26,0.225,0.19,0.2
4502,0.24,0.215,0.22,0.195
4503,0.24,0.205,0.195,0.195
4504,0.24,0.195,0.195,0.2
4505,0.24,0.185,0.195,0.24
4506,0.24,0.195,0.19,0.195
4507,0.24,0.2,0.19,0.2
4508,0.24,0.195,0.2,0.21
4509,0.24,0.19,0.215,0.195
4510,0.24,0.245,0.19,0.2
4511,0.24,0.2,0.19,0.2
4512,0.24,0.22,0.2,0.195
4513,0.24,0.185,0.19,0.215
4514,0.24,0.235,0.215,0.2
4515,0.24,0.19,0.21,0.2
4516,0.24,0.2,0.195,0.195
4517,0.24,0.2,0.21,0.2
4518,0.24,0.195,0.225,0.195
4519,0.24,0.2,0.195,0.2
4520,0.24,0.21,0.195,0.265
4521,0.24,0.2,0.195,0.22
4522,0.24,0.2,0.2,0.195
4523,0.24,0.185,0.195,0.21
4524,0.24,0.2,0.195,0.24
4525,0.24,0.22,0.19,0.195
4526,0.24,0.195,0.215,0.205
4527,0.24,0.2,0.205,0.205
4528,0.24,0.19,0.205,0.195
4529,0.24,0.22,0.19,0.21
4530,0.24,0.23,0.19,0.2
4531,0.24,0.22,0.19,0.2
4532,0.24,0.205,0.205,0.2
4533,0.24,0.19,0.195,0.205
4534,0.24,0.185,0.19,0.185
4535,0.24,0.195,0.2,0.195
4536,0.24,0.205,0.22,0.19
4537,0.24,0.19,0.215,0.2
4538,0.24,0.2,0.195,0.21
4539,0.24,0.2,0.195,0.2
4540,0.24,0.195,0.195,0.19
4541,0.24,0.24,0.25,0.195
4542,0.24,0.21,0.185,0.205
4543,0.24,0.235,0.21,0.195
4544,0.24,0.2,0.21,0.225
4545,0.24,0.21,0.19,0.2
4546,0.24,0.24,0.195,0.2
4547,0.24,0.19,0.185,0.2
4548,0.24,0.2,0.205,0.2
4549,0.24,0.195,0.195,0.21
4550,0.24,0.195,0.195,0.21
4551,0.24,0.205,0.2,0.21
4552,0.24,0.195,0.195,0.195
4553,0.24,0.21,0.19,0.21
4554,0.24,0.195,0.195,0.205
4555,0.24,0.225,0.19,0.2
4556,0.24,0.2,0.195,0.195
4557,0.24,0.19,0.215,0.2
4558,0.24,0.205,0.205,0.195
4559,0.24,0.245,0.195,0.21
4560,0.24,0.19,0.19,0.255
4561,0.24,0.235,0.2,0.195
4562,0.24,0.205,0.19,0.22
4563,0.24,0.195,0.2,0.195
4564,0.24,0.195,0.195,0.205
4565,0.24,0.225,0.21,0.195
4566,0.24,0.22,0.195,0.195
4567,0.24,0.2,0.19,0.19
4568,0.24,0.205,0.195,0.29
4569,0.24,0.195,0.2,0.21
4570,0.24,0.2,0.21,0.19
4571,0.24,0.225,0.195,0.195
4572,0.24,0.2,0.195,0.2
4573,0.24,0.21,0.195,0.2
4574,0.24,0.19,0.21,0.205
4575,0.24,0.2,0.21,0.195
4576,0.24,0.2,0.195,0.195
4577,0.24,0.19,0.2,0.195
4578,0.24,0.23,0.19,0.2
4579,0.24,0.195,0.19,0.22
4580,0.24,0.185,0.19,0.2
4581,0.24,0.195,0.19,0.225
4582,0.24,0.2,0.205,0.235
4583,0.24,0.21,0.195,0.2
4584,0.24,0.2,0.2,0.195
4585,0.24,0.195,0.19,0.205
4586,0.24,0.195,0.195,0.205
4587,0.275,0.19,0.195,0.21
4588,0.24,0.205,0.195,0.22
4589,0.24,0.195,0.195,0.235
4590,0.24,0.2,0.195,0.195
4591,0.24,0.195,0.19,0.19
4592,0.24,0.195,0.2,0.215
4593,0.24,0.185,0.2,0.2
4594,0.24,0.235,0.19,0.195
4595,0.24,0.2,0.22,0.24
4596,0.375,0.225,0.205,0.22
4597,0.24,0.185,0.195,0.2
4598,0.24,0.205,0.185,0.195
4599,0.24,0.19,0.19,0.205
4600,0.24,0.2,0.195,0.195
4601,0.24,0.185,0.205,0.2
4602,0.24,0.225,0.2,0.215
4603,0.24,0.19,0.24,0.2
4604,0.24,0.195,0.2,0.195
4605,0.24,0.21,0.2,0.265
4606,0.24,0.205,0.195,0.26
4607,0.24,0.19,0.195,0.205
4608,0.24,0.195,0.195,0.195
4609,0.24,0.21,0.195,0.2
4610,0.25,0.26,0.195,0.2
4611,0.24,0.2,0.2,0.24
4612,0.24,0.2,0.23,0.205
4613,0.24,0.2,0.21,0.22
4614,0.24,0.19,0.2,0.195
4615,0.24,0.2,0.195,0.2
4616,0.24,0.2,0.19,0.205
4617,0.24,0.205,0.195,0.2
4618,0.24,0.195,0.205,0.195
4619,0.24,0.195,0.19,0.205
4620,0.24,0.195,0.21,0.195
4621,0.24,0.22,0.19,0.2
4622,0.24,0.21,0.2,0.215
4623,0.24,0.19,0.195,0.2
4624,0.24,0.19,0.205,0.195
4625,0.24,0.195,0.19,0.195
4626,0.24,0.2,0.2,0.195
4627,0.24,0.215,0.195,0.2
4628,0.24,0.195,0.2,0.235
4629,0.24,0.185,0.195,0.195
4630,0.24,0.195,0.185,0.19
4631,0.24,0.195,0.2,0.195
4632,0.24,0.235,0.195,0.22
4633,0.24,0.24,0.195,0.215
4634,0.24,0.19,0.215,0.195
4635,0.24,0.185,0.2,0.195
4636,0.24,0.225,0.2,0.22
4637,0.24,0.21,0.21,0.195
4638,0.24,0.21,0.195,0.195
4639,0.24,0.195,0.2,0.2
4640,0.24,0.185,0.185,0.195
4641,0.24,0.23,0.195,0.205
4642,0.24,0.205,0.2,0.215
4643,0.24,0.195,0.19,0.19
4644,0.24,0.19,0.195,0.215
4645,0.24,0.2,0.225,0.19
4646,0.24,0.195,0.215,0.2
4647,0.24,0.2,0.19,0.195
4648,0.24,0.195,0.195,0.21
4649,0.24,0.2,0.19,0.195
4650,0.24,0.195,0.19,0.195
4651,0.24,0.195,0.19,0.185
4652,0.24,0.21,0.205,0.205
4653,0.24,0.185,0.195,0.205
4654,0.24,0.195,0.195,0.19
4655,0.24,0.195,0.185,0.205
4656,0.24,0.195,0.205,0.215
4657,0.24,0.325,0.19,0.215
4658,0.24,0.195,0.195,0.23
4659,0.24,0.2,0.195,0.25
4660,0.24,0.19,0.215,0.195
4661,0.24,0.21,0.19,0.205
4662,0.24,0.21,0.225,0.2
4663,0.24,0.195,0.2,0.21
4664,0.24,0.195,0.2,0.2
4665,0.24,0.19,0.205,0.215
4666,0.24,0.2,0.22,0.195
4667,0.24,0.185,0.2,0.185
